epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.06758221900975786,0.07258938244853738,-0.004932683158286322,-0.002241472699572755,0.02,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
1,0.11251656426936514,0.10834236186348863,0.015930830634095394,0.015936657550998712,0.03,10,19,29,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
2,0.13130948078544755,0.12242686890574214,0.023504677016708664,0.020515165291259296,0.04,10,19,29,38,47,57,66,76,85,95,104,113,123,132,142,151,160,170,179,189
3,0.13986266714853632,0.13867822318526543,0.017727044078858167,0.023789789893663094,0.04,10,19,29,38,47,57,66,76,85,95,104,113,123,132,142,151,160,170,179,189
4,0.17275027105168053,0.17659804983748645,0.02628492440230501,0.036988123658918015,0.05,10,19,29,38,47,57,66,76,85,95,104,113,123,132,142,151,160,170,179,189
5,0.22310564992169618,0.21018418201516792,0.02636723609465763,0.028370545577417916,0.06,10,19,29,38,48,57,66,76,85,95,104,114,123,132,142,151,160,170,179,189
6,0.23888688109866282,0.22426868905742145,0.018861876650485776,0.023209685310189188,0.07,10,19,29,38,48,57,66,76,85,95,103,114,123,132,142,151,160,170,179,189
7,0.2420190338513432,0.22318526543878656,0.012255321350715498,0.011174862163252475,0.08,10,19,29,38,48,57,66,76,85,95,103,114,123,132,142,151,160,170,179,188
8,0.24105529454282618,0.2221018418201517,0.005119337054412254,0.0055894087830994366,0.09,10,19,29,38,48,57,66,76,85,95,103,114,123,132,142,151,160,170,179,188
9,0.2408143597156969,0.22318526543878656,0.0016611086454596524,0.0034093561527283045,0.1,10,19,29,38,48,57,66,76,85,94,103,114,123,132,142,151,160,170,179,188
10,0.24105529454282618,0.22318526543878656,0.0001069942091583842,0.0025140965756739186,0.1,10,19,29,38,48,57,66,76,85,94,103,114,123,132,142,151,160,170,179,188
11,0.2420190338513432,0.22535211267605634,0.0006155899238882157,0.004849501101542364,0.11,10,19,29,38,48,57,66,76,85,94,103,114,123,132,142,151,160,170,179,188
12,0.24189856643777857,0.22318526543878656,0.00019298244405241416,0.001617227089157236,0.12,10,19,29,38,48,57,66,76,85,94,103,114,123,131,142,151,160,170,179,188
13,0.2420190338513432,0.2221018418201517,0.00023459984838292147,0.0,0.12,10,19,29,37,48,57,66,76,85,94,103,114,123,131,142,151,160,169,179,188
14,0.2420190338513432,0.2221018418201517,0.00020528088719329318,0.0,0.13,10,19,29,37,48,57,66,76,85,94,103,114,123,131,142,151,160,169,179,188
15,0.2420190338513432,0.2221018418201517,0.0001759602063465815,0.0,0.14,10,19,29,37,48,57,66,76,85,94,103,114,123,131,142,151,160,169,179,188
16,0.2420190338513432,0.2221018418201517,0.0001759602063465815,0.0,0.14,10,19,29,37,48,57,66,76,85,94,103,114,123,131,142,151,160,169,179,188
17,0.2420190338513432,0.2221018418201517,0.0001759602063465815,0.0,0.15,10,19,29,37,48,57,65,76,85,94,103,114,123,131,142,151,160,169,179,188
18,0.2420190338513432,0.2221018418201517,0.00014663780569201812,0.0,0.16,10,19,29,37,48,57,65,76,86,94,103,114,124,131,142,151,160,169,179,188
19,0.2420190338513432,0.2221018418201517,0.00014663780569201812,0.0,0.16,10,19,29,37,48,57,65,76,86,94,103,114,124,131,142,151,160,169,179,188
20,0.2420190338513432,0.2221018418201517,0.00011731368507783557,0.0,0.17,10,19,29,37,48,57,65,76,86,94,103,114,124,131,142,151,160,169,179,188
21,0.2420190338513432,0.2221018418201517,0.00011731368507783557,0.0,0.18,10,19,29,37,48,57,65,76,85,94,103,114,124,131,142,151,160,169,179,188
22,0.2420190338513432,0.2221018418201517,0.00011731368507783557,0.0,0.18,10,19,29,37,48,57,65,76,85,94,103,114,124,131,142,151,160,169,179,188
23,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.19,10,19,29,37,48,57,65,77,85,94,103,114,124,131,142,151,160,169,179,188
24,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.19,10,19,29,37,48,57,65,77,85,94,103,114,124,131,142,151,160,169,179,188
25,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.2,10,19,29,37,48,57,65,77,85,94,103,114,124,131,142,151,159,169,179,188
26,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.21,10,19,29,37,48,57,65,77,85,94,104,114,124,131,142,151,159,169,179,188
27,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.21,10,19,29,37,48,57,65,77,85,94,104,114,124,131,142,151,159,169,179,188
28,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.22,10,19,29,37,48,57,65,77,85,94,104,114,124,131,142,151,159,169,179,188
29,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.22,10,19,29,37,48,57,65,77,85,94,104,114,124,131,142,151,159,169,179,188
30,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.23,10,20,29,37,48,57,65,77,85,94,104,114,124,131,142,151,159,169,179,188
31,0.2420190338513432,0.2221018418201517,8.79878443529325e-05,0.0,0.24,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
32,0.2420190338513432,0.2221018418201517,5.866028336587448e-05,0.0,0.24,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
33,0.2420190338513432,0.2221018418201517,5.866028336587448e-05,0.0,0.25,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
34,0.2420190338513432,0.2221018418201517,5.866028336587448e-05,0.0,0.25,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
35,0.2420190338513432,0.2221018418201517,5.866028336587448e-05,0.0,0.26,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
36,0.2420190338513432,0.2221018418201517,5.6631028174769504e-05,0.0,0.27,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
37,0.2420190338513432,0.2221018418201517,5.6631028174769504e-05,0.0,0.27,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
38,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.28,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
39,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.29,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
40,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.29,10,20,29,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
41,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.3,10,20,28,37,48,58,65,77,85,94,104,114,124,131,142,151,159,169,179,188
42,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.3,10,20,28,37,48,58,65,77,85,94,104,114,123,131,142,151,159,169,179,188
43,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.31,10,20,28,37,48,58,65,77,85,94,104,114,123,131,142,151,159,169,179,188
44,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.32,10,20,28,37,48,58,65,77,85,94,104,114,123,131,142,151,159,169,179,188
45,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.32,10,20,28,37,48,58,65,77,85,94,105,114,123,131,142,151,159,169,179,188
46,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.33,10,20,28,37,48,58,65,77,85,94,105,114,123,131,142,151,159,169,179,188
47,0.2420190338513432,0.2221018418201517,5.4601764747475023e-05,0.0,0.33,10,20,28,37,48,58,65,77,85,94,105,114,123,130,142,151,159,169,179,188
48,0.24189856643777857,0.2221018418201517,-8.096264721557667e-05,0.0,0.34,10,20,28,37,48,58,65,77,85,94,105,114,123,130,142,151,159,169,179,188
49,0.24189856643777857,0.2221018418201517,-1.4836108477078724e-05,0.00016444812566840383,0.35,10,20,28,37,48,58,65,77,85,94,105,114,123,130,142,151,159,169,179,188
50,0.24057342488856764,0.2210184182015168,-0.0009680005114109935,-0.0002411538003577185,0.35,10,20,28,37,48,58,65,77,85,94,105,114,123,130,142,151,158,169,179,188
51,0.23852547885796893,0.21776814734561215,-0.001097492844250425,-0.0027672153447282355,0.36,10,20,28,37,48,58,65,77,85,94,105,113,123,130,142,151,158,169,179,188
52,0.23539332610528851,0.21451787648970747,-0.000514913482001722,-0.0018399690992982887,0.36,10,20,28,37,48,58,65,77,85,93,105,113,123,130,142,151,158,169,179,188
53,0.22587640043368268,0.20910075839653305,-0.004681802638100585,-0.0018824607002874139,0.37,10,20,28,37,48,58,65,77,85,93,105,113,123,130,142,151,158,169,179,188
54,0.20310805926996747,0.18851570964247022,-0.01972713168597595,-0.017731958155817296,0.38,10,20,28,37,48,58,65,77,85,93,105,113,123,130,142,151,158,169,179,188
55,0.17154559691603422,0.1570964247020585,-0.04396110156136679,-0.045560371751433903,0.38,10,20,28,37,48,58,65,77,85,93,105,113,123,130,142,151,158,169,179,188
56,0.13636911215516204,0.12351029252437704,-0.07301449688870187,-0.0757823732974503,0.39,10,20,28,37,48,58,65,77,85,93,105,113,123,130,142,151,158,169,179,188
57,0.11637152150343331,0.11700975081256772,-0.0847365038766501,-0.07197721080292308,0.4,10,20,28,37,48,58,65,77,86,93,105,113,123,130,142,151,158,169,179,188
58,0.10685459583182749,0.10509209100758396,-0.08439918544801306,-0.07542070444190552,0.4,10,20,28,37,48,58,65,77,86,93,105,113,123,130,142,151,158,169,180,188
59,0.10685459583182749,0.10617551462621885,-0.07565876472686828,-0.06608696139140458,0.41,10,20,28,37,48,58,65,77,86,93,105,113,123,130,142,151,158,169,180,188
60,0.10601132393687508,0.1094257854821235,-0.07028424565450675,-0.0578516314517008,0.41,10,20,28,37,48,58,65,77,86,93,105,113,123,130,142,151,158,169,180,188
61,0.10444524756053487,0.10617551462621885,-0.06770072477429201,-0.05737360047878437,0.42,10,20,28,37,48,58,65,77,86,93,105,113,122,130,142,151,158,169,180,188
62,0.10396337790627636,0.10834236186348863,-0.0642316497252362,-0.05242091904593016,0.43,10,20,28,37,48,58,65,77,86,93,105,113,122,130,142,151,158,169,180,188
63,0.1033610408384532,0.11267605633802817,-0.06213282665354103,-0.045253861608470114,0.43,10,20,28,37,48,58,65,77,85,93,106,113,122,130,142,151,158,169,180,188
64,0.10396337790627636,0.1094257854821235,-0.05908703278037608,-0.04734624686640676,0.44,10,20,28,37,48,58,65,77,85,93,106,113,122,130,142,151,158,169,180,188
65,0.1033610408384532,0.11159263271939328,-0.0580497817673129,-0.04338499756682279,0.45,10,20,28,37,48,58,65,77,85,93,106,113,122,130,142,151,158,169,180,188
66,0.1021563667028069,0.10617551462621885,-0.05805657935835673,-0.04817207379704014,0.45,10,20,28,37,48,58,65,77,85,93,106,113,122,130,142,151,158,169,180,188
67,0.10203589928924225,0.10509209100758396,-0.05676536856204861,-0.04865589031448758,0.46,10,20,28,37,48,58,65,77,85,93,106,113,122,130,142,151,158,169,180,188
68,0.10131309480785447,0.10509209100758396,-0.056427353515003276,-0.04771341170132937,0.46,10,20,28,37,48,58,65,77,85,93,106,113,122,130,142,151,158,169,180,188
69,0.10083122515359595,0.10617551462621885,-0.05585109192966775,-0.045818374595187006,0.47,10,20,28,37,48,58,65,77,85,93,106,113,122,130,142,151,158,169,180,188
70,0.09962655101794965,0.10617551462621885,-0.05614584715047144,-0.04566183710209648,0.48,10,20,28,37,48,58,65,77,85,93,106,112,122,130,142,151,158,169,180,188
71,0.09902421395012649,0.10617551462621885,-0.055997075881547564,-0.04550534646287696,0.48,10,20,28,37,48,58,65,77,85,93,106,112,122,130,142,151,158,169,180,188
72,0.09781953981448019,0.10509209100758396,-0.05605032129204757,-0.04583352766719795,0.49,10,20,28,37,48,58,65,77,85,94,106,112,122,130,142,151,157,169,180,188
73,0.0974581375737863,0.10617551462621885,-0.05555456359194677,-0.04363110575078122,0.5,10,20,28,37,48,58,65,77,85,94,106,112,122,130,142,151,157,169,180,188
74,0.09685580050596314,0.10725893824485373,-0.05540670960340344,-0.04189915434533331,0.5,10,20,28,37,48,58,65,77,85,93,106,112,121,130,142,151,157,169,180,188
75,0.09673533309239851,0.10725893824485373,-0.05487090118910576,-0.040966520261531025,0.51,10,20,28,37,48,58,65,77,85,93,106,112,121,130,142,151,157,169,180,188
76,0.09649439826526925,0.10617551462621885,-0.054432799413694166,-0.041608246689382566,0.52,10,20,28,37,48,58,65,77,85,93,106,112,121,130,142,151,157,169,180,188
77,0.09637393085170462,0.10617551462621885,-0.053920085432356046,-0.041608246689382566,0.52,10,20,28,37,48,58,65,77,85,93,106,112,121,130,142,151,157,169,180,188
78,0.09637393085170462,0.10617551462621885,-0.05359373636809561,-0.04145296690491618,0.53,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
79,0.09625346343813998,0.10617551462621885,-0.05347322824985823,-0.041297733410823545,0.53,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
80,0.09625346343813998,0.10617551462621885,-0.05332105627865191,-0.041297733410823545,0.54,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
81,0.09625346343813998,0.10617551462621885,-0.05329932101426982,-0.041297733410823545,0.55,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
82,0.09625346343813998,0.10617551462621885,-0.053408006307243294,-0.041297733410823545,0.55,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
83,0.09625346343813998,0.10617551462621885,-0.0536036963674571,-0.04145296690491618,0.56,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
84,0.09625346343813998,0.10617551462621885,-0.053886488179919256,-0.04145296690491618,0.57,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
85,0.09613299602457535,0.10617551462621885,-0.054353499373946734,-0.041608246689382566,0.57,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
86,0.09649439826526925,0.10617551462621885,-0.054563540191020055,-0.04176357278493126,0.58,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
87,0.09673533309239851,0.10617551462621885,-0.05495815381732383,-0.042385340692555395,0.58,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
88,0.09673533309239851,0.10617551462621885,-0.055700384341312636,-0.0426965030521953,0.59,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
89,0.0970967353330924,0.10509209100758396,-0.05617406583861273,-0.04458401497277564,0.6,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,157,169,180,188
90,0.09721720274665703,0.10617551462621885,-0.05706209243996363,-0.04456738538188665,0.6,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
91,0.09938561619082038,0.10725893824485373,-0.05594600212433787,-0.0443943682086394,0.61,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
92,0.10167449704854836,0.10725893824485373,-0.05503635394170647,-0.0450200402040708,0.62,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
93,0.10287917118419468,0.1094257854821235,-0.05564099418483015,-0.04357765355751675,0.62,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
94,0.1033610408384532,0.1094257854821235,-0.05751952388196657,-0.0449876935663589,0.63,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
95,0.10480664980122877,0.11159263271939328,-0.05924297891505703,-0.04605714159350738,0.64,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
96,0.10613179135043971,0.1105092091007584,-0.06223697341047196,-0.050180577459830955,0.64,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
97,0.10504758462835803,0.11267605633802817,-0.06973742604935995,-0.05239146656568794,0.65,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
98,0.10950487893024936,0.10834236186348863,-0.07361153793206299,-0.06512792685166868,0.65,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
99,0.11492591254065775,0.11375947995666305,-0.08127038259603392,-0.07259104779547565,0.66,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
100,0.13721238405011443,0.1267605633802817,-0.07227341487155314,-0.06877201652712084,0.67,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
101,0.18576075171666065,0.1733477789815818,-0.03319406645844092,-0.030471566699442842,0.67,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
102,0.22563546560655343,0.20910075839653305,-0.0042099453145239,-0.0015578037345669316,0.68,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
103,0.2361161305866763,0.2134344528710726,-0.0008444022683804508,-0.005025894379727225,0.69,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
104,0.23985062040717986,0.2199349945828819,-0.0014572369832361876,-0.0016323097861719038,0.69,10,20,28,37,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
105,0.24189856643777857,0.2221018418201517,-6.549277174983104e-05,0.00016444812566840383,0.7,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
106,0.2420190338513432,0.2221018418201517,0.0,0.0,0.7,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
107,0.2420190338513432,0.2221018418201517,0.0,0.0,0.71,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
108,0.2420190338513432,0.2221018418201517,0.0,0.0,0.72,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
109,0.2420190338513432,0.2221018418201517,0.0,0.0,0.72,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
110,0.2420190338513432,0.2221018418201517,0.0,0.0,0.73,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
111,0.2420190338513432,0.2221018418201517,0.0,0.0,0.73,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
112,0.2420190338513432,0.2221018418201517,0.0,0.0,0.74,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
113,0.2420190338513432,0.2221018418201517,0.0,0.0,0.75,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
114,0.2420190338513432,0.2221018418201517,0.0,0.0,0.75,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
115,0.2420190338513432,0.2221018418201517,0.0,0.0,0.76,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
116,0.2420190338513432,0.2221018418201517,0.0,0.0,0.76,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
117,0.2420190338513432,0.2221018418201517,0.0,0.0,0.77,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
118,0.2420190338513432,0.2221018418201517,0.0,0.0,0.78,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
119,0.2420190338513432,0.2221018418201517,0.0,0.0,0.78,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
120,0.2420190338513432,0.2221018418201517,0.0,0.0,0.79,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
121,0.2420190338513432,0.2221018418201517,0.0,0.0,0.8,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
122,0.2420190338513432,0.2221018418201517,0.0,0.0,0.8,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
123,0.2420190338513432,0.2221018418201517,0.0,0.0,0.81,10,20,28,36,48,58,65,77,85,93,106,112,121,131,142,151,156,169,180,188
124,0.2420190338513432,0.2221018418201517,0.0,0.0,0.81,10,20,28,36,48,58,65,77,85,93,106,111,121,131,142,151,156,169,180,188
125,0.2420190338513432,0.2221018418201517,0.0,0.0,0.82,10,20,28,36,48,58,65,77,85,93,106,111,122,131,142,151,156,169,180,188
126,0.2420190338513432,0.2221018418201517,0.0,0.0,0.83,10,20,28,36,48,58,65,77,85,93,106,111,122,131,142,150,157,169,180,188
127,0.2420190338513432,0.2221018418201517,0.0,0.0,0.83,10,20,28,36,48,58,65,77,85,93,106,111,122,131,142,150,157,169,180,188
128,0.2420190338513432,0.2221018418201517,0.0,0.0,0.84,10,20,28,36,48,59,65,77,85,93,106,111,122,131,142,150,157,169,180,188
129,0.2420190338513432,0.2221018418201517,0.0,0.0,0.84,10,20,28,36,48,59,65,77,85,93,106,111,122,131,142,150,157,169,180,188
130,0.2420190338513432,0.2221018418201517,0.0,0.0,0.85,10,20,28,36,48,59,65,77,85,93,106,111,122,131,142,150,157,169,180,188
131,0.2420190338513432,0.2221018418201517,0.0,0.0,0.86,10,20,28,36,48,59,65,77,85,93,106,111,121,131,142,150,157,169,180,188
132,0.2420190338513432,0.2221018418201517,0.0,0.0,0.86,10,20,28,36,48,59,66,77,85,93,106,111,121,131,142,150,157,169,180,188
133,0.2420190338513432,0.2221018418201517,0.0,0.0,0.87,10,20,28,36,48,59,66,77,85,93,106,111,121,131,142,150,157,169,180,188
134,0.2420190338513432,0.2221018418201517,0.0,0.0,0.88,10,20,28,36,48,59,66,77,85,93,106,111,121,131,142,150,157,169,180,188
135,0.2420190338513432,0.2221018418201517,0.0,0.0,0.88,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,150,157,169,180,188
136,0.2420190338513432,0.2221018418201517,0.0,0.0,0.89,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,150,157,169,180,188
137,0.2420190338513432,0.2221018418201517,0.0,0.0,0.89,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,150,157,169,180,188
138,0.2420190338513432,0.2221018418201517,0.000518476132550072,0.0008683984380888354,0.9,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,150,157,169,181,188
139,0.2420190338513432,0.2221018418201517,0.004809279106587683,0.003464567876358182,0.91,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,150,157,169,181,188
140,0.2420190338513432,0.2221018418201517,0.012350055783522107,0.011385165272859044,0.91,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,150,157,169,181,188
141,0.2420190338513432,0.2221018418201517,0.022080505465032818,0.01897177031367958,0.92,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,149,157,169,181,188
142,0.2420190338513432,0.2221018418201517,0.028074940545529614,0.025205560050010956,0.93,10,20,28,36,48,59,66,77,85,93,106,110,121,131,142,149,157,169,181,188
143,0.2420190338513432,0.2221018418201517,0.03208172946059473,0.02829284028093415,0.93,10,20,28,37,48,59,66,77,85,93,106,110,121,131,142,149,157,169,181,188
144,0.2420190338513432,0.2221018418201517,0.03384344457814492,0.030952708215744806,0.94,10,20,28,37,48,59,66,77,85,93,106,110,121,131,142,149,157,169,181,188
145,0.2420190338513432,0.2221018418201517,0.03486179536034206,0.03136062674481488,0.94,10,20,28,37,48,59,66,77,85,93,106,110,121,132,142,149,157,169,181,188
146,0.24225996867847246,0.2221018418201517,0.03562599037888359,0.03136062674481488,0.95,10,20,28,37,48,59,66,77,85,93,106,110,120,132,142,149,157,169,181,188
147,0.242741838332731,0.22318526543878656,0.03672131193541306,0.033320089628718574,0.96,10,20,28,37,48,59,67,77,85,93,106,110,120,132,142,149,157,169,181,188
148,0.24370557764124803,0.22318526543878656,0.038470672934463046,0.033565720761241535,0.96,10,20,28,37,48,59,67,77,85,93,106,110,120,132,142,149,157,169,181,188
149,0.24454884953620046,0.22426868905742145,0.039705186177086405,0.03491783480509758,0.97,10,20,28,37,48,59,67,77,85,93,106,110,120,132,142,149,157,169,181,188
150,0.2455125888447175,0.22426868905742145,0.04121214644981641,0.035162996585167305,0.98,10,20,28,37,48,59,67,77,85,93,106,110,120,132,142,149,157,169,181,188
151,0.24804240452957474,0.22535211267605634,0.04460078591712735,0.0367172675521823,0.98,10,20,28,37,48,59,67,77,85,93,106,110,120,132,141,149,157,169,181,188
152,0.2552704493434526,0.23401950162513543,0.053396262695099006,0.04686502679483007,0.99,10,20,28,37,48,59,67,77,85,93,106,110,120,132,141,149,157,169,181,188
153,0.2770750511986508,0.25568797399783316,0.07936441080953549,0.07151287082320545,0.99,10,20,28,37,48,59,67,77,85,93,106,110,120,132,141,149,157,169,181,188
154,0.34995783640525235,0.3401950162513543,0.16755007222389617,0.17077830213034007,1.0,10,20,28,37,48,59,67,77,85,93,106,110,119,132,141,149,157,169,181,188
