epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.11983618233618233,0.11698717948717949,0.0,0.0,0.01,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.11983618233618233,0.11698717948717949,0.0,0.0,0.01,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.11983618233618233,0.11698717948717949,0.0,0.0,0.02,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
3,0.11983618233618233,0.11698717948717949,0.0,0.0,0.02,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
4,0.11983618233618233,0.11698717948717949,0.0,0.0,0.03,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
5,0.11983618233618233,0.11698717948717949,0.0,0.0,0.03,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
6,0.11983618233618233,0.11698717948717949,0.0,0.0,0.04,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
7,0.11983618233618233,0.11698717948717949,0.0,0.0,0.04,8,16,25,32,41,49,57,65,73,81,89,98,105,113,122
8,0.11983618233618233,0.11698717948717949,0.0,0.0,0.05,8,16,25,32,41,49,57,65,73,81,89,98,105,113,122
9,0.11983618233618233,0.11698717948717949,0.0,0.0,0.05,8,16,25,32,41,49,57,65,73,81,89,98,105,113,122
10,0.11983618233618233,0.11698717948717949,0.0,0.0,0.06,8,16,25,32,41,49,56,65,73,81,90,98,105,113,122
11,0.11983618233618233,0.11698717948717949,0.0,0.0,0.06,8,16,25,32,41,49,56,65,73,81,90,98,105,113,122
12,0.11983618233618233,0.11698717948717949,0.0,0.0,0.07,8,17,25,32,41,49,56,64,73,81,90,98,105,113,122
13,0.11983618233618233,0.11698717948717949,0.0,0.0,0.07,8,17,25,32,41,49,56,64,73,81,90,98,105,113,122
14,0.11983618233618233,0.11698717948717949,0.0,0.0,0.08,8,17,25,32,41,49,56,64,73,81,90,98,105,113,122
15,0.11983618233618233,0.11698717948717949,0.0,0.0,0.08,8,17,25,32,41,49,56,64,73,81,90,98,105,113,122
16,0.11983618233618233,0.11698717948717949,0.0,0.0,0.09,8,17,25,32,41,49,56,64,73,81,90,98,105,113,122
17,0.1201923076923077,0.11698717948717949,0.00030204949807333126,0.0,0.09,8,17,25,32,41,49,56,64,74,81,90,98,105,113,122
18,0.12126068376068376,0.1201923076923077,0.0012085700068213967,0.0027247956403270157,0.1,8,17,25,32,41,49,56,64,74,81,90,98,105,113,122
19,0.13176638176638178,0.1346153846153846,0.009846710666382874,0.014598540145985384,0.1,8,17,25,32,41,49,56,64,74,81,90,98,105,113,122
20,0.20655270655270655,0.20512820512820512,0.07141975074093787,0.07116104868913853,0.11,8,17,25,32,41,49,56,64,74,81,90,98,105,113,122
21,0.28774928774928776,0.2724358974358974,0.12763279056849275,0.11111111111111116,0.11,8,17,25,32,41,49,57,64,74,80,90,98,105,113,122
22,0.35202991452991456,0.32051282051282054,0.1671226784803721,0.13777325876970004,0.12,8,17,25,32,41,49,57,64,74,80,90,98,105,113,122
23,0.3839031339031339,0.36217948717948717,0.18203034231928472,0.1625460284061021,0.12,8,17,25,32,41,49,57,64,74,80,90,98,105,113,122
24,0.395477207977208,0.3782051282051282,0.1765164006363168,0.16648764769065516,0.13,8,17,25,32,41,49,57,64,74,80,90,98,105,113,122
25,0.40064102564102566,0.40064102564102566,0.16712351943617965,0.17937465715852985,0.13,8,17,25,32,41,49,57,64,74,80,90,98,105,113,121
26,0.4058048433048433,0.3974358974358974,0.1621164109920774,0.15883668903803128,0.14,8,17,25,32,41,50,57,64,74,80,90,98,105,113,121
27,0.4047364672364672,0.3974358974358974,0.1488030333956616,0.14739229024943312,0.14,8,17,25,32,41,50,57,64,74,80,90,98,105,113,121
28,0.4107905982905983,0.3958333333333333,0.14587384684992166,0.13214396387622296,0.15,8,17,25,32,41,50,57,64,74,80,90,98,105,113,121
29,0.41773504273504275,0.40224358974358976,0.1453912475329907,0.1284263503190437,0.16,8,17,25,32,41,50,57,64,74,80,90,98,105,113,121
30,0.42485754985754987,0.41346153846153844,0.14778616403141276,0.13404313404313406,0.16,8,17,25,32,41,50,57,64,74,80,90,98,105,113,121
