epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5
0,0.01655982905982906,0.016025641025641024,-0.0007405898404133637,0.0,0.01,22,43,65,86,108
1,0.01655982905982906,0.016025641025641024,-0.003227959119935342,-0.002160550338730305,0.01,22,43,65,86,108
2,0.015491452991452992,0.014423076923076924,-0.007896625987078076,-0.007524403114777423,0.02,22,43,65,86,108
3,0.013532763532763533,0.014423076923076924,-0.015593505114128936,-0.013805893261899849,0.02,22,43,65,86,108
4,0.012464387464387465,0.011217948717948718,-0.02780983301058848,-0.029620358781810685,0.03,22,43,65,86,108
5,0.00819088319088319,0.01282051282051282,-0.0451305841903733,-0.04076029567053863,0.03,22,43,65,86,108
6,0.005876068376068376,0.009615384615384616,-0.06309605644307026,-0.05937036426569975,0.04,22,44,65,86,108
7,0.00836894586894587,0.01282051282051282,-0.07734558726014162,-0.0726316846934334,0.04,22,44,65,86,108
8,0.012464387464387465,0.019230769230769232,-0.08539627025817698,-0.08025051058220534,0.05,22,44,65,86,108
9,0.019586894586894586,0.028846153846153848,-0.09034723962282265,-0.08266956795602232,0.05,22,44,65,86,108
10,0.02866809116809117,0.035256410256410256,-0.09111424059356632,-0.0869067046283114,0.06,22,44,65,86,108
11,0.04309116809116809,0.05448717948717949,-0.08814041548696161,-0.08186258088403808,0.06,22,44,65,86,108
12,0.06570512820512821,0.07051282051282051,-0.08018773549140534,-0.08000358091372961,0.07,22,44,65,86,108
13,0.10772792022792023,0.11538461538461539,-0.055742539327491736,-0.05689370554699802,0.07,21,44,65,86,108
14,0.1574074074074074,0.16185897435897437,-0.021711096284450004,-0.028171765224788148,0.08,21,44,65,86,108
15,0.19195156695156695,0.20192307692307693,0.0004245333192761658,-0.0021219372190368624,0.08,21,44,65,86,108
16,0.19426638176638178,0.20512820512820512,0.0,0.0,0.09,21,44,65,86,108
17,0.19426638176638178,0.20512820512820512,0.0,0.0,0.09,21,44,65,86,108
18,0.19426638176638178,0.20512820512820512,0.0,0.0,0.1,21,44,66,86,108
19,0.19426638176638178,0.20512820512820512,0.0,0.0,0.1,21,44,66,86,108
20,0.19426638176638178,0.20512820512820512,0.0,0.0,0.11,21,44,66,86,108
21,0.19408831908831908,0.20512820512820512,-0.00040397119745194665,-0.0001421831577586019,0.11,21,44,66,86,108
22,0.19373219373219372,0.20673076923076922,-0.0020834336562924882,0.0011641443538997764,0.12,21,44,66,86,108
23,0.18732193732193733,0.20192307692307693,-0.015187236585331165,-0.008620689655172376,0.12,21,44,66,86,108
24,0.16773504273504272,0.1955128205128205,-0.049939431611119245,-0.02412805523951511,0.13,21,44,66,86,108
25,0.16292735042735043,0.18269230769230768,-0.09560647164699598,-0.07930650893995717,0.13,21,44,66,86,108
26,0.19462250712250712,0.22115384615384615,-0.12982482515763993,-0.10151244388266556,0.14,21,44,66,86,108
27,0.31463675213675213,0.3189102564102564,-0.03791623756237761,-0.048503154998181364,0.14,21,44,66,86,108
28,0.3474002849002849,0.34935897435897434,-0.017767808207121094,-0.027114686040477398,0.15,21,44,66,86,108
29,0.3523860398860399,0.3573717948717949,-0.02127914896004257,-0.023494764397905765,0.15,21,44,66,86,108
30,0.353988603988604,0.3605769230769231,-0.022731102436055917,-0.022152886115444748,0.16,21,44,66,86,108
31,0.35648148148148145,0.3605769230769231,-0.02016635926971455,-0.026062014737154415,0.16,21,44,66,86,108
32,0.35915242165242167,0.3685897435897436,-0.01711923946071492,-0.01481004507405026,0.17,21,44,66,85,108
33,0.36146723646723644,0.3685897435897436,-0.014213407797371014,-0.016807834833244994,0.17,21,44,66,85,108
34,0.36324786324786323,0.3701923076923077,-0.011954913450683557,-0.01536932759191778,0.18,21,44,66,85,108
35,0.3646723646723647,0.3701923076923077,-0.01043540842029489,-0.015655285522588214,0.18,21,44,66,85,108
36,0.36645299145299143,0.375,-0.008106228861492593,-0.009608204311246205,0.19,21,44,66,85,108
37,0.3676994301994302,0.375,-0.0065377660314369646,-0.009608204311246205,0.19,21,44,66,85,108
38,0.3676994301994302,0.3766025641025641,-0.0071279252031963836,-0.007303631896952378,0.2,21,44,66,85,108
39,0.3680555555555556,0.3798076923076923,-0.007041800210935589,-0.0029737677138537144,0.2,21,44,66,85,108
40,0.3676994301994302,0.3798076923076923,-0.007959692966375442,-0.0029737677138537144,0.21,21,44,66,85,108
41,0.3684116809116809,0.3814102564102564,-0.007174517776116884,-0.0009474891537426533,0.21,21,44,66,85,108
42,0.36876780626780625,0.3814102564102564,-0.006934996270408833,-0.0015135135135135869,0.22,21,44,66,85,108
43,0.369480056980057,0.3798076923076923,-0.0060832700007196205,-0.004392094230385446,0.23,21,44,66,85,108
44,0.370014245014245,0.3798076923076923,-0.00544962850894426,-0.0046762410344312055,0.23,21,44,66,85,108
45,0.370014245014245,0.3798076923076923,-0.005646567510098732,-0.004960548656656849,0.24,21,44,66,85,108
46,0.37037037037037035,0.3798076923076923,-0.005253107104623345,-0.0060993900609940255,0.24,21,44,66,85,108
47,0.37054843304843305,0.3814102564102564,-0.004990691999493313,-0.0037840270716296143,0.25,21,44,66,85,108
48,0.37072649572649574,0.3814102564102564,-0.004553326560369886,-0.0034996500349966375,0.25,21,44,66,85,108
49,0.3716168091168091,0.3798076923076923,-0.00287013392878821,-0.00581443779884383,0.26,21,44,67,85,108
50,0.3766025641025641,0.38461538461538464,0.006211325793156086,0.0028298431933948542,0.26,21,44,67,85,108
51,0.38425925925925924,0.38782051282051283,0.020099731190201697,0.00942502368722875,0.27,21,44,67,85,108
52,0.39316239316239315,0.40865384615384615,0.03673451803377825,0.04744253777034957,0.27,21,44,67,85,108
53,0.40527065527065526,0.41025641025641024,0.06091347940291192,0.05613100522837122,0.28,21,44,67,85,108
54,0.37250712250712253,0.358974358974359,0.024550870047425954,-0.0002244093226042576,0.28,21,44,67,85,108
55,0.3176638176638177,0.3125,-0.03724788053656436,-0.03959611650485417,0.29,21,44,67,85,108
56,0.30252849002849,0.3189102564102564,-0.0468046907477877,-0.01278584849456954,0.3,21,44,67,85,108
57,0.31054131054131057,0.32371794871794873,-0.02802612704583818,0.005724124390207086,0.3,21,44,67,85,108
58,0.3108974358974359,0.32371794871794873,-0.02321020649111416,0.012065550153070315,0.31,21,44,67,85,108
59,0.3087606837606838,0.3189102564102564,-0.022573979009602008,0.00984184351618167,0.31,21,44,67,85,108
60,0.3068019943019943,0.3125,-0.021905894732197506,0.004566345882108025,0.32,21,44,67,85,108
61,0.3053774928774929,0.3076923076923077,-0.020825705181390486,0.0011412648772028966,0.32,21,45,67,85,108
62,0.3043091168091168,0.30288461538461536,-0.019210100410838704,-0.002259736807124879,0.33,22,45,67,85,108
63,0.30128205128205127,0.2916666666666667,-0.020505803965421787,-0.01355284433338233,0.33,22,45,67,85,108
64,0.3003917378917379,0.27884615384615385,-0.01850034231172315,-0.026000789231376498,0.34,22,45,67,85,108
65,0.29967948717948717,0.28044871794871795,-0.016329853713510145,-0.017903853978957107,0.34,22,45,67,85,108
66,0.29665242165242167,0.27724358974358976,-0.017581995965672004,-0.01766109785202863,0.35,22,45,67,85,108
67,0.2930911680911681,0.2724358974358974,-0.018695493409040864,-0.019916187842917044,0.35,22,45,67,85,108
68,0.291488603988604,0.27403846153846156,-0.01712808567265456,-0.011479117167148445,0.36,22,45,67,84,108
69,0.29433760683760685,0.2724358974358974,-0.010092387915784595,-0.010760667903525034,0.36,22,45,66,84,108
70,0.2952279202279202,0.2724358974358974,-0.0069315157330558375,-0.008070370212220679,0.37,22,45,66,84,108
71,0.29772079772079774,0.27403846153846156,-0.0017307944007105558,-0.003906638444163502,0.37,22,45,66,84,108
72,0.29772079772079774,0.27403846153846156,-0.0009716194917535059,-0.003906638444163502,0.38,22,45,66,84,108
73,0.2978988603988604,0.27403846153846156,-0.00015419724076393138,-0.002937795376165342,0.38,22,45,66,84,108
74,0.29772079772079774,0.27403846153846156,-0.00015533234257802953,-0.002937795376165342,0.39,22,45,66,84,108
75,0.2978988603988604,0.27403846153846156,0.00019532048949877368,-0.002937795376165342,0.39,22,45,66,84,108
76,0.29772079772079774,0.27564102564102566,0.0,0.0,0.4,22,45,66,84,108
77,0.29772079772079774,0.27564102564102566,0.0,0.0,0.4,22,45,66,84,108
78,0.29772079772079774,0.27564102564102566,0.0,0.0,0.41,22,45,66,84,108
79,0.29772079772079774,0.27564102564102566,0.0,0.0,0.41,22,45,66,84,108
80,0.29772079772079774,0.27564102564102566,0.0,0.0,0.42,22,45,66,84,108
81,0.29772079772079774,0.27564102564102566,0.0,0.0,0.42,22,45,66,84,108
82,0.29772079772079774,0.27564102564102566,0.0,0.0,0.43,22,45,66,84,108
83,0.29772079772079774,0.27564102564102566,0.0,0.0,0.43,22,45,66,84,108
84,0.29772079772079774,0.27564102564102566,0.0,0.0,0.44,22,45,66,84,108
85,0.29772079772079774,0.27564102564102566,0.0,0.0,0.44,22,45,66,84,109
86,0.29772079772079774,0.27564102564102566,0.0,0.0,0.45,22,45,66,84,109
87,0.29772079772079774,0.27564102564102566,0.0,0.0,0.45,22,45,66,84,109
88,0.29772079772079774,0.27564102564102566,0.0,0.0,0.46,22,45,66,84,109
89,0.29772079772079774,0.27564102564102566,0.0,0.0,0.46,22,45,66,84,109
90,0.29772079772079774,0.27564102564102566,0.0,0.0,0.47,22,45,66,84,109
91,0.29772079772079774,0.27564102564102566,0.0,0.0,0.47,22,45,66,83,109
92,0.29772079772079774,0.27564102564102566,0.0,0.0,0.48,22,45,66,83,109
93,0.29772079772079774,0.27564102564102566,0.0,0.0,0.48,22,45,66,83,109
94,0.29772079772079774,0.27564102564102566,0.0,0.0,0.49,22,45,66,83,109
95,0.29772079772079774,0.27564102564102566,-3.882856214598718e-05,0.0,0.49,22,45,65,83,109
96,0.2980769230769231,0.27884615384615385,0.00031302488791695726,0.00394449331706348,0.5,22,45,65,83,109
97,0.29772079772079774,0.27564102564102566,-0.0007188168356209168,-0.0009653057747998073,0.5,22,46,65,83,109
98,0.29736467236467234,0.27724358974358976,-0.0026872573903198305,0.00028418779129268934,0.51,22,46,65,83,109
99,0.2968304843304843,0.27724358974358976,-0.0062098714224956275,-0.0038380869490775016,0.51,22,46,65,83,109
100,0.2948717948717949,0.28044871794871795,-0.01369974406991381,-0.00401353133421245,0.52,22,46,65,83,109
101,0.29611823361823364,0.2916666666666667,-0.01679047208929929,0.004360758945331722,0.53,22,46,65,83,109
102,0.30502136752136755,0.2932692307692308,-0.009076661336914205,-0.0010039722379848737,0.53,22,46,65,83,109
103,0.31054131054131057,0.30288461538461536,-0.00626094003226485,0.0029971791255291036,0.54,22,46,65,83,109
104,0.3176638176638177,0.3108974358974359,-0.0010846997054592133,0.0070166089350740535,0.54,22,46,65,83,109
105,0.3231837606837607,0.3317307692307692,0.001139780898904319,0.02897317630200158,0.55,22,46,65,83,109
106,0.3269230769230769,0.3333333333333333,0.001595961775553767,0.024618991793669442,0.55,23,46,65,83,109
107,0.3311965811965812,0.34294871794871795,0.0032382229769422066,0.03250692038905434,0.56,23,46,65,83,109
108,0.33386752136752135,0.35096153846153844,0.002740659244890531,0.039613291581795496,0.56,23,46,65,83,109
109,0.33475783475783477,0.3541666666666667,0.00042152956538243913,0.038142011291136924,0.57,23,46,65,82,109
110,0.3344017094017094,0.3541666666666667,-0.004042166636518685,0.03311237907752873,0.57,23,46,65,82,109
111,0.33742877492877493,0.36378205128205127,-0.003086088486046412,0.042500888978216134,0.58,23,46,65,82,109
112,0.33956552706552706,0.36217948717948717,-0.0038293451790829547,0.03501655243157564,0.58,23,46,65,82,109
113,0.3456196581196581,0.36538461538461536,0.0017733096582498442,0.03527758257203106,0.59,23,46,65,82,109
114,0.3525641025641026,0.36378205128205127,0.008821103546614917,0.0276787816940105,0.59,23,47,64,82,109
115,0.3555911680911681,0.3717948717948718,0.011763937061137875,0.0360655737704918,0.6,23,47,64,82,110
116,0.35861823361823364,0.3701923076923077,0.014654967580130518,0.03100995732574685,0.6,23,47,64,82,110
117,0.36164529914529914,0.36378205128205127,0.017350124780099785,0.018774656590142214,0.61,23,47,64,82,110
118,0.36342592592592593,0.3685897435897436,0.017823702553975362,0.02408662930090033,0.61,23,47,64,82,110
119,0.364494301994302,0.3766025641025641,0.017094370004375192,0.03071541520916199,0.62,23,47,64,82,110
120,0.3716168091168091,0.38621794871794873,0.02537705611986174,0.042024082476871505,0.62,23,47,64,82,110
121,0.3782051282051282,0.3814102564102564,0.03228048968963815,0.029760082496817608,0.63,23,47,64,82,110
122,0.38675213675213677,0.3798076923076923,0.04277957571212854,0.02457466918714557,0.63,23,47,64,82,110
123,0.3924501424501424,0.3717948717948718,0.048677348286170874,0.00788474642266146,0.64,23,47,64,82,110
124,0.39797008547008544,0.3814102564102564,0.054919756982869994,0.01928338762214965,0.64,23,47,64,82,110
125,0.40028490028490027,0.391025641025641,0.05661528830142748,0.030770740001961894,0.65,23,47,64,82,110
126,0.4033119658119658,0.3958333333333333,0.059723439253255406,0.036279618523252455,0.65,23,47,64,81,110
127,0.4077635327635328,0.3958333333333333,0.06553374962741554,0.034935429349698954,0.66,23,47,64,81,110
128,0.41257122507122507,0.40064102564102566,0.07170177065855154,0.04020530367835751,0.66,23,47,64,81,110
129,0.4154202279202279,0.40865384615384615,0.07482861024437604,0.051179350244770716,0.67,23,47,64,81,110
130,0.4168447293447293,0.41185897435897434,0.0760264212918429,0.05420184031850395,0.67,23,46,64,81,110
