epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.26673789173789175,0.28525641025641024,0.08618837299190463,0.11011632591720966,0.01,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.29576210826210825,0.2980769230769231,0.075859683891494,0.09054548237572502,0.01,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.3162393162393162,0.3157051282051282,0.06343562240370881,0.08045278851463278,0.02,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
3,0.32425213675213677,0.32371794871794873,0.05724345387576102,0.07566588506199012,0.02,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
4,0.32532051282051283,0.32211538461538464,0.053257003127331726,0.06687218066377254,0.03,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
5,0.32336182336182334,0.3141025641025641,0.0468299798698395,0.05203863232209238,0.03,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
6,0.31855413105413105,0.3076923076923077,0.036327550936589015,0.04109618278250282,0.04,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
7,0.3141025641025641,0.30128205128205127,0.026922251685120302,0.02992961512953818,0.04,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
8,0.3089387464387464,0.2900641025641026,0.016782240122123593,0.012019514287246014,0.05,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
9,0.30324074074074076,0.28365384615384615,0.006557008871247105,0.0014606065813214109,0.05,8,16,25,32,41,49,57,65,73,81,89,97,105,113,122
10,0.30074786324786323,0.28525641025641024,0.002182581048681187,0.002784137938447895,0.06,8,16,25,32,41,49,56,65,73,81,89,97,105,113,122
11,0.30074786324786323,0.28525641025641024,0.0018815505671128108,0.0024195369543943412,0.07,8,16,24,32,41,49,56,65,73,81,90,97,105,113,121
12,0.29985754985754987,0.28525641025641024,0.0003091139728750303,0.0024195369543943412,0.07,8,17,24,32,41,49,56,64,73,81,90,97,105,113,121
13,0.29967948717948717,0.28365384615384615,0.0,0.0,0.08,8,17,24,32,41,49,56,64,73,81,90,97,105,113,121
14,0.29967948717948717,0.28365384615384615,0.0,0.0,0.08,8,17,24,32,41,49,56,64,73,81,90,97,105,113,121
15,0.29967948717948717,0.28365384615384615,0.0,0.0,0.09,8,17,24,32,41,49,56,64,73,81,90,97,105,113,121
16,0.29967948717948717,0.28365384615384615,0.0,0.0,0.09,8,17,24,32,41,49,56,64,73,81,90,97,105,113,121
17,0.29967948717948717,0.28365384615384615,0.0,0.0,0.1,8,17,24,32,41,49,56,64,73,81,90,97,105,113,121
18,0.29967948717948717,0.28365384615384615,0.0,0.0,0.1,8,17,24,32,41,49,56,64,74,81,90,97,105,113,121
19,0.29967948717948717,0.28365384615384615,0.0,0.0,0.11,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
20,0.29967948717948717,0.28365384615384615,0.0,0.0,0.11,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
21,0.29967948717948717,0.28365384615384615,0.0,0.0,0.12,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
22,0.29967948717948717,0.28365384615384615,0.0,0.0,0.12,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
23,0.29967948717948717,0.28365384615384615,0.0,0.0,0.13,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
24,0.29967948717948717,0.28365384615384615,0.0,0.0,0.13,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
25,0.29967948717948717,0.28365384615384615,0.0,0.0,0.14,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
26,0.29967948717948717,0.28365384615384615,0.0,0.0,0.14,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
27,0.29967948717948717,0.28365384615384615,0.0,0.0,0.15,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
28,0.29967948717948717,0.28365384615384615,0.0,0.0,0.15,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
29,0.29967948717948717,0.28365384615384615,0.0,0.0,0.16,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
30,0.29967948717948717,0.28365384615384615,0.0,0.0,0.16,8,17,24,32,41,49,56,64,74,80,90,97,105,113,121
31,0.29967948717948717,0.28365384615384615,0.0,0.0,0.17,9,17,24,32,41,49,56,64,74,80,90,97,105,113,121
32,0.29967948717948717,0.28365384615384615,0.0,0.0,0.17,9,17,24,32,41,49,56,64,74,80,90,96,105,113,121
33,0.29967948717948717,0.28365384615384615,0.0,0.0,0.18,9,17,24,32,42,49,56,64,74,80,90,96,105,113,121
34,0.29967948717948717,0.28365384615384615,0.0,0.0,0.19,9,17,24,32,42,49,56,64,74,80,90,96,105,113,121
35,0.29967948717948717,0.28365384615384615,0.0,0.0,0.19,9,17,24,32,42,49,56,64,74,80,90,96,105,113,121
36,0.29967948717948717,0.28365384615384615,0.0,0.0,0.2,9,17,24,32,42,49,56,64,74,80,90,96,105,113,121
37,0.29967948717948717,0.28365384615384615,0.0,0.0,0.2,9,17,24,32,42,49,56,64,74,80,90,96,105,113,121
38,0.29967948717948717,0.28365384615384615,0.0,0.0,0.21,9,17,24,32,42,49,56,64,74,80,90,96,105,113,121
39,0.29967948717948717,0.28365384615384615,0.0,0.0,0.21,9,17,24,32,42,49,56,64,74,80,90,96,104,113,121
40,0.29967948717948717,0.28365384615384615,0.0,0.0,0.22,9,17,24,32,42,49,56,64,74,80,90,96,104,113,121
41,0.29967948717948717,0.28365384615384615,0.0,0.0,0.22,9,17,24,32,42,49,56,64,74,80,90,96,104,113,121
42,0.29967948717948717,0.28365384615384615,0.0,0.0,0.23,9,17,24,32,42,49,56,64,74,80,90,96,104,113,121
43,0.29967948717948717,0.28365384615384615,0.0,0.0,0.23,9,17,24,32,42,49,56,64,74,80,90,96,104,113,121
44,0.29967948717948717,0.28365384615384615,0.0,0.0,0.24,9,17,24,32,42,49,56,64,74,80,90,96,104,113,121
45,0.29967948717948717,0.28365384615384615,0.0,0.0,0.24,9,17,24,32,42,49,56,64,74,80,90,96,104,113,121
46,0.29967948717948717,0.28365384615384615,0.0,0.0,0.25,9,17,24,32,42,48,56,64,74,80,90,96,104,113,121
47,0.29967948717948717,0.28365384615384615,0.0,0.0,0.25,9,17,24,32,42,48,56,64,74,80,90,96,104,113,121
48,0.29967948717948717,0.28365384615384615,0.0,0.0,0.26,9,17,24,32,42,48,56,64,73,80,90,96,104,113,121
49,0.29967948717948717,0.28365384615384615,0.0,0.0,0.26,9,17,24,32,42,48,56,64,73,80,90,96,104,113,121
50,0.29967948717948717,0.28365384615384615,0.0,0.0,0.27,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
51,0.29967948717948717,0.28365384615384615,0.0,0.0,0.27,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
52,0.29967948717948717,0.28365384615384615,0.0,0.0,0.28,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
53,0.29967948717948717,0.28365384615384615,0.0,0.0,0.28,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
54,0.29967948717948717,0.28365384615384615,0.0,0.0,0.29,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
55,0.29967948717948717,0.28365384615384615,0.0,0.0,0.29,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
56,0.29967948717948717,0.28365384615384615,0.0,0.0,0.3,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
57,0.29967948717948717,0.28365384615384615,0.0,0.0,0.3,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
58,0.29967948717948717,0.28365384615384615,0.0,0.0,0.31,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
59,0.29967948717948717,0.28365384615384615,0.0,0.0,0.31,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
60,0.29967948717948717,0.28365384615384615,0.0,0.0,0.32,9,17,24,32,42,48,57,64,73,80,90,96,104,113,121
