epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.2120839418088382,0.2147845446765307,0.15,202,400,597,796,994,1192,1390,1586,1785,1983,2179,2379,2577,2772,2972,3168,3367,3565,3763,3960
1,0,0,0.20812704582182578,0.21089663816201296,0.16,202,401,597,797,995,1193,1389,1585,1786,1984,2178,2380,2578,2772,2973,3168,3367,3566,3763,3961
2,0,0,0.20421344483131232,0.20705624195616906,0.18,202,401,597,797,995,1193,1389,1584,1787,1985,2178,2380,2578,2771,2974,3167,3367,3566,3764,3961
3,0,0,0.20040357967984757,0.20331703791697678,0.19,202,401,597,798,996,1194,1388,1583,1789,1986,2177,2380,2579,2770,2975,3166,3366,3567,3764,3961
4,0,0,0.19679834712841962,0.1997793761448462,0.2,202,401,597,799,997,1195,1388,1582,1790,1987,2177,2379,2580,2769,2976,3166,3365,3567,3764,3961
5,0,0,0.1937815363659932,0.1968260390087939,0.22,202,402,598,799,997,1196,1387,1581,1790,1988,2176,2379,2581,2768,2976,3166,3365,3568,3765,3962
6,0,0,0.19102910897184477,0.1941359751583935,0.23,202,402,598,800,998,1196,1387,1580,1791,1989,2175,2379,2582,2767,2977,3166,3364,3568,3765,3962
7,0,0,0.18877083530755107,0.19194182572665508,0.24,203,402,599,801,999,1197,1386,1579,1792,1990,2174,2379,2583,2766,2978,3166,3363,3568,3766,3962
8,0,0,0.18699468629728153,0.19022352356088942,0.26,203,402,599,801,999,1198,1386,1579,1793,1990,2174,2379,2584,2765,2979,3165,3363,3569,3766,3962
9,0,0,0.18531556015961703,0.18859567979395753,0.27,203,402,600,802,1000,1199,1386,1579,1794,1991,2173,2379,2584,2765,2979,3165,3362,3569,3766,3962
10,0,0,0.1836261822076217,0.18695384193215991,0.28,203,402,600,802,1000,1199,1386,1579,1795,1991,2172,2379,2585,2764,2980,3164,3362,3569,3767,3962
11,0,0,0.1819106729989098,0.18528720353370517,0.3,203,402,601,803,1001,1200,1386,1579,1795,1992,2172,2379,2585,2763,2980,3164,3361,3569,3767,3962
12,0,0,0.1801644711963525,0.18359111215847268,0.31,203,402,601,804,1001,1200,1386,1579,1796,1992,2171,2380,2585,2762,2980,3163,3360,3569,3767,3963
13,0,0,0.17838655016648042,0.1818634635176631,0.32,204,403,602,804,1002,1201,1386,1579,1797,1992,2171,2380,2585,2761,2981,3162,3360,3569,3768,3963
14,0,0,0.17657748133473947,0.18010521103721805,0.34,204,403,602,805,1002,1201,1386,1579,1798,1992,2170,2380,2585,2760,2981,3162,3359,3569,3768,3963
15,0,0,0.17474032128050782,0.17831993061204443,0.35,204,403,603,806,1003,1202,1387,1580,1798,1992,2169,2380,2585,2759,2981,3161,3358,3569,3768,3963
16,0,0,0.17288163025975103,0.1765142680853223,0.36,204,403,603,806,1003,1202,1387,1580,1799,1992,2169,2380,2585,2758,2981,3160,3358,3569,3769,3963
