epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.2754456079664679,0.28015479790076675,0.16,164,323,484,644,804,964,1122,1281,1441,1603,1763,1920,2082,2242,2400,2561,2721,2879,3039,3199,3360,3518,3678,3838,3998
1,0,0,0.27091573262579227,0.2756771193638301,0.17,164,323,484,644,803,964,1121,1281,1440,1604,1763,1920,2083,2242,2400,2562,2721,2878,3038,3198,3359,3518,3678,3838,3998
2,0,0,0.2664526778678026,0.2712672346326745,0.19,164,323,485,645,803,965,1120,1280,1439,1605,1763,1919,2084,2242,2400,2563,2721,2877,3038,3197,3359,3517,3677,3837,3998
3,0,0,0.2620301458054572,0.2668988313687932,0.2,165,323,485,645,802,966,1119,1280,1438,1606,1763,1918,2085,2242,2401,2563,2721,2876,3038,3197,3359,3517,3677,3837,3997
4,0,0,0.2576129748135188,0.26253562810348824,0.22,165,322,486,646,802,966,1119,1280,1438,1607,1763,1918,2086,2242,2401,2563,2721,2875,3039,3196,3358,3516,3677,3837,3997
5,0,0,0.25318740911300863,0.2581622900824787,0.23,165,322,486,647,802,967,1118,1279,1437,1608,1763,1918,2087,2242,2401,2562,2720,2875,3039,3196,3358,3516,3676,3836,3997
6,0,0,0.24875363712670928,0.25378365124403857,0.24,165,322,486,647,802,968,1117,1279,1436,1609,1762,1917,2088,2241,2402,2562,2720,2874,3039,3195,3357,3515,3676,3836,3997
7,0,0,0.24431670896154753,0.2494059523277289,0.26,165,321,487,648,802,969,1117,1279,1436,1610,1762,1917,2089,2241,2401,2562,2721,2873,3039,3195,3357,3515,3675,3836,3997
8,0,0,0.2398694996881549,0.24502377800969044,0.27,165,321,487,648,801,969,1116,1279,1435,1610,1763,1917,2090,2242,2401,2563,2721,2872,3039,3195,3356,3514,3675,3835,3997
9,0,0,0.2353548390014001,0.24058572151334184,0.28,166,321,488,649,801,970,1115,1280,1434,1611,1763,1916,2090,2242,2401,2563,2721,2871,3039,3194,3355,3514,3675,3835,3996
10,0,0,0.23069167266643772,0.2359905117050047,0.3,166,321,488,649,801,971,1115,1280,1433,1612,1763,1916,2091,2242,2400,2563,2721,2870,3039,3194,3355,3513,3674,3835,3996
11,0,0,0.22584083325318474,0.23120472471252596,0.31,166,320,489,650,801,971,1114,1281,1433,1613,1763,1916,2092,2242,2400,2563,2721,2869,3038,3194,3354,3513,3674,3835,3996
12,0,0,0.22079408509781925,0.22623067430817695,0.32,166,320,489,650,801,972,1114,1281,1432,1614,1763,1915,2093,2241,2400,2563,2721,2868,3038,3194,3354,3512,3674,3834,3996
13,0,0,0.21557691494045741,0.22110124143977009,0.34,166,320,490,651,801,973,1114,1282,1431,1615,1763,1915,2094,2242,2400,2563,2721,2867,3038,3194,3353,3512,3673,3834,3996
14,0,0,0.21024475432099102,0.21587697316688817,0.35,166,320,490,651,801,974,1114,1283,1430,1616,1763,1914,2095,2242,2400,2563,2721,2867,3039,3194,3352,3511,3673,3834,3995
15,0,0,0.2048666363085984,0.21063354456461536,0.36,166,320,491,652,801,974,1114,1283,1430,1617,1763,1913,2096,2241,2400,2564,2720,2866,3039,3194,3352,3511,3673,3834,3995
16,0,0,0.19950629034140244,0.20541119549031273,0.38,167,320,491,652,801,975,1114,1284,1429,1617,1763,1913,2097,2242,2401,2564,2721,2865,3039,3194,3351,3510,3673,3834,3995
17,0,0,0.19423059263206816,0.20026741590202843,0.39,167,320,492,653,802,976,1114,1285,1429,1618,1763,1912,2098,2242,2401,2565,2721,2864,3039,3195,3350,3510,3672,3834,3995
18,0,0,0.18911334173862518,0.19526633670759905,0.4,167,320,492,653,802,977,1115,1286,1428,1619,1763,1911,2099,2242,2401,2565,2721,2863,3039,3195,3350,3510,3672,3834,3995
19,0,0,0.1842239096212609,0.19051117742905466,0.42,167,320,493,654,803,977,1115,1287,1428,1619,1764,1910,2100,2242,2401,2566,2721,2862,3039,3195,3349,3509,3672,3834,3994
20,0,0,0.1796186978847954,0.1860516157903838,0.43,167,320,493,654,803,978,1116,1288,1427,1620,1764,1909,2101,2242,2401,2567,2721,2862,3038,3196,3348,3509,3671,3834,3994
21,0,0,0.17534418871955057,0.18191813732430273,0.44,167,320,494,655,804,979,1116,1289,1426,1621,1764,1908,2102,2241,2401,2567,2721,2861,3038,3196,3348,3509,3671,3834,3994
22,0,0,0.17143233689291104,0.17813814850849016,0.45,168,320,494,655,805,980,1117,1290,1426,1621,1764,1907,2103,2241,2400,2568,2721,2860,3038,3196,3347,3508,3671,3834,3994
23,0,0,0.16791871900424366,0.17474929102288583,0.47,168,321,495,656,805,981,1117,1291,1426,1622,1764,1906,2104,2242,2400,2568,2721,2860,3037,3197,3346,3508,3671,3835,3994
