epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.16727968753709976,0.16531751493480304,0.15,164,324,484,644,804,964,1123,1283,1443,1603,1761,1920,2080,2240,2400,2561,2721,2879,3039,3199,3359,3518,3678,3838,3998
1,0,0,0.1644998692385899,0.16249125668038863,0.16,164,324,484,644,804,964,1124,1284,1444,1604,1760,1920,2079,2239,2399,2562,2721,2878,3038,3198,3358,3518,3678,3838,3998
2,0,0,0.16128507413804072,0.15921468291549104,0.18,164,325,485,645,805,965,1125,1285,1445,1605,1759,1919,2078,2238,2399,2563,2721,2877,3037,3197,3357,3517,3677,3837,3998
3,0,0,0.15787591769441778,0.15575090807287223,0.19,165,325,485,645,806,966,1126,1286,1445,1606,1758,1918,2077,2237,2398,2564,2720,2876,3036,3196,3357,3517,3677,3837,3997
4,0,0,0.1544905786635474,0.15231407928078508,0.2,165,325,486,646,806,966,1127,1286,1446,1607,1756,1917,2076,2237,2398,2565,2720,2876,3036,3196,3356,3516,3676,3837,3997
5,0,0,0.15119972810263507,0.14898412843472783,0.22,165,325,486,647,807,967,1127,1287,1447,1608,1756,1917,2075,2237,2397,2566,2719,2875,3035,3195,3355,3516,3676,3836,3997
6,0,0,0.14804099481424643,0.14579961946181688,0.23,165,325,486,647,808,968,1128,1288,1448,1608,1755,1916,2075,2237,2396,2567,2718,2874,3034,3194,3355,3515,3676,3836,3997
7,0,0,0.1450451593841046,0.14277802784816304,0.25,165,326,487,648,808,968,1129,1289,1449,1609,1754,1915,2075,2237,2395,2568,2718,2874,3033,3193,3354,3514,3675,3836,3997
8,0,0,0.14224879232809098,0.13994846259652935,0.26,165,326,487,648,809,969,1130,1289,1450,1610,1753,1914,2076,2237,2394,2569,2717,2873,3032,3193,3353,3514,3675,3835,3997
9,0,0,0.1397121257538402,0.1373751211413161,0.27,166,326,488,649,809,970,1131,1290,1451,1611,1753,1914,2076,2237,2393,2570,2716,2873,3031,3192,3353,3513,3674,3835,3996
10,0.015694434812032143,0.022169504317877786,0.1374877691247732,0.1351202983117622,0.29,166,326,488,649,810,971,1131,1291,1452,1612,1752,1913,2077,2237,2393,2571,2715,2872,3031,3191,3352,3513,3674,3835,3996
11,0.04248524313370372,0.04955787982784332,0.1356037998769823,0.13321455238077085,0.3,166,326,489,650,811,971,1132,1291,1453,1612,1751,1912,2078,2237,2392,2572,2714,2872,3030,3191,3351,3512,3673,3834,3996
12,0.06400849228032779,0.07144354934039654,0.13407107375812266,0.13167185992952313,0.32,166,327,489,650,811,972,1133,1292,1454,1613,1751,1911,2079,2238,2391,2573,2713,2872,3029,3190,3351,3511,3673,3834,3996
13,0.08046677804320379,0.08813259542171592,0.1328870970534121,0.13048322191894887,0.33,166,327,489,651,812,973,1134,1293,1455,1614,1750,1911,2080,2238,2391,2574,2712,2872,3028,3190,3350,3511,3672,3834,3996
14,0.09207765023765646,0.099839589477001,0.1320454522118175,0.12964291754198187,0.34,166,327,490,651,813,973,1134,1293,1455,1614,1750,1910,2081,2238,2390,2575,2711,2872,3027,3189,3349,3510,3672,3833,3995
15,0.09914814353209467,0.10686928138959251,0.1315303014760473,0.12913570068118693,0.36,167,328,490,652,813,974,1135,1294,1456,1615,1749,1909,2082,2238,2389,2576,2710,2872,3027,3189,3349,3510,3671,3833,3995
16,0.1021484289476805,0.1097170582289142,0.1313110853710896,0.12892967069156855,0.37,167,328,491,652,814,975,1135,1295,1457,1615,1749,1909,2083,2238,2388,2577,2709,2871,3026,3188,3348,3509,3671,3833,3995
17,0.1017343399488041,0.10904605064183881,0.13134136681229108,0.1289782395339031,0.38,167,328,491,653,815,975,1136,1295,1458,1616,1749,1908,2084,2238,2388,2578,2708,2871,3025,3188,3347,3508,3670,3832,3995
18,0.0987301035445255,0.10570986338772115,0.13156081562141927,0.12921949819973227,0.4,167,328,491,653,815,976,1137,1296,1458,1616,1748,1908,2085,2238,2387,2579,2707,2870,3024,3187,3347,3508,3670,3832,3995
19,0.09409040367680332,0.10065473644640277,0.1318990132651935,0.12958419862250797,0.41,167,329,492,654,816,977,1137,1296,1459,1617,1748,1907,2086,2239,2387,2579,2706,2870,3023,3186,3346,3507,3669,3832,3994
20,0.08877544573612661,0.09492137818895563,0.13228537633413753,0.1299965940886691,0.42,167,329,492,654,816,978,1137,1297,1459,1617,1748,1907,2087,2239,2386,2580,2705,2869,3022,3185,3345,3507,3669,3831,3994
21,0.08358030719945608,0.08934046670377538,0.1326619374726325,0.13039677256313814,0.44,167,330,492,654,817,978,1138,1297,1460,1617,1748,1907,2087,2239,2386,2581,2704,2868,3022,3185,3345,3506,3668,3831,3994
22,0.0790589928356844,0.08453003615263177,0.1329887917091858,0.1307407168558391,0.45,168,330,493,655,818,979,1138,1298,1460,1618,1748,1907,2088,2239,2385,2581,2703,2867,3021,3184,3344,3505,3668,3831,3994
23,0.07628332577476271,0.08160778323662721,0.1331890462331822,0.1309492315121605,0.46,168,330,493,655,818,980,1139,1298,1460,1618,1748,1907,2089,2239,2385,2582,2703,2866,3020,3183,3343,3505,3667,3830,3994
24,0.07564834142271804,0.08094873685997672,0.13323482516572727,0.13099619843658092,0.48,168,331,493,656,819,980,1139,1298,1460,1618,1749,1907,2090,2239,2385,2582,2701,2866,3019,3182,3343,3504,3667,3830,3993
25,0.07681415116589418,0.08219985193426438,0.13315076386171373,0.13090700023060045,0.49,168,331,493,656,819,981,1139,1299,1460,1619,1749,1907,2090,2239,2385,2583,2700,2865,3018,3181,3342,3504,3666,3830,3993
26,0.07932914413871017,0.08489091741790378,0.13296927987653182,0.13071494173899467,0.5,168,331,493,657,820,982,1140,1299,1460,1619,1749,1907,2091,2239,2384,2583,2699,2864,3017,3180,3342,3503,3666,3829,3993
27,0.08275634480495053,0.08855278737471661,0.13272156126468437,0.13045315535080437,0.51,168,332,493,657,820,983,1140,1299,1460,1619,1749,1908,2091,2239,2384,2582,2698,2862,3016,3179,3341,3502,3665,3829,3993
28,0.08672084242667555,0.09277494985409318,0.13243441902094563,0.13015065505148332,0.53,169,332,493,657,821,983,1140,1300,1460,1620,1750,1908,2092,2239,2384,2582,2697,2861,3015,3178,3340,3502,3665,3828,3993
29,0.09087408773239669,0.09720074421206848,0.13213295151522703,0.12983280309029982,0.54,169,332,493,658,822,984,1140,1300,1460,1620,1750,1908,2092,2239,2383,2582,2696,2860,3014,3177,3340,3501,3665,3828,3992
30,0.0949042367797015,0.10149877756475478,0.13183975920612734,0.12952337507967415,0.55,169,333,494,658,822,985,1140,1300,1460,1620,1750,1909,2093,2239,2383,2581,2695,2859,3013,3176,3339,3501,3664,3828,3992
31,0.09856574190096634,0.10541005516318513,0.1315728140251664,0.12924116150170273,0.57,169,333,494,658,823,985,1141,1300,1460,1621,1751,1909,2093,2239,2383,2581,2694,2858,3012,3176,3338,3500,3664,3827,3992
32,0.10167298976833439,0.10876350097473653,0.13134584815613742,0.12899869436150374,0.58,169,334,494,659,823,986,1141,1300,1459,1621,1751,1910,2093,2239,2383,2581,2693,2857,3011,3175,3338,3500,3663,3827,3992
33,0.10413410079765928,0.11144748247249447,0.13116580044810985,0.12880430380710342,0.59,169,334,494,659,824,987,1141,1301,1459,1621,1751,1910,2094,2239,2382,2580,2692,2856,3011,3174,3337,3499,3663,3827,3992
34,0.10592924493208877,0.1134244629148069,0.13103431423915743,0.12866094396884953,0.6,170,334,494,660,824,987,1141,1301,1459,1621,1752,1910,2094,2239,2382,2580,2691,2855,3010,3173,3336,3498,3662,3826,3991
35,0.1071034646353457,0.11473618616469983,0.13094825004021557,0.12856571415660514,0.62,170,335,494,660,825,988,1141,1301,1459,1622,1752,1911,2095,2239,2382,2580,2690,2854,3009,3172,3336,3498,3662,3826,3991
36,0.10775642081948633,0.11549939662488717,0.13090035522795593,0.12851027880508678,0.63,170,335,494,660,825,989,1142,1301,1459,1622,1753,1911,2095,2239,2382,2580,2689,2853,3008,3171,3335,3497,3661,3825,3991
37,0.10801192296692996,0.11583663430151436,0.13088161364944265,0.1284857886328363,0.64,170,335,494,661,826,990,1142,1302,1458,1622,1753,1912,2096,2239,2381,2580,2688,2852,3007,3170,3334,3497,3661,3825,3991
38,0.10801226180346946,0.11588849903933918,0.1308815923021512,0.12848201938452042,0.66,170,336,494,661,826,990,1142,1302,1458,1622,1754,1912,2096,2239,2381,2580,2687,2851,3006,3169,3334,3496,3660,3825,3990
39,0.1079113905967185,0.11581752537767476,0.13088899248791597,0.12848718032734058,0.67,170,336,494,662,827,991,1142,1302,1458,1623,1754,1912,2097,2239,2381,2580,2686,2850,3005,3169,3333,3496,3660,3824,3990
