epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.11716524216524217,0.11858974358974358,0.0,0.0,0.01,4,8,13,17,21,25,29,34,38,42,46,50,54,59,63,67,71,75,80,84,88,92,96,100,105,109,113,117,121,126
1,0.11716524216524217,0.11858974358974358,0.0,0.0,0.01,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,80,84,88,92,96,100,105,109,113,117,121,126
2,0.11716524216524217,0.11858974358974358,0.0,0.0,0.02,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,75,80,84,88,92,96,101,105,109,113,117,121,125
3,0.11716524216524217,0.11858974358974358,0.0,0.0,0.02,4,9,13,17,21,25,29,33,38,42,46,50,55,59,63,67,71,75,80,84,88,92,96,101,105,109,113,117,121,125
4,0.11716524216524217,0.11858974358974358,0.0,0.0,0.03,4,9,13,17,21,25,29,33,38,42,46,50,55,58,63,67,71,75,80,84,88,92,96,101,105,109,113,117,121,125
5,0.11716524216524217,0.11858974358974358,0.0,0.0,0.03,4,9,13,17,21,25,29,33,38,42,46,50,55,58,63,67,71,75,80,84,88,92,96,101,104,109,113,117,121,125
6,0.11716524216524217,0.11858974358974358,0.0,0.0,0.04,4,9,13,17,21,25,29,33,38,42,46,50,55,58,63,67,71,75,80,84,88,92,96,101,104,109,113,117,121,125
7,0.11716524216524217,0.11858974358974358,0.0,0.0,0.04,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
8,0.11716524216524217,0.11858974358974358,0.0,0.0,0.05,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
9,0.11716524216524217,0.11858974358974358,0.0,0.0,0.05,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
10,0.11716524216524217,0.11858974358974358,-0.00010373101198069001,0.0,0.06,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
11,0.15064102564102563,0.16666666666666666,0.02620221948212087,0.03968178804811051,0.06,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
12,0.20673076923076922,0.20512820512820512,0.059557508698403594,0.0533077214833666,0.07,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
13,0.29095441595441596,0.28846153846153844,0.11116255133401254,0.10579213385232089,0.08,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
14,0.3696581196581197,0.3541666666666667,0.16440738888909434,0.14820510388651398,0.08,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
15,0.4079415954415954,0.41346153846153844,0.17050160638352874,0.17639506956415119,0.09,4,9,13,17,21,25,29,33,38,42,46,51,55,58,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
16,0.42396723646723644,0.42467948717948717,0.15376255515661097,0.14990892531876143,0.09,4,9,13,17,21,25,29,33,38,42,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,109,113,117,121,125
17,0.42165242165242167,0.4230769230769231,0.11778539408182731,0.11809737674798404,0.1,4,9,13,17,21,25,29,33,38,42,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
18,0.39476495726495725,0.3942307692307692,0.04695224971541545,0.027083213027660702,0.1,4,9,13,17,21,25,29,33,38,42,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
19,0.375,0.38461538461538464,0.0017226626563037195,0.0,0.11,4,9,13,17,21,25,29,33,38,42,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
20,0.37428774928774927,0.38461538461538464,0.0,0.0,0.11,4,9,13,17,21,25,29,33,38,43,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
21,0.37428774928774927,0.38461538461538464,0.0,0.0,0.12,4,9,13,17,21,25,29,33,38,43,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
22,0.37428774928774927,0.38461538461538464,0.0,0.0,0.12,4,9,13,17,21,25,29,33,38,43,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
23,0.37428774928774927,0.38461538461538464,0.0,0.0,0.13,4,9,13,17,21,25,29,33,38,43,46,51,55,59,63,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
24,0.37428774928774927,0.38461538461538464,0.0,0.0,0.13,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
25,0.37428774928774927,0.38461538461538464,0.0,0.0,0.14,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
26,0.37428774928774927,0.38461538461538464,0.0,0.0,0.14,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,75,80,83,88,92,96,101,104,108,113,117,121,125
27,0.37428774928774927,0.38461538461538464,0.0,0.0,0.15,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,80,83,88,92,96,101,104,108,113,117,121,125
28,0.37428774928774927,0.38461538461538464,0.0,0.0,0.15,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,81,83,88,92,96,101,104,108,113,117,121,125
29,0.37428774928774927,0.38461538461538464,0.0,0.0,0.16,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,81,83,88,92,95,101,104,108,113,117,121,125
30,0.37428774928774927,0.38461538461538464,0.0,0.0,0.16,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,81,83,88,92,95,101,104,108,112,117,121,125
31,0.37428774928774927,0.38301282051282054,0.0,-0.0023197209659384654,0.17,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,81,83,88,92,95,101,104,108,112,117,121,125
32,0.37393162393162394,0.38301282051282054,-0.0005255508301695855,-0.0023197209659384654,0.17,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,81,83,88,92,95,101,104,108,112,117,121,125
33,0.3735754985754986,0.38461538461538464,-0.0010510558591803054,0.0005672528279222488,0.18,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,81,83,88,92,95,100,104,108,112,117,121,125
34,0.37375356125356124,0.38782051282051283,-0.0005703079004106826,0.006336290268792122,0.19,4,9,13,17,21,25,29,33,38,43,46,51,55,59,64,67,71,74,81,83,88,92,95,100,104,108,112,117,121,125
35,0.37446581196581197,0.38782051282051283,0.0006765147274155892,0.006336290268792122,0.19,4,9,13,17,21,24,29,34,38,43,46,51,55,59,64,67,71,74,81,83,88,92,95,100,104,108,112,117,121,125
36,0.37589031339031337,0.38782051282051283,0.0032127572043969543,0.006336290268792122,0.2,4,9,13,17,21,24,29,34,38,43,46,50,54,59,64,67,71,74,81,83,88,92,95,100,104,108,112,117,121,125
37,0.37695868945868943,0.38782051282051283,0.00537391287974609,0.006617879944656568,0.2,4,9,13,17,21,24,29,34,38,43,46,50,54,59,64,67,71,74,81,84,89,92,95,100,104,108,112,117,121,125
38,0.3815883190883191,0.3894230769230769,0.013752093790487252,0.009499050094990413,0.21,4,9,13,17,21,24,29,34,38,43,46,50,54,59,64,67,71,74,81,84,89,92,95,100,104,108,112,117,121,125
