epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2
0,0,0,0.25499,0.25554,3.58,1390,2774
1,0,0,0.24228,0.24278,3.6,1390,2775
2,0,0,0.23025,0.23074,3.62,1391,2776
3,0,0,0.21894,0.21941,3.64,1392,2777
4,0,0,0.20822,0.20865,3.66,1392,2777
5,0,0,0.19812,0.19852,3.73,1393,2778
6,0,0,0.1891,0.18946,3.75,1394,2778
7,0,0,0.18101,0.18135,3.78,1395,2779
8,0,0,0.17357,0.17387,3.81,1395,2779
9,0,0,0.1669,0.16715,3.84,1396,2780
10,0,0,0.16145,0.16163,3.87,1397,2780
11,0,0,0.15698,0.15713,3.9,1397,2780
12,0,0,0.15292,0.15303,4.01,1398,2781
13,0,0,0.14923,0.1493,4.03,1399,2781
14,0,0,0.14593,0.14595,4.06,1399,2781
15,0,0,0.14303,0.143,4.08,1398,2781
16,0,0,0.14054,0.14046,4.11,1398,2781
17,0,0,0.13838,0.13826,4.13,1397,2782
18,0,0,0.13648,0.13631,4.15,1397,2782
19,0.02301,0.01986,0.13481,0.13458,4.17,1397,2782
20,0.03928,0.03717,0.13368,0.13339,4.19,1397,2782
21,0.04677,0.0455,0.13316,0.13281,4.22,1397,2782
22,0.04732,0.04678,0.13312,0.13272,4.24,1397,2782
23,0.04283,0.04285,0.13343,0.133,4.27,1397,2782
24,0.03577,0.03622,0.13392,0.13346,4.29,1397,2782
25,0.02842,0.02926,0.13443,0.13394,4.32,1397,2781
26,0.02242,0.02355,0.13485,0.13433,4.35,1397,2781
27,0.01864,0.01992,0.13511,0.13458,4.38,1397,2781
28,0.01723,0.0184,0.1352,0.13468,4.4,1397,2781
29,0.01783,0.01886,0.13516,0.13465,4.42,1397,2781
30,0.01999,0.02086,0.13501,0.13451,4.44,1397,2781
31,0.02316,0.02385,0.1348,0.13431,4.47,1397,2780
32,0.02688,0.02741,0.13454,0.13406,4.49,1397,2780
33,0.03033,0.03085,0.1343,0.13383,4.52,1397,2780
34,0.03195,0.03212,0.13419,0.13374,4.54,1397,2780
35,0.03205,0.032,0.13418,0.13375,4.56,1397,2779
36,0.03216,0.03212,0.13417,0.13374,4.59,1397,2779
37,0.03273,0.03266,0.13413,0.1337,4.61,1397,2779
38,0.03369,0.03363,0.13407,0.13363,4.64,1397,2779
39,0.0349,0.03488,0.13398,0.13355,4.66,1397,2778
40,0.03631,0.03635,0.13388,0.13345,4.68,1397,2778
41,0.03786,0.03797,0.13378,0.13333,4.71,1397,2778
42,0.03953,0.03971,0.13366,0.13321,4.73,1397,2778
43,0.0413,0.04159,0.13354,0.13308,4.75,1397,2777
44,0.04317,0.04357,0.13341,0.13295,4.78,1397,2777
45,0.04516,0.04566,0.13327,0.1328,4.8,1397,2777
46,0.04727,0.04788,0.13312,0.13265,4.82,1397,2776
47,0.0495,0.05018,0.13297,0.13248,4.85,1397,2776
48,0.05189,0.05258,0.1328,0.13232,4.87,1397,2776
49,0.05448,0.05513,0.13262,0.13214,4.89,1397,2775
50,0.05733,0.05791,0.13242,0.13194,4.92,1397,2775
51,0.06047,0.06099,0.1322,0.13173,4.94,1397,2775
52,0.06398,0.06438,0.13195,0.13149,4.97,1397,2774
53,0.0677,0.06812,0.13169,0.13123,4.99,1397,2774
54,0.07129,0.072,0.13143,0.13095,5.01,1397,2773
55,0.07442,0.07545,0.13121,0.13071,5.05,1397,2773
56,0.07695,0.07809,0.13103,0.13052,5.07,1397,2773
57,0.07903,0.08008,0.13088,0.13038,5.09,1397,2772
58,0.08082,0.08186,0.13076,0.13026,5.11,1397,2772
59,0.08251,0.0835,0.13064,0.13014,5.13,1397,2771
60,0.08416,0.08509,0.13052,0.13003,5.16,1397,2771
61,0.0858,0.08668,0.1304,0.12991,5.18,1397,2770
62,0.0874,0.08823,0.13029,0.1298,5.2,1397,2770
63,0.08897,0.08975,0.13018,0.1297,5.22,1397,2769
64,0.09049,0.09123,0.13007,0.12959,5.25,1397,2769
65,0.09192,0.09263,0.12996,0.12949,5.27,1397,2768
66,0.09328,0.09394,0.12987,0.1294,5.29,1397,2768
67,0.09454,0.09516,0.12978,0.12931,5.31,1397,2767
68,0.09572,0.0963,0.12969,0.12923,5.33,1397,2767
69,0.09681,0.09736,0.12961,0.12915,5.36,1397,2766
70,0.09786,0.09836,0.12954,0.12908,5.38,1397,2766
71,0.09885,0.09934,0.12947,0.12901,5.4,1397,2765
72,0.09983,0.1003,0.1294,0.12894,5.42,1397,2764
73,0.10079,0.10127,0.12933,0.12887,5.44,1397,2764
74,0.10177,0.10224,0.12926,0.1288,5.47,1397,2763
75,0.10275,0.10323,0.12919,0.12873,5.5,1396,2763
76,0.10373,0.10424,0.12912,0.12866,5.52,1396,2762
77,0.10472,0.10525,0.12905,0.12859,5.55,1396,2761
78,0.10569,0.10626,0.12898,0.12851,5.57,1396,2761
79,0.10663,0.10725,0.12891,0.12844,5.59,1396,2760
80,0.10755,0.10821,0.12884,0.12837,5.61,1396,2759
81,0.10842,0.10914,0.12878,0.12831,5.64,1396,2758
82,0.10926,0.11003,0.12872,0.12824,5.66,1396,2758
83,0.11006,0.11089,0.12866,0.12818,5.68,1396,2757
84,0.11084,0.11173,0.1286,0.12812,5.71,1396,2756
85,0.1116,0.11254,0.12855,0.12806,5.73,1396,2755
86,0.11234,0.11334,0.12849,0.128,5.75,1396,2754
87,0.11307,0.11413,0.12844,0.12795,5.78,1396,2754
88,0.11379,0.11491,0.12839,0.12789,5.8,1396,2753
89,0.11451,0.11568,0.12834,0.12784,5.82,1396,2752
90,0.11521,0.11643,0.12829,0.12778,5.84,1396,2751
91,0.1159,0.11716,0.12824,0.12773,5.87,1396,2750
92,0.11656,0.11788,0.12819,0.12768,5.89,1396,2749
93,0.1172,0.11857,0.12814,0.12763,5.91,1396,2748
94,0.11783,0.11925,0.1281,0.12758,5.93,1396,2747
95,0.11843,0.1199,0.12805,0.12753,5.96,1396,2746
96,0.11902,0.12053,0.12801,0.12748,5.98,1396,2745
97,0.1196,0.12117,0.12797,0.12744,6.0,1396,2743
98,0.12016,0.12179,0.12793,0.12739,6.04,1396,2742
99,0.12072,0.1224,0.12789,0.12735,6.06,1396,2741
100,0.12127,0.12303,0.12785,0.1273,6.09,1396,2740
101,0.12182,0.12363,0.12781,0.12726,6.12,1396,2738
102,0.12235,0.12424,0.12777,0.12722,6.15,1396,2737
103,0.12287,0.12483,0.12773,0.12717,6.17,1396,2735
104,0.12337,0.1254,0.12769,0.12713,6.19,1396,2734
105,0.12386,0.12596,0.12766,0.12709,6.22,1396,2733
106,0.12434,0.12651,0.12762,0.12705,6.24,1396,2731
107,0.1248,0.12702,0.12759,0.12701,6.26,1396,2730
108,0.12524,0.12753,0.12756,0.12698,6.28,1396,2728
109,0.12568,0.12802,0.12753,0.12694,6.3,1396,2727
110,0.1261,0.12849,0.1275,0.12691,6.33,1396,2725
111,0.1265,0.12895,0.12747,0.12687,6.35,1396,2724
112,0.1269,0.1294,0.12744,0.12684,6.37,1396,2723
113,0.12729,0.12983,0.12741,0.12681,6.39,1396,2721
114,0.12766,0.13023,0.12738,0.12678,6.42,1396,2720
115,0.12801,0.13064,0.12736,0.12675,6.44,1396,2719
116,0.12836,0.13103,0.12733,0.12672,6.46,1396,2718
117,0.12869,0.13141,0.12731,0.12669,6.48,1396,2717
118,0.12902,0.13179,0.12728,0.12667,6.5,1396,2716
119,0.12934,0.13217,0.12726,0.12664,6.53,1396,2715
120,0.12965,0.13254,0.12724,0.12661,6.55,1396,2714
121,0.12996,0.13291,0.12721,0.12658,6.57,1396,2713
122,0.13027,0.13327,0.12719,0.12656,6.59,1396,2712
123,0.13057,0.13363,0.12717,0.12653,6.61,1396,2711
124,0.13086,0.13398,0.12715,0.12651,6.63,1396,2710
125,0.13115,0.13432,0.12713,0.12648,6.65,1396,2709
126,0.13143,0.13467,0.12711,0.12646,6.68,1396,2709
127,0.13171,0.135,0.12708,0.12643,6.71,1396,2708
128,0.13199,0.13533,0.12706,0.12641,6.74,1396,2707
129,0.13226,0.13566,0.12704,0.12638,6.76,1396,2707
130,0.13253,0.13598,0.12702,0.12636,6.78,1396,2706
131,0.1328,0.1363,0.12701,0.12634,6.81,1396,2705
132,0.13306,0.13662,0.12699,0.12631,6.83,1396,2705
133,0.13332,0.13694,0.12697,0.12629,6.85,1396,2704
134,0.13358,0.13725,0.12695,0.12627,6.87,1396,2703
135,0.13384,0.13756,0.12693,0.12624,6.89,1396,2703
136,0.13409,0.13786,0.12691,0.12622,6.91,1396,2702
137,0.13434,0.13817,0.12689,0.1262,6.94,1396,2702
138,0.13459,0.13847,0.12687,0.12618,6.96,1396,2701
139,0.13484,0.13877,0.12686,0.12616,6.98,1396,2701
140,0.13508,0.13907,0.12684,0.12613,7.0,1396,2700
141,0.13532,0.13936,0.12682,0.12611,7.03,1396,2699
142,0.13556,0.13965,0.1268,0.12609,7.05,1396,2699
143,0.1358,0.13994,0.12679,0.12607,7.07,1396,2698
144,0.13603,0.14022,0.12677,0.12605,7.09,1396,2698
145,0.13627,0.14051,0.12675,0.12603,7.11,1396,2697
146,0.1365,0.1408,0.12673,0.12601,7.13,1396,2696
147,0.13673,0.14108,0.12672,0.12599,7.15,1396,2696
148,0.13696,0.14136,0.1267,0.12597,7.17,1396,2695
149,0.13718,0.14164,0.12668,0.12595,7.2,1396,2694
150,0.13741,0.14193,0.12667,0.12592,7.22,1396,2694
151,0.13764,0.14221,0.12665,0.1259,7.24,1396,2693
152,0.13786,0.14248,0.12663,0.12588,7.28,1396,2692
153,0.13807,0.14275,0.12662,0.12586,7.31,1396,2691
154,0.1383,0.14303,0.1266,0.12584,7.33,1396,2690
155,0.13852,0.14331,0.12659,0.12582,7.35,1396,2690
156,0.13874,0.14359,0.12657,0.1258,7.38,1396,2689
157,0.13896,0.14387,0.12655,0.12578,7.4,1396,2688
158,0.13918,0.14414,0.12654,0.12576,7.42,1396,2687
159,0.13941,0.14442,0.12652,0.12574,7.44,1396,2686
160,0.13963,0.1447,0.1265,0.12572,7.46,1396,2685
161,0.13986,0.14498,0.12649,0.1257,7.49,1396,2684
162,0.1401,0.14526,0.12647,0.12568,7.51,1396,2683
163,0.14033,0.14555,0.12645,0.12566,7.53,1396,2681
164,0.14058,0.14585,0.12643,0.12564,7.55,1396,2680
