epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.38506,0.38412,2.34,202,400,597,796,992,1190,1390,1586,1783,1983,2181,2379,2577,2772,2972,3170,3366,3565,3762,3960
1,0,0,0.38002,0.37907,2.4,202,401,597,797,992,1189,1390,1585,1782,1984,2182,2380,2578,2772,2973,3171,3365,3566,3762,3960
2,0,0,0.37505,0.37409,2.44,203,401,596,797,991,1189,1390,1584,1782,1985,2182,2380,2579,2771,2974,3171,3365,3566,3761,3960
3,0,0,0.37013,0.36916,2.5,203,401,596,798,990,1188,1390,1583,1781,1986,2183,2380,2580,2770,2975,3172,3364,3567,3761,3960
4,0,0,0.36525,0.36427,2.55,203,402,595,798,990,1187,1389,1582,1780,1987,2184,2380,2581,2769,2975,3173,3364,3567,3760,3960
5,0,0,0.36041,0.35941,2.61,203,402,595,799,989,1186,1389,1581,1779,1988,2184,2379,2581,2768,2976,3174,3363,3568,3760,3960
6,0,0,0.35558,0.35458,2.66,203,402,594,800,988,1185,1388,1580,1779,1989,2185,2379,2582,2767,2977,3174,3362,3568,3760,3959
7,0,0,0.35075,0.34975,2.71,204,403,594,800,988,1185,1388,1579,1778,1990,2186,2379,2583,2767,2978,3175,3362,3569,3759,3959
8,0,0,0.34588,0.3449,2.76,204,403,593,801,987,1184,1387,1578,1777,1991,2186,2379,2584,2766,2979,3176,3361,3569,3759,3959
9,0,0,0.34094,0.33997,2.8,204,403,592,802,987,1183,1386,1577,1777,1992,2186,2380,2584,2766,2980,3177,3361,3570,3758,3959
10,0,0,0.33595,0.33497,2.86,204,404,592,802,986,1183,1386,1577,1776,1993,2187,2380,2585,2767,2981,3178,3361,3570,3758,3959
11,0,0,0.33097,0.32998,2.91,204,404,591,803,986,1182,1385,1576,1775,1994,2187,2380,2586,2767,2982,3178,3361,3571,3758,3958
12,0,0,0.32613,0.3251,2.96,204,404,591,804,985,1181,1384,1576,1775,1995,2187,2379,2587,2768,2983,3179,3361,3571,3757,3958
13,0,0,0.3215,0.32045,3.01,205,405,590,804,985,1181,1383,1575,1774,1997,2187,2379,2587,2768,2983,3180,3361,3572,3757,3958
14,0,0,0.3171,0.31603,3.07,205,405,590,805,984,1180,1382,1575,1773,1998,2186,2379,2588,2769,2984,3181,3361,3572,3756,3958
15,0,0,0.31286,0.31177,3.13,205,405,589,805,984,1180,1382,1575,1773,1999,2186,2379,2589,2769,2985,3181,3362,3573,3756,3958
16,0,0,0.30886,0.30776,3.18,205,405,589,806,983,1179,1381,1575,1772,2000,2186,2379,2589,2770,2986,3182,3362,3574,3756,3957
17,0,0,0.30566,0.30453,3.23,205,406,589,807,983,1179,1380,1575,1771,2001,2185,2379,2590,2771,2987,3183,3362,3574,3755,3957
18,0,0,0.30351,0.30237,3.29,205,406,588,807,983,1178,1379,1575,1770,2002,2185,2380,2591,2771,2988,3183,3362,3575,3755,3957
19,0,0,0.3019,0.30078,3.34,205,406,588,808,983,1178,1378,1575,1770,2003,2185,2380,2591,2772,2989,3184,3362,3575,3754,3957
20,0,0,0.30048,0.29938,3.39,205,406,587,808,983,1178,1378,1575,1769,2003,2185,2380,2592,2772,2989,3184,3362,3575,3754,3956
21,0,0,0.29911,0.29801,3.45,206,406,587,809,983,1177,1377,1575,1768,2004,2185,2380,2592,2772,2990,3184,3362,3576,3754,3956
22,0,0,0.29772,0.29662,3.49,206,406,587,809,983,1177,1377,1574,1767,2004,2185,2381,2593,2772,2990,3185,3362,3576,3753,3956
23,0,0,0.29628,0.29518,3.54,206,407,587,809,983,1177,1376,1574,1767,2005,2185,2381,2593,2772,2991,3185,3362,3576,3753,3956
24,0,0,0.29481,0.29371,3.6,206,407,587,810,983,1177,1376,1574,1766,2005,2184,2381,2593,2772,2991,3185,3362,3576,3753,3956
25,0,0,0.29329,0.29219,3.65,206,407,587,810,983,1177,1376,1574,1765,2005,2184,2381,2593,2771,2991,3185,3361,3576,3753,3956
26,0,0,0.29172,0.29062,3.71,206,407,586,810,983,1177,1376,1574,1765,2004,2184,2381,2593,2771,2991,3185,3361,3575,3753,3956
27,0,0,0.2901,0.28901,3.76,206,407,586,810,983,1177,1376,1574,1764,2004,2184,2381,2593,2770,2991,3185,3361,3575,3753,3955
28,0,0,0.28842,0.28733,3.81,207,407,586,810,983,1177,1376,1574,1763,2004,2184,2381,2593,2770,2991,3185,3360,3575,3752,3955
29,0,0,0.28663,0.28555,3.88,207,407,586,811,983,1176,1376,1574,1763,2004,2184,2381,2593,2769,2991,3184,3360,3575,3752,3955
