epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.18649,0.19237,0.25,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
1,0,0,0.18144,0.18741,0.35,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
2,0,0,0.17651,0.18256,0.43,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
3,0,0,0.17174,0.1779,0.51,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
4,0,0,0.1672,0.17346,0.6,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
5,0,0,0.16297,0.16934,0.68,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
6,0,0,0.1591,0.16558,0.76,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
7,0,0,0.15569,0.16227,0.83,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
8,0,0,0.15282,0.15949,0.92,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
9,0,0,0.15054,0.15728,1.01,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
10,0,0,0.14885,0.15566,1.08,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
11,0,0,0.14775,0.15459,1.17,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
12,0,0,0.14714,0.154,1.25,3,5,8,10,13,15,18,20,22,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
13,0,0,0.14693,0.15378,1.34,3,5,8,10,13,15,18,20,22,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
14,0,0,0.14696,0.1538,1.41,3,5,8,10,13,15,18,20,22,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
15,0,0,0.14712,0.15392,1.5,3,5,8,10,13,15,18,20,22,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
16,0,0,0.14728,0.15403,1.58,3,5,8,10,13,15,18,20,22,25,28,30,33,35,38,40,42,45,48,50,53,55,58,60,63
17,0,0,0.14739,0.1541,1.66,3,5,8,10,13,15,18,20,22,25,28,30,33,35,38,40,42,45,48,50,53,55,58,60,63
18,0,0,0.14742,0.15407,1.74,3,5,8,10,13,15,18,20,22,25,28,30,33,35,37,40,42,45,48,50,53,55,58,60,63
19,0,0,0.14733,0.15393,1.82,3,5,8,10,13,15,18,20,22,25,28,30,33,35,37,40,42,45,48,50,53,55,58,60,63
20,0,0,0.14708,0.15364,1.89,3,5,8,10,13,15,18,20,22,25,28,30,33,35,37,40,42,45,48,50,53,55,58,60,63
