epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.16553,0.16613,0.2,2,4,6,8,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
1,0,0,0.15511,0.15581,0.3,2,4,6,9,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
2,0,0,0.14647,0.14728,0.41,2,4,6,9,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
3,0,0,0.13985,0.14074,0.5,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
4,0.02203,0.02618,0.13547,0.13645,0.6,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
5,0.04829,0.0509,0.13364,0.13471,0.72,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
6,0.05707,0.05882,0.13303,0.13415,0.83,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
7,0.05972,0.06109,0.13284,0.13398,0.91,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
8,0.06049,0.06168,0.13278,0.13394,1.0,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
9,0.06097,0.06179,0.13275,0.13393,1.1,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
10,0.06124,0.06189,0.13273,0.13393,1.19,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
11,0.06132,0.06181,0.13273,0.13393,1.27,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
12,0.06121,0.06154,0.13273,0.13395,1.36,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
13,0.06099,0.06115,0.13275,0.13398,1.45,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
14,0.06073,0.06073,0.13277,0.13401,1.53,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
15,0.06051,0.06035,0.13278,0.13404,1.63,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
16,0.06037,0.06008,0.13279,0.13406,1.71,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
17,0.06035,0.05996,0.13279,0.13406,1.81,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
18,0.0605,0.06003,0.13278,0.13406,1.9,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
19,0.06083,0.06031,0.13276,0.13404,1.99,2,4,6,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
20,0.06135,0.06082,0.13272,0.134,2.08,2,4,7,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
21,0.06206,0.06153,0.13267,0.13395,2.16,2,4,7,9,11,13,15,17,19,21,23,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
22,0.06293,0.06242,0.13261,0.13389,2.26,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
23,0.06396,0.06348,0.13254,0.13381,2.35,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
24,0.06511,0.06468,0.13246,0.13373,2.44,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
25,0.06639,0.06604,0.13237,0.13363,2.53,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
26,0.06786,0.06762,0.13226,0.13352,2.62,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
27,0.06963,0.06955,0.13214,0.13338,2.72,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
28,0.07179,0.07183,0.13198,0.13321,2.81,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
29,0.07436,0.07456,0.1318,0.13302,2.9,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
30,0.07728,0.07765,0.13159,0.1328,2.99,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
31,0.08046,0.08086,0.13137,0.13257,3.08,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
32,0.0838,0.08423,0.13113,0.13232,3.17,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
33,0.08718,0.08758,0.13088,0.13208,3.27,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
34,0.09049,0.09085,0.13065,0.13184,3.35,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
35,0.09369,0.09392,0.13042,0.13162,3.44,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
36,0.09693,0.09708,0.13018,0.13139,3.54,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
37,0.10041,0.10054,0.12993,0.13114,3.63,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
38,0.10422,0.1043,0.12966,0.13086,3.72,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
39,0.10845,0.1086,0.12935,0.13055,3.81,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
40,0.11306,0.11328,0.12902,0.13021,3.91,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
41,0.11789,0.11824,0.12866,0.12984,3.98,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
42,0.12269,0.12315,0.12831,0.12948,4.08,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
43,0.12703,0.12781,0.128,0.12914,4.18,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
44,0.13041,0.13147,0.12775,0.12886,4.28,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
45,0.13251,0.13382,0.12759,0.12869,4.36,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
46,0.1339,0.13543,0.12749,0.12857,4.45,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
47,0.13545,0.13706,0.12738,0.12845,4.54,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
48,0.13745,0.13905,0.12723,0.1283,4.62,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
49,0.13973,0.14124,0.12706,0.12814,4.71,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
50,0.14198,0.14335,0.1269,0.12798,4.83,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
51,0.14394,0.14515,0.12675,0.12784,4.92,2,4,7,9,11,13,15,17,19,21,24,25,28,30,32,34,36,38,40,42,44,46,48,51,52,55,57,59,61,63
