epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.23393,0.24,2.25,202,400,598,795,994,1192,1390,1588,1785,1981,2179,2379,2577,2772,2970,3168,3366,3564,3762,3960
1,0,0,0.22852,0.23435,2.29,202,401,599,795,995,1192,1391,1588,1785,1980,2178,2380,2578,2772,2970,3167,3366,3564,3762,3960
2,0,0,0.22253,0.22818,2.34,203,401,599,796,995,1192,1392,1587,1785,1979,2177,2380,2579,2771,2969,3167,3366,3563,3761,3960
3,0,0,0.21617,0.22167,2.39,203,401,600,796,996,1191,1392,1587,1784,1978,2176,2380,2580,2770,2968,3166,3367,3562,3761,3959
4,0,0,0.20953,0.21505,2.44,203,402,600,796,996,1191,1393,1587,1784,1977,2175,2379,2580,2770,2967,3165,3367,3562,3760,3959
5,0,0,0.20273,0.20837,2.49,203,402,601,796,997,1191,1394,1587,1785,1976,2174,2379,2581,2769,2966,3164,3367,3561,3760,3959
6,0,0,0.19588,0.20162,2.54,203,402,601,797,998,1191,1395,1587,1785,1975,2173,2379,2581,2768,2965,3164,3367,3561,3760,3959
7,0,0,0.18907,0.19493,2.59,204,403,602,797,998,1191,1396,1588,1785,1974,2172,2379,2581,2768,2964,3163,3366,3560,3759,3958
8,0,0,0.18241,0.18836,2.64,204,403,602,798,999,1191,1397,1588,1785,1973,2171,2380,2580,2767,2964,3162,3366,3560,3759,3958
9,0,0,0.17596,0.182,2.69,204,403,603,798,999,1191,1397,1588,1785,1972,2170,2380,2580,2766,2963,3162,3366,3559,3759,3958
10,0,0,0.16974,0.17588,2.74,204,404,603,799,1000,1191,1398,1588,1785,1972,2169,2380,2580,2766,2962,3161,3366,3559,3758,3958
11,0,0,0.16379,0.17004,2.79,204,404,604,799,1001,1191,1399,1587,1785,1971,2168,2380,2580,2765,2961,3160,3367,3558,3758,3957
12,0,0,0.15819,0.16458,2.84,205,405,604,799,1001,1191,1399,1587,1785,1970,2167,2379,2580,2764,2960,3159,3367,3558,3758,3957
13,0,0,0.15302,0.15959,2.89,205,405,605,800,1002,1192,1398,1587,1785,1970,2166,2379,2580,2764,2960,3159,3367,3557,3757,3957
14,0,0.01903,0.14834,0.15513,2.94,205,405,605,800,1002,1192,1398,1588,1785,1969,2165,2379,2581,2763,2959,3158,3367,3557,3757,3957
15,0.02861,0.06782,0.14423,0.15122,2.99,205,406,606,800,1002,1192,1398,1588,1785,1969,2164,2379,2581,2763,2958,3157,3367,3556,3756,3956
16,0.07493,0.1078,0.14075,0.14794,3.04,205,406,606,801,1003,1192,1397,1588,1785,1968,2163,2379,2581,2762,2958,3157,3367,3556,3756,3956
17,0.11146,0.13912,0.13794,0.14532,3.09,206,406,607,801,1003,1192,1397,1588,1785,1968,2162,2379,2581,2761,2957,3156,3367,3555,3756,3956
18,0.13855,0.16197,0.13582,0.14338,3.15,206,407,607,801,1003,1192,1397,1589,1785,1968,2162,2379,2581,2761,2957,3155,3367,3555,3755,3956
19,0.15676,0.17686,0.13438,0.1421,3.2,206,407,608,801,1004,1192,1397,1589,1785,1967,2161,2379,2581,2760,2956,3155,3367,3554,3755,3955
20,0.16681,0.18443,0.13358,0.14145,3.25,206,407,608,801,1004,1192,1397,1590,1785,1967,2161,2379,2581,2760,2956,3154,3367,3554,3755,3955
21,0.16976,0.18571,0.13334,0.14134,3.3,206,408,609,802,1004,1192,1396,1591,1786,1967,2160,2380,2581,2759,2955,3154,3367,3553,3754,3955
22,0.16694,0.18185,0.13357,0.14167,3.36,207,408,609,802,1004,1192,1396,1591,1786,1967,2160,2380,2581,2759,2955,3153,3367,3553,3754,3955
23,0.1598,0.17409,0.13414,0.14234,3.42,207,408,609,801,1004,1193,1396,1592,1786,1967,2159,2380,2581,2758,2954,3152,3367,3552,3754,3955
24,0.14994,0.16392,0.13492,0.14321,3.47,207,408,609,801,1004,1193,1396,1593,1786,1966,2159,2380,2581,2758,2954,3152,3367,3552,3753,3954
25,0.13904,0.15297,0.13578,0.14415,3.52,207,409,610,801,1004,1193,1396,1594,1786,1966,2158,2380,2582,2757,2954,3152,3367,3552,3753,3954
26,0.12855,0.14259,0.13661,0.14503,3.58,207,409,610,801,1004,1194,1395,1594,1786,1966,2158,2380,2582,2757,2953,3151,3367,3551,3753,3954
27,0.11961,0.13382,0.13731,0.14577,3.63,208,409,610,801,1003,1195,1395,1595,1787,1966,2158,2380,2582,2756,2953,3151,3367,3551,3753,3954
28,0.11306,0.12744,0.13782,0.1463,3.67,208,409,610,800,1003,1195,1395,1596,1787,1966,2157,2380,2582,2756,2952,3150,3367,3551,3752,3953
29,0.10936,0.12384,0.1381,0.14661,3.72,208,409,610,800,1002,1196,1395,1597,1787,1965,2157,2380,2583,2756,2952,3150,3368,3550,3752,3953
30,0.10859,0.12308,0.13816,0.14667,3.77,208,409,610,799,1002,1197,1395,1598,1787,1965,2157,2381,2583,2755,2951,3150,3368,3550,3752,3953
31,0.11057,0.12498,0.13801,0.14651,3.81,208,410,610,799,1001,1197,1395,1599,1787,1965,2156,2381,2583,2755,2951,3149,3369,3550,3752,3953
32,0.11486,0.12914,0.13768,0.14616,3.86,208,410,610,798,1001,1198,1394,1599,1787,1964,2156,2381,2583,2755,2950,3149,3369,3549,3752,3952
33,0.1209,0.13502,0.13721,0.14567,3.92,209,410,609,798,1000,1199,1394,1600,1787,1964,2156,2381,2583,2754,2949,3149,3369,3549,3751,3952
34,0.12809,0.14204,0.13664,0.14508,3.97,209,410,609,797,999,1200,1394,1601,1787,1964,2156,2381,2583,2754,2949,3148,3369,3549,3751,3952
35,0.13584,0.14964,0.13604,0.14443,4.02,209,410,609,797,999,1201,1393,1602,1787,1963,2156,2381,2583,2754,2948,3148,3369,3549,3751,3952
36,0.14353,0.15727,0.13543,0.14378,4.07,209,410,609,796,998,1202,1393,1603,1786,1963,2156,2381,2583,2753,2948,3148,3370,3549,3751,3951
37,0.1507,0.16445,0.13486,0.14317,4.11,209,410,608,796,997,1203,1393,1604,1786,1963,2156,2381,2583,2753,2947,3147,3370,3548,3751,3951
38,0.15704,0.17089,0.13436,0.14261,4.17,209,410,608,795,997,1203,1392,1605,1786,1962,2155,2381,2583,2753,2946,3147,3370,3548,3750,3951
39,0.16232,0.17637,0.13394,0.14214,4.21,210,410,608,795,996,1204,1392,1606,1786,1962,2155,2381,2584,2752,2946,3147,3370,3548,3750,3951
40,0.16642,0.18073,0.13361,0.14177,4.26,210,410,608,794,995,1205,1392,1607,1786,1962,2155,2380,2584,2752,2945,3146,3370,3548,3750,3950
41,0.16935,0.18401,0.13337,0.14148,4.32,210,410,607,793,995,1206,1391,1608,1786,1962,2155,2380,2584,2752,2944,3146,3370,3547,3750,3950
42,0.17121,0.18627,0.13322,0.14129,4.37,210,410,607,793,994,1207,1391,1608,1786,1961,2155,2380,2584,2751,2944,3146,3371,3547,3750,3950
43,0.17213,0.18758,0.13315,0.14117,4.41,210,410,607,792,994,1208,1391,1609,1786,1961,2154,2380,2584,2751,2943,3146,3371,3547,3749,3950
44,0.17227,0.18816,0.13314,0.14112,4.46,210,410,607,792,993,1209,1390,1610,1786,1961,2154,2380,2584,2751,2943,3145,3371,3547,3749,3949
45,0.17186,0.18818,0.13317,0.14112,4.51,211,411,607,791,992,1209,1390,1611,1786,1961,2154,2380,2585,2750,2942,3145,3371,3546,3749,3949
46,0.17108,0.18783,0.13323,0.14115,4.56,211,411,606,791,992,1210,1390,1612,1787,1960,2154,2380,2585,2750,2942,3145,3371,3546,3749,3949
47,0.17013,0.18727,0.13331,0.1412,4.61,211,411,606,790,991,1211,1389,1613,1787,1960,2154,2380,2585,2750,2941,3144,3371,3546,3748,3949
48,0.16917,0.18664,0.13339,0.14125,4.68,211,411,606,789,991,1212,1389,1614,1787,1960,2154,2380,2585,2749,2941,3144,3371,3545,3748,3948
49,0.16831,0.18606,0.13346,0.1413,4.73,211,411,606,789,990,1212,1389,1615,1787,1960,2154,2380,2586,2749,2940,3144,3372,3545,3748,3948
50,0.16766,0.18562,0.13351,0.14134,4.78,212,411,606,788,989,1213,1389,1616,1787,1960,2153,2380,2586,2749,2940,3143,3372,3545,3748,3948
51,0.16729,0.18537,0.13354,0.14136,4.83,212,411,606,788,989,1214,1389,1617,1788,1959,2153,2380,2586,2748,2939,3143,3372,3545,3747,3948
52,0.16721,0.18535,0.13354,0.14137,4.88,212,411,606,788,988,1214,1388,1618,1788,1959,2153,2380,2586,2748,2939,3143,3372,3544,3747,3947
53,0.16742,0.18553,0.13353,0.14135,4.93,212,412,606,787,988,1215,1388,1619,1788,1959,2153,2379,2587,2748,2938,3142,3372,3544,3747,3947
54,0.16789,0.18591,0.13349,0.14132,4.98,212,412,606,787,987,1216,1388,1620,1788,1959,2153,2379,2587,2747,2938,3142,3372,3544,3747,3947
55,0.16857,0.18644,0.13343,0.14127,5.03,213,412,606,786,987,1216,1388,1621,1789,1959,2153,2379,2588,2747,2938,3142,3371,3543,3746,3947
56,0.16942,0.18709,0.13337,0.14122,5.09,213,412,606,786,986,1217,1388,1622,1789,1959,2153,2379,2588,2747,2937,3141,3371,3543,3746,3946
57,0.17036,0.1878,0.13329,0.14115,5.15,213,412,606,785,986,1218,1388,1623,1789,1959,2153,2379,2588,2746,2937,3141,3371,3543,3746,3946
58,0.17133,0.18852,0.13321,0.14109,5.19,213,413,606,785,985,1218,1388,1624,1790,1959,2153,2379,2589,2746,2936,3141,3371,3542,3745,3946
59,0.17228,0.1892,0.13314,0.14103,5.24,213,413,606,784,985,1219,1388,1625,1790,1959,2153,2379,2589,2746,2936,3140,3371,3542,3745,3946
60,0.17315,0.1898,0.13307,0.14098,5.29,214,413,606,784,985,1219,1388,1626,1790,1959,2153,2379,2589,2745,2935,3140,3371,3541,3745,3945
61,0.17393,0.1903,0.133,0.14094,5.34,214,413,606,783,984,1220,1388,1627,1791,1959,2153,2379,2590,2745,2935,3139,3371,3541,3744,3945
62,0.17458,0.19068,0.13295,0.1409,5.4,214,413,606,783,984,1220,1389,1628,1791,1958,2153,2379,2590,2744,2935,3139,3371,3541,3744,3945
63,0.17509,0.19094,0.13291,0.14088,5.45,214,414,606,783,983,1221,1389,1629,1792,1958,2153,2379,2591,2744,2934,3139,3371,3540,3744,3945
64,0.17547,0.19108,0.13288,0.14087,5.5,214,414,606,782,983,1222,1389,1630,1792,1958,2153,2379,2591,2744,2934,3138,3371,3540,3744,3944
65,0.17574,0.19114,0.13286,0.14086,5.55,215,414,606,782,982,1222,1389,1631,1792,1958,2153,2379,2592,2743,2933,3138,3371,3540,3743,3944
66,0.17591,0.19112,0.13284,0.14086,5.6,215,414,606,781,982,1223,1389,1632,1793,1958,2153,2379,2592,2743,2933,3138,3371,3539,3743,3944
67,0.176,0.19106,0.13284,0.14087,5.65,215,414,606,781,981,1223,1389,1633,1793,1958,2153,2379,2592,2743,2932,3137,3371,3539,3743,3944
68,0.17606,0.19097,0.13283,0.14088,5.7,215,415,607,780,981,1224,1389,1634,1794,1958,2153,2379,2593,2742,2932,3137,3371,3539,3742,3943
69,0.17609,0.19089,0.13283,0.14088,5.75,215,415,607,780,980,1225,1389,1635,1794,1958,2153,2379,2593,2742,2932,3136,3371,3538,3742,3943
70,0.17614,0.19084,0.13283,0.14089,5.81,216,415,607,779,980,1225,1389,1636,1794,1958,2153,2379,2594,2741,2931,3136,3371,3538,3742,3943
71,0.17621,0.19083,0.13282,0.14089,5.86,216,415,607,779,979,1226,1389,1637,1795,1958,2153,2380,2594,2741,2931,3136,3371,3538,3741,3943
72,0.17631,0.19089,0.13281,0.14088,5.91,216,415,606,778,978,1227,1389,1638,1795,1958,2153,2380,2595,2741,2931,3135,3371,3537,3741,3942
73,0.17647,0.19101,0.1328,0.14087,5.95,216,416,606,778,978,1227,1389,1639,1796,1958,2153,2380,2595,2740,2930,3135,3371,3537,3741,3942
74,0.17667,0.19119,0.13278,0.14086,6.0,216,416,606,777,977,1228,1389,1639,1796,1958,2153,2380,2595,2740,2930,3135,3371,3536,3740,3942
75,0.17691,0.19143,0.13276,0.14084,6.05,217,416,606,777,977,1229,1389,1640,1797,1958,2153,2380,2596,2740,2930,3134,3372,3536,3740,3942
76,0.17717,0.19171,0.13274,0.14081,6.09,217,416,606,776,976,1230,1389,1641,1797,1957,2153,2380,2596,2739,2929,3134,3372,3536,3740,3941
77,0.17746,0.19203,0.13272,0.14079,6.14,217,416,606,776,976,1230,1389,1642,1797,1957,2153,2380,2597,2739,2929,3134,3372,3535,3739,3941
78,0.17777,0.19237,0.13269,0.14076,6.19,217,416,606,775,975,1231,1388,1643,1798,1957,2153,2380,2597,2739,2929,3133,3372,3535,3739,3941
79,0.17807,0.19272,0.13267,0.14073,6.23,217,417,606,775,974,1232,1388,1644,1798,1957,2153,2380,2597,2738,2928,3133,3372,3535,3739,3941
80,0.17837,0.19307,0.13265,0.14069,6.28,218,417,606,774,974,1232,1388,1645,1799,1957,2153,2380,2598,2738,2928,3133,3372,3534,3738,3940
81,0.17865,0.19341,0.13262,0.14066,6.33,218,417,606,773,973,1233,1388,1646,1799,1957,2153,2380,2598,2738,2928,3132,3373,3534,3738,3940
82,0.17892,0.19374,0.1326,0.14064,6.37,218,417,606,773,973,1234,1388,1647,1800,1957,2153,2380,2599,2737,2928,3132,3373,3534,3738,3940
83,0.17916,0.19405,0.13258,0.14061,6.42,218,417,606,772,972,1235,1388,1648,1800,1957,2153,2380,2599,2737,2927,3132,3373,3533,3737,3940
84,0.17938,0.19434,0.13256,0.14058,6.47,218,417,606,772,971,1235,1388,1649,1801,1957,2153,2380,2600,2737,2927,3131,3373,3533,3737,3939
85,0.17959,0.19461,0.13255,0.14056,6.52,219,418,606,771,971,1236,1388,1650,1801,1957,2153,2380,2600,2736,2927,3131,3373,3533,3737,3939
86,0.17979,0.19486,0.13253,0.14054,6.57,219,418,605,771,970,1237,1388,1651,1802,1957,2153,2380,2601,2736,2926,3131,3373,3532,3736,3939
87,0.17998,0.1951,0.13252,0.14052,6.62,219,418,605,770,970,1237,1388,1652,1802,1957,2153,2380,2601,2736,2926,3130,3374,3532,3736,3939
88,0.18017,0.19532,0.1325,0.1405,6.67,219,418,605,770,969,1238,1388,1653,1803,1956,2154,2380,2602,2735,2926,3130,3374,3532,3735,3938
89,0.18035,0.19553,0.13249,0.14048,6.73,219,418,605,769,968,1239,1387,1654,1803,1956,2154,2380,2602,2735,2925,3129,3374,3531,3735,3938
90,0.18054,0.19574,0.13247,0.14046,6.79,220,419,605,769,968,1239,1387,1654,1804,1956,2154,2380,2603,2735,2925,3129,3374,3531,3735,3938
91,0.18074,0.19594,0.13245,0.14044,6.85,220,419,605,768,967,1240,1387,1655,1804,1956,2154,2380,2603,2734,2925,3129,3374,3531,3734,3938
92,0.18095,0.19614,0.13244,0.14043,6.91,220,419,605,768,967,1241,1387,1656,1805,1956,2154,2380,2604,2734,2924,3128,3375,3530,3734,3937
93,0.18117,0.19633,0.13242,0.14041,6.97,220,419,605,767,966,1242,1387,1657,1805,1956,2154,2380,2604,2734,2924,3128,3375,3530,3734,3937
94,0.18139,0.19652,0.1324,0.14039,7.02,220,419,605,767,965,1242,1387,1658,1806,1956,2154,2380,2605,2733,2924,3128,3375,3529,3733,3937
95,0.18162,0.19672,0.13238,0.14038,7.07,221,420,605,766,965,1243,1387,1659,1806,1956,2154,2380,2605,2733,2924,3127,3375,3529,3733,3937
96,0.18185,0.19691,0.13236,0.14036,7.12,221,420,605,766,964,1244,1387,1660,1807,1956,2154,2380,2606,2733,2923,3127,3375,3529,3732,3936
97,0.18209,0.1971,0.13235,0.14034,7.17,221,420,605,765,964,1244,1387,1661,1807,1956,2154,2380,2607,2732,2923,3127,3376,3528,3732,3936
98,0.18232,0.19728,0.13233,0.14033,7.22,221,420,604,764,963,1245,1387,1662,1808,1956,2154,2380,2607,2732,2923,3126,3376,3528,3732,3936
99,0.18256,0.19747,0.13231,0.14031,7.29,222,420,604,764,962,1246,1387,1663,1808,1956,2154,2380,2608,2732,2922,3126,3376,3528,3731,3936
100,0.18279,0.19764,0.13229,0.1403,7.35,222,421,604,763,962,1246,1387,1664,1809,1956,2154,2380,2608,2731,2922,3126,3376,3527,3731,3935
101,0.18303,0.19781,0.13227,0.14028,7.4,222,421,604,763,961,1247,1387,1665,1809,1956,2154,2380,2609,2731,2922,3125,3376,3527,3730,3935
102,0.18326,0.19798,0.13225,0.14027,7.45,222,421,604,762,961,1248,1387,1666,1810,1956,2154,2380,2610,2731,2921,3125,3376,3526,3730,3935
103,0.18348,0.19815,0.13223,0.14025,7.5,222,421,604,762,960,1249,1387,1667,1810,1955,2154,2380,2610,2730,2921,3124,3376,3526,3730,3935
104,0.18371,0.19833,0.13221,0.14024,7.56,223,421,604,761,959,1249,1387,1668,1811,1955,2154,2380,2611,2730,2921,3124,3376,3526,3729,3934
105,0.18394,0.19851,0.1322,0.14022,7.61,223,422,604,761,959,1250,1387,1669,1811,1955,2154,2380,2611,2729,2920,3124,3377,3525,3729,3934
106,0.18417,0.19869,0.13218,0.1402,7.66,223,422,604,760,958,1251,1387,1669,1812,1955,2154,2380,2612,2729,2920,3123,3377,3525,3728,3934
107,0.18439,0.19887,0.13216,0.14019,7.72,223,422,604,760,958,1251,1387,1670,1812,1955,2154,2380,2613,2729,2920,3123,3377,3524,3728,3934
108,0.18462,0.19907,0.13214,0.14017,7.77,223,422,603,759,957,1252,1387,1671,1813,1955,2154,2380,2613,2728,2919,3123,3377,3524,3727,3933
109,0.18485,0.19927,0.13212,0.14015,7.82,224,422,603,759,956,1253,1387,1672,1813,1955,2154,2380,2614,2728,2919,3122,3377,3524,3727,3933
110,0.18509,0.19947,0.1321,0.14014,7.87,224,423,603,758,956,1254,1387,1673,1814,1955,2154,2380,2615,2728,2919,3122,3377,3523,3727,3933
111,0.18532,0.19969,0.13208,0.14012,7.92,224,423,603,758,955,1254,1387,1674,1814,1955,2154,2380,2615,2727,2918,3122,3378,3523,3726,3933
112,0.18556,0.19991,0.13206,0.1401,7.98,224,423,603,757,954,1255,1387,1675,1815,1955,2154,2380,2616,2727,2918,3121,3378,3523,3726,3932
113,0.1858,0.20013,0.13204,0.14008,8.03,224,423,603,757,954,1256,1387,1676,1815,1955,2154,2380,2617,2726,2918,3121,3378,3522,3725,3932
114,0.18605,0.20036,0.13202,0.14006,8.08,225,423,603,756,953,1256,1387,1677,1816,1955,2154,2380,2617,2726,2918,3121,3378,3522,3725,3932
115,0.18629,0.2006,0.132,0.14004,8.13,225,424,603,755,953,1257,1387,1678,1816,1955,2154,2380,2618,2726,2917,3120,3378,3521,3724,3932
116,0.18654,0.20084,0.13198,0.14002,8.18,225,424,603,755,952,1258,1387,1679,1817,1955,2154,2380,2619,2725,2917,3120,3378,3521,3724,3931
117,0.18678,0.20108,0.13197,0.13999,8.24,225,424,602,754,951,1259,1387,1680,1818,1955,2154,2380,2619,2725,2917,3120,3379,3521,3723,3931
118,0.18702,0.20131,0.13195,0.13997,8.29,226,424,602,754,951,1259,1387,1681,1818,1955,2154,2380,2620,2724,2916,3120,3379,3520,3723,3931
119,0.18727,0.20155,0.13193,0.13995,8.34,226,424,602,753,950,1260,1387,1682,1819,1955,2154,2380,2621,2724,2916,3119,3379,3520,3722,3931
120,0.18752,0.20179,0.13191,0.13993,8.39,226,424,602,753,949,1261,1387,1683,1819,1955,2154,2380,2622,2724,2916,3119,3379,3519,3722,3930
121,0.18776,0.20203,0.13189,0.13991,8.43,226,425,602,752,949,1261,1387,1684,1820,1955,2154,2380,2622,2723,2915,3119,3379,3519,3722,3930
122,0.18801,0.20227,0.13187,0.13989,8.48,226,425,602,752,948,1262,1387,1685,1820,1955,2154,2380,2623,2723,2915,3118,3379,3519,3721,3930
123,0.18826,0.2025,0.13184,0.13987,8.54,227,425,602,751,947,1263,1387,1685,1821,1955,2154,2380,2624,2722,2915,3118,3380,3518,3721,3930
124,0.18851,0.20274,0.13182,0.13985,8.58,227,425,602,751,947,1264,1388,1686,1821,1955,2154,2380,2625,2722,2914,3118,3380,3518,3720,3929
125,0.18876,0.20298,0.1318,0.13983,8.63,227,425,601,750,946,1264,1388,1687,1822,1955,2154,2380,2625,2721,2914,3117,3380,3518,3720,3929
126,0.18901,0.2032,0.13178,0.13981,8.68,227,426,601,750,945,1265,1388,1688,1823,1955,2154,2380,2626,2721,2914,3117,3380,3517,3719,3929
127,0.18926,0.20343,0.13176,0.13979,8.72,227,426,601,749,945,1266,1388,1689,1823,1955,2154,2380,2627,2721,2913,3117,3380,3517,3719,3929
128,0.18951,0.20366,0.13174,0.13977,8.78,228,426,601,748,944,1266,1388,1690,1824,1955,2154,2380,2628,2720,2913,3116,3380,3516,3718,3928
129,0.18976,0.20389,0.13172,0.13975,8.82,228,426,601,748,944,1267,1388,1691,1824,1955,2154,2380,2628,2720,2913,3116,3380,3516,3718,3928
130,0.19002,0.20412,0.1317,0.13973,8.87,228,426,601,747,943,1268,1388,1692,1825,1954,2154,2380,2629,2719,2912,3116,3381,3516,3717,3928
131,0.19028,0.20435,0.13168,0.13971,8.93,228,427,601,747,942,1269,1388,1693,1825,1954,2154,2380,2630,2719,2912,3116,3381,3515,3717,3927
132,0.19053,0.20457,0.13166,0.13969,8.97,229,427,601,746,942,1269,1388,1694,1826,1954,2154,2380,2631,2718,2912,3115,3381,3515,3716,3927
133,0.19079,0.2048,0.13164,0.13967,9.03,229,427,600,746,941,1270,1388,1695,1827,1954,2154,2380,2632,2718,2912,3115,3381,3514,3716,3927
134,0.19105,0.20502,0.13162,0.13965,9.07,229,427,600,745,940,1271,1388,1696,1827,1954,2154,2380,2632,2717,2911,3115,3381,3514,3715,3927
135,0.19131,0.20525,0.1316,0.13963,9.13,229,427,600,745,940,1271,1388,1697,1828,1954,2154,2380,2633,2717,2911,3114,3381,3514,3715,3926
136,0.19157,0.20548,0.13158,0.13961,9.18,229,428,600,744,939,1272,1388,1698,1828,1954,2154,2380,2634,2716,2911,3114,3381,3513,3714,3926
137,0.19183,0.20571,0.13155,0.13959,9.22,230,428,600,744,938,1273,1388,1699,1829,1954,2154,2380,2635,2716,2910,3114,3382,3513,3714,3926
138,0.19209,0.20593,0.13153,0.13957,9.28,230,428,600,743,938,1274,1388,1699,1829,1954,2154,2380,2635,2715,2910,3114,3382,3512,3713,3926
139,0.19235,0.20616,0.13151,0.13955,9.32,230,428,600,743,937,1274,1388,1700,1830,1954,2154,2380,2636,2715,2910,3113,3382,3512,3713,3925
140,0.19262,0.20639,0.13149,0.13953,9.38,230,428,599,742,936,1275,1388,1701,1831,1954,2154,2380,2637,2714,2909,3113,3382,3512,3712,3925
141,0.19288,0.20663,0.13147,0.13951,9.43,230,429,599,742,936,1276,1388,1702,1831,1954,2154,2380,2638,2714,2909,3113,3382,3511,3712,3925
142,0.19315,0.20686,0.13145,0.13949,9.48,231,429,599,741,935,1276,1388,1703,1832,1954,2154,2380,2639,2713,2909,3113,3383,3511,3711,3925
143,0.19341,0.2071,0.13143,0.13947,9.52,231,429,599,740,934,1277,1388,1704,1832,1954,2154,2380,2639,2712,2908,3112,3383,3510,3711,3924
144,0.19368,0.20734,0.1314,0.13945,9.57,231,429,599,740,934,1278,1388,1705,1833,1954,2154,2380,2640,2712,2908,3112,3383,3510,3710,3924
145,0.19394,0.20758,0.13138,0.13942,9.63,231,429,599,739,933,1279,1388,1706,1833,1954,2154,2380,2641,2711,2908,3112,3383,3510,3710,3924
146,0.19421,0.20782,0.13136,0.1394,9.68,232,430,599,739,932,1279,1388,1707,1834,1954,2154,2380,2642,2711,2907,3112,3383,3509,3709,3924
147,0.19447,0.20806,0.13134,0.13938,9.73,232,430,598,738,932,1280,1388,1708,1835,1954,2154,2380,2642,2710,2907,3111,3383,3509,3709,3923
148,0.19474,0.20829,0.13132,0.13936,9.78,232,430,598,738,931,1281,1388,1709,1835,1954,2154,2380,2643,2710,2907,3111,3383,3508,3708,3923
149,0.195,0.20853,0.1313,0.13934,9.83,232,430,598,737,930,1282,1388,1710,1836,1954,2154,2380,2644,2709,2907,3111,3384,3508,3708,3923
150,0.19526,0.20877,0.13127,0.13932,9.87,232,430,598,737,930,1282,1388,1711,1836,1954,2154,2380,2645,2709,2906,3111,3384,3508,3707,3922
151,0.19553,0.20902,0.13125,0.1393,9.92,233,430,598,736,929,1283,1388,1711,1837,1954,2154,2380,2645,2708,2906,3110,3384,3507,3707,3922
152,0.1958,0.20927,0.13123,0.13928,9.96,233,431,598,736,928,1284,1388,1712,1838,1954,2154,2380,2646,2707,2906,3110,3384,3507,3706,3922
153,0.19607,0.20951,0.13121,0.13925,10.01,233,431,597,735,928,1284,1388,1713,1838,1955,2154,2380,2647,2707,2905,3110,3384,3506,3706,3922
154,0.19634,0.20975,0.13119,0.13923,10.06,233,431,597,735,927,1285,1388,1714,1839,1955,2154,2380,2648,2706,2905,3110,3384,3506,3705,3921
155,0.19661,0.21,0.13117,0.13921,10.11,234,431,597,734,926,1286,1388,1715,1839,1955,2154,2380,2648,2706,2905,3110,3384,3506,3704,3921
156,0.19687,0.21024,0.13114,0.13919,10.17,234,431,597,734,926,1287,1388,1716,1840,1955,2154,2380,2649,2705,2904,3109,3385,3505,3704,3921
