algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,r2,rmse,selected_features
mi,21782,4200,375.74,2,2,0.85,0.56,0.51,0.06,0.09,0.1,0,0418;417
mi,21782,4200,377.05,5,5,0.85,0.55,0.51,0.06,0.09,0.1,0,0418;417;437;438;439
mi,21782,4200,376.97,10,10,0.85,0.64,0.61,0.06,0.08,0.09,0,0418;417;437;438;439;419;436;416;379;415
mi,21782,4200,375.58,15,15,0.85,0.64,0.61,0.06,0.08,0.09,0,0418;417;437;438;439;419;436;416;379;415;450;396;435;420;449
mi,21782,4200,377.02,20,20,0.85,0.58,0.54,0.06,0.09,0.1,0,0418;417;437;438;439;419;436;416;379;415;450;396;435;420;449;413;414;371;457;421
sfs,21782,4200,64.5,2,2,0.85,0.73,0.69,0.06,0.07,0.08,0,0412;993
sfs,21782,4200,224.88,5,5,0.85,0.83,0.83,0.06,0.06,0.06,0,0412;993;2986;3631;3820
sfs,21782,4200,621.91,10,10,0.85,0.86,0.86,0.06,0.05,0.05,0,0151;412;903;993;2986;3259;3446;3631;3820;4199
sfs,21782,4200,1285.93,15,15,0.85,0.87,0.87,0.06,0.05,0.05,0,0151;412;903;993;2986;3126;3187;3259;3446;3550;3631;3786;3820;3830;4199
sfs,21782,4200,2223.52,20,20,0.85,0.86,0.87,0.06,0.05,0.05,0,0151;412;903;993;2906;2986;3002;3126;3148;3187;3259;3391;3446;3550;3631;3770;3786;3820;3830;4199
lasso,21782,4200,1.37,2,2,0.85,0.22,0.21,0.06,0.12,0.12,-0.0,0.144199;1410
lasso,21782,4200,1.39,5,5,0.85,0.23,0.23,0.06,0.12,0.12,-0.0,0.144199;1410;1408;1407;1406
lasso,21782,4200,1.38,10,10,0.85,0.23,0.23,0.06,0.12,0.12,-0.0,0.144199;1410;1408;1407;1406;1405;1404;1403;1402;1401
lasso,21782,4200,1.39,15,15,0.85,0.22,0.21,0.06,0.12,0.13,-0.0,0.144199;1410;1408;1407;1406;1405;1404;1403;1402;1401;1400;1399;1398;1397;1396
lasso,21782,4200,1.37,20,20,0.85,0.22,0.21,0.06,0.12,0.12,-0.0,0.144199;1410;1408;1407;1406;1405;1404;1403;1402;1401;1400;1399;1398;1397;1396;1395;1394;1393;1392;1391
fsdr,21782,4200,20.46,2,2,0.85,0.17,0.15,0.06,0.12,0.13,0.14,0.131401;2657
fsdr,21782,4200,30.98,5,5,0.85,0.84,0.83,0.06,0.06,0.06,0.82,0.06401;1353;2023;2764;3458
fsdr,21782,4200,53.67,10,10,0.85,0.84,0.84,0.06,0.05,0.06,0.83,0.06416;596;1117;1438;1892;2266;2415;2991;3443;3806
fsdr,21782,4200,81.59,15,13,0.85,0.83,0.83,0.06,0.06,0.06,0.85,0.05436;559;1047;1135;1738;1921;2020;2132;2299;2981;3416;3440;3806
fsdr,21782,4200,97.63,20,16,0.85,0.85,0.85,0.06,0.05,0.05,0.85,0.05457;595;799;1102;1137;1610;1911;1923;1930;2020;2132;2981;3403;3434;3740;3791
mi,21782,66,6.01,2,2,0.85,0.57,0.53,0.05,0.09,0.1,0,06;5
mi,21782,66,5.96,5,5,0.85,0.73,0.69,0.05,0.07,0.08,0,06;5;7;8;4
mi,21782,66,5.92,10,10,0.85,0.75,0.72,0.05,0.07,0.07,0,06;5;7;8;4;9;10;3;11;2
mi,21782,66,5.93,15,15,0.85,0.75,0.72,0.05,0.07,0.07,0,06;5;7;8;4;9;10;3;11;2;12;1;13;0;14
mi,21782,66,5.91,20,20,0.85,0.8,0.79,0.05,0.06,0.06,0,06;5;7;8;4;9;10;3;11;2;12;1;13;0;14;52;59;54;15;60
sfs,21782,66,1.07,2,2,0.85,0.72,0.69,0.05,0.07,0.08,0,06;15
sfs,21782,66,3.47,5,5,0.85,0.83,0.82,0.05,0.06,0.06,0,06;15;49;56;59
sfs,21782,66,9.09,10,10,0.85,0.85,0.85,0.05,0.05,0.06,0,02;6;14;15;48;49;53;54;56;59
sfs,21782,66,17.51,15,15,0.85,0.87,0.87,0.05,0.05,0.05,0,02;6;13;14;15;33;48;49;50;51;53;54;56;59;65
sfs,21782,66,28.09,20,20,0.85,0.86,0.86,0.05,0.05,0.05,0,02;6;11;13;14;15;30;33;36;40;43;48;49;50;51;53;54;56;59;65
lasso,21782,66,0.03,2,2,0.85,0.25,0.23,0.05,0.12,0.12,-0.0,0.1465;16
lasso,21782,66,0.02,5,5,0.85,0.38,0.35,0.05,0.11,0.11,-0.0,0.1465;16;30;29;28
lasso,21782,66,0.02,10,10,0.85,0.38,0.36,0.05,0.11,0.11,-0.0,0.1465;16;30;29;28;27;26;25;24;23
lasso,21782,66,0.02,15,15,0.85,0.48,0.46,0.05,0.1,0.1,-0.0,0.1465;16;30;29;28;27;26;25;24;23;22;21;20;19;18
lasso,21782,66,0.02,20,20,0.85,0.68,0.66,0.05,0.08,0.08,-0.0,0.1465;16;30;29;28;27;26;25;24;23;22;21;20;19;18;17;15;64;14;13
fsdr,21782,66,17.64,2,2,0.85,0.6,0.55,0.05,0.09,0.09,0.53,0.16;34
fsdr,21782,66,25.32,5,5,0.85,0.81,0.8,0.05,0.06,0.06,0.82,0.066;17;32;36;54
fsdr,21782,66,56.19,10,9,0.85,0.84,0.83,0.05,0.05,0.06,0.84,0.066;12;17;28;31;33;47;54;59
fsdr,21782,66,86.07,15,13,0.85,0.83,0.82,0.05,0.06,0.06,0.84,0.067;11;17;18;26;31;33;34;38;47;54;57;59
fsdr,21782,66,111.37,20,13,0.85,0.82,0.82,0.05,0.06,0.06,0.85,0.066;10;12;17;18;27;30;31;33;36;47;54;59
mi,2178,4200,32.59,2,2,0.53,0.53,0.39,0.09,0.1,0.1,0,0368;407
mi,2178,4200,32.42,5,5,0.53,0.53,0.39,0.09,0.1,0.1,0,0368;407;367;408;409
mi,2178,4200,32.34,10,10,0.53,0.54,0.43,0.09,0.1,0.1,0,0368;407;367;408;409;406;410;415;414;412
mi,2178,4200,32.38,15,15,0.53,0.54,0.41,0.09,0.1,0.1,0,0368;407;367;408;409;406;410;415;414;412;411;369;416;366;413
mi,2178,4200,32.34,20,20,0.53,0.56,0.43,0.09,0.1,0.1,0,0368;407;367;408;409;406;410;415;414;412;411;369;416;366;413;417;405;365;370;418
sfs,2178,4200,43.43,2,2,0.53,0.69,0.57,0.09,0.08,0.09,0,0419;995
sfs,2178,4200,112.19,5,5,0.53,0.82,0.79,0.09,0.06,0.06,0,0419;986;995;3633;3818
sfs,2178,4200,258.94,10,10,0.53,0.84,0.82,0.09,0.06,0.06,0,017;419;986;995;2994;3198;3633;3818;3841;3884
sfs,2178,4200,480.78,15,15,0.53,0.87,0.85,0.09,0.05,0.05,0,017;419;986;995;2994;3056;3198;3453;3570;3633;3791;3818;3841;3884;4199
sfs,2178,4200,761.15,20,20,0.53,0.88,0.85,0.09,0.05,0.05,0,017;36;419;986;995;2924;2994;2996;3056;3198;3453;3570;3633;3773;3791;3818;3841;3884;3988;4199
lasso,2178,4200,0.12,2,2,0.53,0.22,0.32,0.09,0.13,0.11,-0.0,0.134199;1410
lasso,2178,4200,0.11,5,5,0.53,0.23,0.33,0.09,0.13,0.11,-0.0,0.134199;1410;1408;1407;1406
lasso,2178,4200,0.12,10,10,0.53,0.23,0.33,0.09,0.13,0.11,-0.0,0.134199;1410;1408;1407;1406;1405;1404;1403;1402;1401
lasso,2178,4200,0.11,15,15,0.53,0.23,0.33,0.09,0.13,0.11,-0.0,0.134199;1410;1408;1407;1406;1405;1404;1403;1402;1401;1400;1399;1398;1397;1396
lasso,2178,4200,0.12,20,20,0.53,0.23,0.33,0.09,0.13,0.11,-0.0,0.134199;1410;1408;1407;1406;1405;1404;1403;1402;1401;1400;1399;1398;1397;1396;1395;1394;1393;1392;1391
fsdr,2178,4200,13.88,2,2,0.53,0.56,0.46,0.09,0.1,0.1,0.47,0.1360;2413
fsdr,2178,4200,22.77,5,5,0.53,0.84,0.83,0.09,0.06,0.05,0.77,0.06404;1239;2020;2656;3454
fsdr,2178,4200,40.19,10,10,0.53,0.85,0.86,0.09,0.06,0.05,0.83,0.05412;643;1123;1778;1896;2133;2256;2989;3439;3811
fsdr,2178,4200,56.76,15,15,0.53,0.86,0.85,0.09,0.06,0.05,0.85,0.05440;500;808;1009;1406;1803;1926;2020;2121;2425;2442;2988;3428;3439;3812
fsdr,2178,4200,84.47,20,20,0.53,0.87,0.85,0.09,0.05,0.05,0.84,0.05416;489;897;1068;1078;1136;1402;1876;1886;2019;2155;2232;2313;2461;2633;2976;3443;3458;3616;3816
