algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,selected_features
fsdr,247,2151,20.47,2,2,0.55,0.26,0.18,0.14,0.16,0.2,664;1372
fsdr,247,2151,36.57,5,5,0.55,0.43,0.32,0.14,0.14,0.18,334;737;1044;1290;1777
fsdr,247,2151,60.67,10,10,0.55,0.57,0.47,0.14,0.12,0.16,275;392;595;945;1046;1156;1288;1586;1739;1913
fsdr,247,2151,115.62,20,19,0.55,0.55,0.5,0.14,0.12,0.15,156;282;395;408;473;621;809;820;923;985;1064;1138;1197;1288;1586;1591;1642;1913;2019
