algorithm,rows,columns,time,target_size,final_size,r2_original,r2_train,r2_test,rmse_original,rmse_train,rmse_test,selected_features
fsdr,247,2151,15.81,2,2,0.54,0.23,0.14,0.15,0.16,0.2,664;1372
fsdr,247,2151,22.46,5,5,0.54,0.32,0.21,0.15,0.15,0.19,334;735;1038;1288;1777
fsdr,247,2151,41.02,10,10,0.54,0.54,0.41,0.15,0.12,0.17,275;367;596;946;1035;1156;1288;1586;1739;1916
fsdr,247,2151,71.65,20,20,0.54,0.57,0.35,0.15,0.12,0.17,157;282;395;408;425;614;722;809;923;985;1064;1138;1197;1288;1586;1590;1591;1644;1913;2019
