epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.15452,0.15458,3.3,202,400,598,796,994,1192,1390,1586,1783,1983,2181,2379,2575,2772,2970,3170,3366,3565,3762,3960
1,0,0,0.14907,0.14905,3.39,202,400,599,796,995,1193,1391,1585,1783,1984,2181,2380,2574,2772,2969,3170,3365,3566,3762,3960
2,0,0,0.14395,0.14386,3.46,203,401,599,796,995,1193,1391,1584,1783,1985,2180,2380,2573,2771,2969,3171,3365,3566,3761,3960
3,0,0,0.13945,0.1393,3.59,203,401,600,795,996,1194,1392,1584,1783,1986,2181,2380,2572,2770,2968,3172,3364,3567,3761,3959
4,0.00948,0.00616,0.13574,0.13552,3.67,203,401,600,795,997,1195,1393,1585,1783,1987,2181,2379,2571,2769,2967,3172,3363,3567,3760,3959
5,0.05053,0.04814,0.13289,0.13263,3.75,203,401,601,795,998,1195,1394,1586,1784,1988,2181,2379,2570,2768,2966,3173,3363,3568,3760,3959
6,0.07877,0.07739,0.1309,0.13057,3.92,203,402,601,795,998,1196,1395,1586,1784,1989,2181,2379,2569,2767,2965,3173,3362,3568,3760,3959
7,0.09144,0.0912,0.13,0.12959,4.0,204,402,602,795,999,1196,1395,1587,1784,1990,2181,2378,2568,2766,2964,3174,3362,3569,3759,3958
8,0.08523,0.08641,0.13044,0.12993,4.08,204,402,602,795,1000,1197,1396,1588,1784,1991,2181,2378,2567,2765,2964,3174,3361,3569,3759,3958
9,0.06811,0.0703,0.13166,0.13107,4.15,204,403,602,794,1001,1197,1397,1589,1783,1992,2180,2378,2566,2764,2963,3174,3360,3569,3759,3958
10,0.05393,0.05674,0.13265,0.13203,4.23,204,403,602,794,1001,1198,1397,1590,1783,1993,2180,2377,2565,2763,2963,3174,3360,3570,3759,3958
11,0.04889,0.05201,0.13301,0.13236,4.3,204,403,603,793,1002,1198,1398,1590,1782,1993,2179,2377,2564,2762,2962,3173,3359,3570,3758,3958
12,0.0523,0.05526,0.13277,0.13213,4.37,204,404,603,793,1003,1198,1398,1591,1781,1994,2178,2376,2564,2761,2962,3172,3359,3570,3758,3957
13,0.0598,0.06266,0.13224,0.13161,4.44,205,404,603,792,1004,1198,1398,1591,1781,1994,2178,2376,2563,2760,2962,3172,3358,3570,3758,3957
14,0.06861,0.07151,0.13162,0.13099,4.52,205,405,603,792,1004,1198,1398,1592,1780,1995,2178,2375,2562,2759,2962,3171,3358,3571,3758,3957
15,0.07759,0.08031,0.13099,0.13037,4.59,205,405,602,791,1005,1198,1398,1592,1779,1995,2177,2375,2561,2758,2962,3170,3357,3571,3758,3957
16,0.08671,0.08918,0.13034,0.12974,4.66,205,405,602,790,1006,1198,1397,1593,1779,1996,2176,2374,2561,2757,2962,3170,3356,3571,3758,3957
17,0.0951,0.09727,0.12974,0.12916,4.73,205,406,602,790,1007,1198,1397,1593,1778,1996,2176,2373,2560,2756,2962,3169,3356,3571,3758,3957
