epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0,0,0.16764,0.16668,3.42,381,760,1136,1516,1891,2271,2647,3024,3402,3781
1,0,0,0.15906,0.15817,3.48,381,761,1135,1517,1890,2271,2646,3024,3401,3781
2,0,0,0.15193,0.15114,3.54,381,761,1135,1518,1889,2270,2645,3024,3401,3782
3,0,0,0.14667,0.14594,3.64,381,762,1134,1519,1888,2270,2644,3024,3400,3782
4,0,0,0.14369,0.14301,3.7,381,763,1133,1519,1887,2270,2643,3025,3400,3782
5,0,0,0.14237,0.14179,3.75,381,763,1132,1520,1887,2270,2643,3025,3399,3782
6,0,0,0.14228,0.14178,3.8,381,764,1132,1521,1886,2270,2642,3026,3399,3782
7,0,0,0.14291,0.14248,3.94,381,764,1131,1522,1885,2270,2642,3027,3398,3782
8,0,0,0.1437,0.14333,3.98,381,765,1131,1522,1885,2270,2642,3027,3397,3782
9,0,0,0.14426,0.14392,4.03,381,766,1130,1523,1885,2270,2641,3028,3397,3782
10,0,0,0.1444,0.14408,4.08,381,766,1130,1524,1885,2270,2641,3028,3396,3782
11,0,0,0.1441,0.14378,4.13,381,767,1130,1524,1884,2270,2641,3028,3395,3782
12,0,0,0.14344,0.14311,4.18,381,767,1130,1525,1884,2270,2640,3029,3395,3782
13,0,0,0.1426,0.14226,4.22,380,768,1130,1525,1885,2269,2640,3029,3394,3782
14,0,0,0.14181,0.14144,4.27,380,768,1130,1525,1885,2269,2639,3029,3394,3782
15,0,0,0.1412,0.14081,4.32,380,769,1130,1526,1885,2269,2639,3030,3393,3782
16,0,0,0.14071,0.14031,4.36,380,769,1130,1526,1885,2269,2638,3030,3392,3782
17,0,0,0.14029,0.13988,4.41,380,770,1130,1527,1885,2269,2638,3030,3392,3782
18,0,0,0.13991,0.13949,4.46,380,771,1130,1527,1886,2269,2637,3030,3391,3781
19,0,0,0.1396,0.13917,4.51,380,771,1130,1527,1886,2269,2636,3030,3390,3781
20,0,0,0.13934,0.1389,4.56,380,772,1130,1528,1887,2269,2635,3030,3390,3781
21,0,0,0.13913,0.13867,4.61,380,772,1130,1528,1887,2269,2634,3029,3389,3781
22,0,0,0.13894,0.13848,4.66,381,773,1130,1528,1888,2269,2634,3029,3389,3780
23,0,0,0.13876,0.13828,4.71,381,773,1130,1529,1888,2269,2633,3029,3388,3780
24,0,0,0.13856,0.13807,4.75,381,774,1130,1529,1888,2268,2632,3028,3388,3780
25,0,0,0.13833,0.13782,4.8,381,774,1130,1529,1889,2268,2631,3028,3387,3779
26,0,0,0.13805,0.13753,4.85,381,775,1130,1530,1889,2268,2630,3028,3387,3779
27,0,0,0.13771,0.13719,4.9,382,775,1130,1530,1890,2268,2629,3027,3386,3779
28,0,0,0.13732,0.1368,4.96,382,776,1129,1530,1890,2268,2628,3027,3385,3778
29,0,0,0.13689,0.13638,5.01,382,776,1129,1531,1891,2268,2628,3026,3385,3778
30,0,0,0.13645,0.13595,5.06,383,777,1129,1531,1891,2267,2627,3026,3384,3778
31,0.00516,0.00563,0.13603,0.13556,5.1,383,777,1129,1531,1892,2267,2626,3025,3384,3777
32,0.01048,0.01062,0.13567,0.13522,5.15,383,778,1129,1531,1892,2267,2626,3025,3383,3777
33,0.01502,0.01497,0.13536,0.13492,5.19,384,778,1129,1532,1892,2266,2625,3024,3383,3776
34,0.01919,0.01905,0.13507,0.13464,5.23,384,779,1128,1532,1893,2266,2625,3024,3382,3776
35,0.02354,0.02332,0.13477,0.13435,5.27,384,779,1128,1532,1893,2266,2625,3023,3382,3776
36,0.02838,0.02813,0.13443,0.13401,5.32,384,780,1128,1532,1894,2266,2625,3023,3381,3775
37,0.03373,0.03352,0.13406,0.13364,5.36,385,780,1128,1533,1894,2265,2625,3022,3380,3775
38,0.03942,0.03932,0.13367,0.13324,5.41,385,780,1128,1533,1894,2265,2625,3022,3380,3775
39,0.04513,0.04524,0.13327,0.13283,5.45,386,781,1128,1533,1895,2265,2625,3021,3379,3774
40,0.05055,0.05095,0.13289,0.13243,5.51,386,781,1128,1533,1895,2265,2626,3021,3379,3774
41,0.0555,0.05619,0.13254,0.13207,5.56,386,782,1128,1533,1896,2265,2626,3020,3378,3774
42,0.05997,0.06089,0.13223,0.13174,5.61,387,782,1128,1533,1896,2265,2627,3020,3378,3773
43,0.0641,0.06521,0.13194,0.13143,5.65,387,783,1128,1534,1896,2265,2627,3019,3377,3773
44,0.06812,0.06934,0.13166,0.13114,5.7,387,783,1127,1534,1897,2264,2628,3018,3376,3773
45,0.07225,0.07353,0.13136,0.13085,5.75,388,783,1127,1534,1897,2264,2629,3018,3376,3772
46,0.07657,0.07786,0.13106,0.13054,5.8,388,784,1127,1534,1897,2264,2630,3017,3375,3772
47,0.08105,0.08231,0.13074,0.13023,5.84,388,784,1127,1534,1898,2264,2630,3016,3375,3772
48,0.08557,0.08676,0.13042,0.12991,5.89,389,784,1126,1534,1898,2263,2631,3015,3374,3771
49,0.08997,0.09109,0.1301,0.1296,5.94,389,785,1126,1535,1898,2263,2632,3014,3373,3771
50,0.09415,0.09521,0.1298,0.12931,5.99,390,785,1125,1535,1898,2262,2633,3014,3373,3770
51,0.09811,0.09914,0.12952,0.12903,6.04,390,786,1125,1535,1899,2262,2634,3013,3372,3770
52,0.10197,0.103,0.12924,0.12875,6.1,390,786,1125,1535,1899,2261,2635,3012,3372,3770
53,0.10584,0.1069,0.12896,0.12847,6.14,391,786,1124,1535,1899,2261,2636,3011,3371,3770
54,0.1098,0.11089,0.12868,0.12818,6.19,391,786,1124,1535,1899,2260,2637,3010,3370,3769
55,0.1138,0.11493,0.12839,0.12789,6.24,392,787,1123,1535,1899,2260,2638,3009,3370,3769
56,0.11773,0.11894,0.1281,0.1276,6.29,392,787,1123,1535,1899,2259,2640,3009,3369,3769
57,0.12148,0.1228,0.12783,0.12732,6.34,392,787,1122,1536,1900,2259,2641,3008,3369,3768
58,0.12503,0.12652,0.12757,0.12705,6.38,393,788,1122,1536,1900,2258,2642,3007,3368,3768
59,0.12842,0.13008,0.12733,0.12679,6.43,393,788,1121,1536,1900,2258,2643,3007,3368,3768
60,0.13167,0.13349,0.12709,0.12654,6.48,394,788,1121,1536,1900,2257,2645,3006,3367,3768
61,0.13485,0.13681,0.12685,0.1263,6.54,394,788,1121,1536,1900,2256,2646,3006,3367,3767
62,0.13802,0.1401,0.12662,0.12606,6.59,395,789,1120,1536,1900,2255,2647,3005,3366,3767
63,0.14118,0.14337,0.12639,0.12582,6.67,395,789,1120,1536,1901,2255,2648,3005,3366,3767
64,0.14434,0.14661,0.12616,0.12558,6.72,395,789,1119,1536,1901,2254,2650,3004,3365,3767
65,0.14745,0.1498,0.12593,0.12534,6.77,396,789,1118,1536,1901,2253,2651,3004,3365,3766
66,0.15049,0.15292,0.1257,0.12511,6.82,396,790,1118,1536,1901,2252,2652,3003,3364,3766
67,0.15345,0.15598,0.12548,0.12489,6.87,397,790,1117,1537,1901,2251,2653,3003,3364,3766
68,0.15635,0.15898,0.12527,0.12467,6.92,397,790,1117,1537,1901,2251,2654,3003,3363,3766
69,0.15921,0.16197,0.12506,0.12444,6.97,398,790,1116,1537,1901,2250,2655,3002,3363,3765
70,0.16205,0.16496,0.12484,0.12422,7.02,398,790,1115,1537,1901,2249,2656,3002,3362,3765
71,0.16487,0.16796,0.12463,0.124,7.06,398,790,1115,1537,1901,2248,2657,3002,3362,3765
72,0.16764,0.17095,0.12443,0.12378,7.11,399,791,1114,1537,1901,2247,2658,3002,3361,3765
73,0.17034,0.17388,0.12423,0.12356,7.16,399,791,1114,1537,1901,2246,2658,3001,3361,3764
74,0.17299,0.17676,0.12403,0.12334,7.21,400,791,1113,1537,1901,2245,2659,3001,3360,3764
75,0.1756,0.17956,0.12383,0.12313,7.27,400,791,1112,1537,1901,2244,2659,3001,3360,3764
76,0.17818,0.18232,0.12364,0.12292,7.32,401,791,1112,1537,1901,2243,2659,3001,3359,3764
77,0.18074,0.18505,0.12344,0.12272,7.37,401,791,1111,1537,1901,2242,2659,3001,3359,3764
78,0.18326,0.18774,0.12325,0.12252,7.42,401,791,1110,1538,1902,2241,2659,3000,3358,3763
79,0.18574,0.19037,0.12307,0.12232,7.47,402,791,1109,1538,1902,2240,2659,3000,3358,3763
80,0.18816,0.19294,0.12288,0.12212,7.52,402,791,1109,1538,1902,2238,2659,3000,3358,3763
81,0.19053,0.19547,0.1227,0.12193,7.57,403,791,1108,1538,1902,2237,2659,2999,3357,3763
82,0.19286,0.19796,0.12253,0.12174,7.62,403,791,1107,1538,1902,2236,2658,2999,3357,3763
83,0.19515,0.20044,0.12235,0.12155,7.67,403,791,1107,1538,1902,2235,2658,2999,3357,3762
84,0.19741,0.20288,0.12218,0.12137,7.72,404,791,1106,1538,1902,2234,2657,2998,3356,3762
85,0.19963,0.20526,0.12201,0.12119,7.77,404,791,1105,1538,1902,2233,2657,2998,3356,3762
86,0.2018,0.20759,0.12185,0.12101,7.82,405,790,1105,1538,1902,2231,2657,2998,3356,3762
87,0.20393,0.20989,0.12169,0.12083,7.87,405,790,1104,1538,1902,2230,2656,2997,3355,3762
88,0.20602,0.21215,0.12153,0.12066,7.93,406,790,1103,1538,1902,2229,2656,2997,3355,3762
89,0.2081,0.21438,0.12137,0.12049,7.98,406,790,1102,1539,1903,2228,2656,2996,3355,3761
90,0.21015,0.2166,0.12121,0.12032,8.03,406,790,1102,1539,1903,2226,2655,2996,3354,3761
91,0.21219,0.21879,0.12105,0.12015,8.08,407,790,1101,1539,1903,2225,2655,2995,3354,3761
92,0.21421,0.22098,0.1209,0.11998,8.13,407,789,1100,1539,1903,2224,2655,2995,3354,3761
93,0.21621,0.22315,0.12074,0.11982,8.18,408,789,1100,1539,1903,2223,2655,2994,3353,3761
94,0.2182,0.22531,0.12059,0.11965,8.22,408,789,1099,1539,1903,2221,2654,2994,3353,3761
95,0.22017,0.22746,0.12044,0.11948,8.27,408,789,1098,1539,1903,2220,2654,2993,3353,3760
96,0.22214,0.22961,0.12029,0.11932,8.32,409,788,1097,1539,1903,2219,2654,2992,3353,3760
97,0.22409,0.23175,0.12013,0.11915,8.36,409,788,1097,1539,1904,2217,2654,2992,3352,3760
98,0.22603,0.23389,0.11998,0.11899,8.41,409,788,1096,1539,1904,2216,2654,2991,3352,3760
99,0.22796,0.236,0.11983,0.11882,8.47,410,787,1095,1539,1904,2215,2655,2990,3352,3760
100,0.22986,0.23811,0.11969,0.11866,8.52,410,787,1094,1539,1904,2213,2655,2989,3352,3760
101,0.23175,0.24019,0.11954,0.11849,8.56,411,787,1094,1539,1904,2212,2655,2989,3352,3759
102,0.23363,0.24226,0.11939,0.11833,8.61,411,786,1093,1540,1904,2211,2655,2988,3351,3759
103,0.23549,0.2443,0.11925,0.11817,8.66,411,786,1092,1540,1905,2209,2655,2987,3351,3759
104,0.23735,0.24634,0.1191,0.11801,8.7,412,785,1092,1540,1905,2208,2655,2986,3351,3759
105,0.23921,0.24837,0.11896,0.11786,8.75,412,785,1091,1540,1905,2207,2655,2985,3351,3759
