epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.11641,0.11892,0.0,0.0,0.05,12,24,35,47,59,71,83,94,106,118
1,0.11641,0.11892,0.0,0.0,0.06,12,24,35,47,59,71,83,94,106,118
2,0.11641,0.11892,0.0,0.0,0.08,12,24,35,47,59,71,82,94,106,118
3,0.11641,0.11892,0.0,0.0,0.1,12,24,35,47,59,71,82,94,106,118
4,0.11641,0.11892,0.0,0.0,0.11,12,24,35,47,59,71,82,94,106,118
5,0.11641,0.11892,0.0,0.0,0.13,12,24,35,47,59,71,82,94,106,118
6,0.11641,0.11892,0.0,0.0,0.15,12,24,35,47,59,71,82,94,106,118
7,0.11641,0.11892,0.0,0.0,0.17,12,24,35,47,59,71,82,94,106,118
8,0.11641,0.11892,0.0,0.0,0.18,12,24,35,47,59,71,82,94,106,118
9,0.11641,0.11892,0.0,0.0,0.2,12,23,35,47,59,71,82,94,106,118
10,0.11641,0.11892,0.0,0.0,0.21,12,23,35,47,59,71,82,94,106,118
11,0.11641,0.11892,0.0,0.0,0.23,12,23,35,47,59,71,82,94,106,118
12,0.11641,0.11892,0.0,0.0,0.25,12,23,35,47,59,71,82,94,106,118
13,0.11641,0.11892,0.0,0.0,0.27,12,23,35,47,59,71,82,94,106,118
14,0.11641,0.11892,0.0,0.0,0.28,12,23,35,47,59,71,82,94,106,118
15,0.11641,0.11892,0.0,0.0,0.3,12,23,35,47,60,71,82,94,106,118
16,0.11641,0.11892,0.0,0.0,0.32,12,23,35,47,60,71,82,94,106,118
17,0.11641,0.11892,0.0,0.0,0.33,12,23,35,47,60,71,82,94,106,118
18,0.11641,0.11892,0.0,0.0,0.35,12,23,35,47,60,71,82,94,106,118
19,0.11641,0.11892,0.0,0.0,0.37,12,23,35,47,60,71,82,94,106,118
20,0.11641,0.11892,0.0,0.0,0.38,12,23,35,47,60,71,82,94,106,118
21,0.11641,0.11892,0.0,0.0,0.4,12,23,35,47,60,71,82,94,106,118
22,0.11641,0.11892,0.0,0.0,0.42,12,23,35,47,60,71,82,94,106,118
23,0.11641,0.11892,0.0,0.0,0.44,12,23,35,47,60,72,83,94,106,118
24,0.11641,0.11892,0.0,0.0,0.45,12,23,35,47,60,72,83,94,106,118
25,0.11641,0.11892,0.0,0.0,0.47,12,23,35,47,60,72,83,94,106,118
26,0.11641,0.11892,0.0,0.0,0.48,12,23,35,46,60,72,83,94,106,118
27,0.11641,0.11892,0.0,0.0,0.5,12,23,35,46,60,72,83,94,106,118
28,0.11641,0.11892,0.0,0.0,0.51,12,23,35,46,60,72,83,94,106,118
29,0.11641,0.11892,0.0,0.0,0.53,12,23,35,46,60,72,83,94,106,118
30,0.11641,0.11892,0.0,0.0,0.54,12,23,35,46,60,72,83,94,106,118
31,0.11641,0.11892,0.0,0.0,0.56,12,23,35,46,60,72,83,94,106,118
32,0.11641,0.11892,0.0,0.0,0.57,12,23,35,46,60,72,83,94,106,118
33,0.11641,0.11892,0.0,0.0,0.58,12,23,35,46,60,72,83,94,106,118
34,0.11641,0.11892,0.0,0.0,0.6,12,23,35,46,60,72,83,94,106,118
35,0.11641,0.11892,0.0,0.0,0.61,12,23,35,46,60,72,83,93,106,118
36,0.11641,0.11892,0.0,0.0,0.63,12,23,35,46,60,72,83,93,106,117
37,0.11641,0.11892,0.0,0.0,0.65,12,23,35,46,60,72,83,93,106,117
38,0.11641,0.11892,0.0,0.0,0.66,12,23,35,46,60,72,83,93,106,117
39,0.11641,0.11892,0.0,0.0,0.67,12,23,35,46,60,72,83,93,106,117
40,0.11641,0.11892,0.0,0.0,0.69,12,23,35,46,60,72,83,93,106,117
41,0.11641,0.11892,-0.0001,-0.00013,0.7,12,23,35,46,60,72,83,93,106,117
42,0.11641,0.11892,-0.00115,-0.0009,0.72,12,23,35,46,60,72,83,93,106,117
43,0.11641,0.11892,-0.00343,-0.0031,0.73,12,23,35,46,60,72,83,93,106,117
44,0.11641,0.11892,-0.00591,-0.00545,0.75,12,23,35,46,60,72,83,93,106,117
45,0.11761,0.11892,-0.00709,-0.00885,0.76,12,23,36,46,60,72,83,93,106,117
46,0.12102,0.12252,-0.00873,-0.00958,0.78,12,23,36,46,60,72,83,93,106,117
47,0.12242,0.12973,-0.01659,-0.00695,0.79,12,23,36,46,60,72,83,93,106,117
48,0.12903,0.12793,-0.01688,-0.01908,0.81,13,23,36,46,60,72,83,93,106,117
49,0.13625,0.13514,-0.01655,-0.01592,0.82,13,23,36,46,60,72,83,93,106,117
50,0.14446,0.14595,-0.01666,-0.01023,0.84,13,23,36,46,60,72,83,93,106,117
51,0.16289,0.16757,-0.00623,0.0072,0.86,13,23,36,46,60,72,83,93,106,117
52,0.17652,0.18559,-0.00055,0.02073,0.87,13,23,36,46,60,72,83,93,106,117
53,0.18634,0.18739,0.00369,0.01631,0.89,13,23,36,46,60,72,83,93,106,117
54,0.19235,0.1982,0.00736,0.02551,0.91,13,23,36,46,60,72,83,93,106,117
55,0.19495,0.1982,0.00821,0.02403,0.93,13,23,36,46,60,72,83,93,106,117
56,0.19876,0.2,0.01115,0.02501,0.95,13,23,36,46,60,72,82,93,106,117
57,0.19715,0.1964,0.00812,0.01939,0.97,13,23,36,46,60,71,82,93,106,117
58,0.19455,0.18919,0.00427,0.00991,0.99,13,23,36,46,60,71,82,93,106,117
59,0.19335,0.18559,0.00236,0.00496,1.0,13,23,36,46,60,71,82,93,106,117
60,0.19215,0.18378,0.00072,0.00262,1.02,13,23,36,46,60,71,82,93,106,117
61,0.19195,0.18378,0.00036,0.00248,1.04,13,23,36,46,60,71,82,93,106,117
62,0.19195,0.18198,0.00032,0.00014,1.06,13,23,36,46,60,71,82,93,106,117
63,0.19175,0.18198,6e-05,0.0,1.08,13,23,36,46,60,71,82,93,106,117
64,0.19175,0.18198,0.0,0.0,1.1,13,23,36,46,60,71,82,93,106,117
65,0.19175,0.18198,0.0,0.0,1.12,13,23,36,46,60,71,82,93,106,117
66,0.19175,0.18198,0.0,0.0,1.14,13,23,36,46,60,71,82,93,106,117
67,0.19175,0.18198,0.0,0.0,1.15,13,23,36,46,60,71,82,92,106,117
68,0.19175,0.18198,0.0,0.0,1.17,13,23,36,46,60,71,82,92,106,117
69,0.19175,0.18198,0.0,0.0,1.19,13,23,36,46,60,71,82,92,106,117
70,0.19175,0.18198,0.0,0.0,1.21,13,23,36,46,59,71,82,92,106,117
71,0.19175,0.18198,0.0,0.0,1.22,13,23,36,46,59,71,82,92,106,117
72,0.19175,0.18198,0.0,0.0,1.24,13,23,36,46,59,71,82,92,106,117
73,0.19175,0.18198,0.0,0.0,1.26,13,23,36,46,59,71,82,92,106,117
74,0.19175,0.18198,0.0,0.0,1.28,13,23,36,46,59,71,82,92,106,117
75,0.19175,0.18198,0.0,0.0,1.3,13,23,36,46,59,71,82,92,106,117
76,0.19175,0.18198,0.0,0.0,1.31,13,23,36,47,59,71,82,92,106,117
77,0.19175,0.18198,0.0,0.0,1.33,13,23,36,47,59,71,82,92,106,117
78,0.19175,0.18198,0.0,0.0,1.35,13,23,36,47,59,71,82,92,106,117
79,0.19175,0.18198,0.0,0.0,1.37,13,23,36,47,59,71,82,92,106,117
80,0.19175,0.18198,0.0,0.0,1.38,13,23,36,47,59,71,82,92,106,117
81,0.19175,0.18198,0.0,0.0,1.41,13,23,36,47,59,71,82,92,106,117
82,0.19175,0.18198,0.0,0.0,1.42,13,23,36,46,59,71,82,92,106,117
83,0.19175,0.18198,0.0,0.0,1.44,13,23,36,46,59,71,82,92,106,117
84,0.19215,0.18378,0.00039,0.00143,1.46,13,23,36,46,59,71,82,92,106,117
85,0.19415,0.18559,0.00161,0.00312,1.48,13,23,36,46,59,71,82,92,106,117
