epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.11501,0.12973,0.0,0.0,0.05,12,24,35,47,59,71,83,94,106,118
1,0.11501,0.12973,0.0,0.0,0.06,12,24,35,47,59,71,83,94,106,118
2,0.11501,0.12973,0.0,0.0,0.08,12,24,35,47,59,71,82,94,106,118
3,0.11501,0.12973,0.0,0.0,0.09,12,24,35,47,59,71,82,94,106,118
4,0.11501,0.12973,0.0,0.0,0.11,12,24,35,47,59,71,82,94,106,118
5,0.11501,0.12973,0.0,0.0,0.13,12,24,35,47,59,71,82,94,106,118
6,0.11501,0.12973,0.0,0.0,0.14,12,24,35,47,59,71,82,94,106,118
7,0.11501,0.12973,0.0,0.0,0.15,12,24,35,47,59,71,82,94,106,118
8,0.11501,0.12973,0.0,0.0,0.17,12,24,35,47,59,71,82,94,106,118
9,0.11501,0.12973,0.0,0.0,0.18,12,23,35,47,59,71,82,94,106,118
10,0.11501,0.12973,0.0,0.0,0.2,12,23,35,47,59,71,82,94,106,118
11,0.11501,0.12973,0.0,0.0,0.21,12,23,35,47,59,71,82,94,106,118
12,0.11501,0.12973,0.0,0.0,0.23,12,23,35,47,59,71,82,94,106,118
13,0.11501,0.12973,0.0,0.0,0.25,12,23,35,47,59,71,82,94,106,118
14,0.11501,0.12973,0.0,0.0,0.26,12,23,35,47,59,71,82,94,106,118
15,0.11501,0.12973,0.0,0.0,0.27,12,23,35,47,60,71,82,94,106,118
16,0.11501,0.12973,0.0,0.0,0.29,12,23,35,47,60,71,82,94,106,118
17,0.11501,0.12973,0.0,0.0,0.3,12,23,35,47,60,71,82,94,106,118
18,0.11501,0.12973,0.0,0.0,0.32,12,23,35,47,60,71,82,94,106,118
19,0.11501,0.12973,0.0,0.0,0.33,12,23,35,47,60,71,82,94,106,118
20,0.11501,0.12973,0.0,0.0,0.35,12,23,35,47,60,71,82,94,106,118
21,0.11501,0.12973,0.0,0.0,0.36,12,23,35,47,60,71,82,94,106,118
22,0.11501,0.12973,0.0,0.0,0.38,12,23,35,47,60,71,82,94,106,118
23,0.11501,0.12973,0.0,0.0,0.39,12,23,35,47,60,72,83,94,106,118
24,0.11501,0.12973,0.0,0.0,0.41,12,23,35,47,60,72,83,94,106,118
25,0.11501,0.12973,0.0,0.0,0.42,12,23,35,47,60,72,83,94,106,118
26,0.11501,0.12973,0.0,0.0,0.44,12,23,35,46,60,72,83,94,106,118
27,0.11501,0.12973,0.0,0.0,0.45,12,23,35,46,60,72,83,94,106,118
28,0.11501,0.12973,0.0,0.0,0.47,12,23,35,46,60,72,83,94,106,118
29,0.11501,0.12973,0.0,0.0,0.48,12,23,35,46,60,72,83,94,106,118
30,0.11501,0.12973,0.0,0.0,0.49,12,23,35,46,60,72,83,94,106,118
31,0.11501,0.12973,0.0,0.0,0.51,12,23,35,46,60,72,83,94,106,118
32,0.11501,0.12973,0.0,0.0,0.52,12,23,35,46,60,72,83,94,106,118
33,0.11501,0.12973,0.0,0.0,0.54,12,23,35,46,60,72,83,94,106,118
34,0.11501,0.12973,0.0,0.0,0.55,12,23,35,46,60,72,83,94,106,118
35,0.11501,0.12973,0.0,0.0,0.57,12,23,35,46,60,72,83,93,106,118
36,0.11501,0.12973,0.0,0.0,0.58,12,23,35,46,60,72,83,93,106,117
37,0.11501,0.12973,0.0,0.0,0.6,12,23,35,46,60,72,83,93,106,117
38,0.11501,0.12973,0.0,0.0,0.61,12,23,35,46,60,72,83,93,106,117
39,0.11501,0.12973,0.0,0.0,0.63,12,23,35,46,60,72,83,93,106,117
40,0.11501,0.12973,0.0,0.0,0.64,12,23,35,46,60,72,83,93,106,117
41,0.11501,0.12973,-0.00016,0.0,0.66,12,23,35,46,60,72,83,93,106,117
42,0.11501,0.12973,-0.00133,-0.00071,0.67,12,23,35,46,60,72,83,93,106,117
43,0.11501,0.12973,-0.00385,-0.00212,0.69,12,23,35,46,60,72,83,93,106,117
44,0.11541,0.12973,-0.006,-0.00374,0.71,12,23,35,46,60,72,83,93,106,117
45,0.11681,0.13333,-0.00716,-0.00263,0.72,12,23,35,46,60,72,83,93,106,117
46,0.12002,0.13333,-0.00923,-0.0065,0.74,12,23,35,46,60,72,83,93,106,117
47,0.12282,0.13874,-0.01609,-0.00421,0.76,12,23,36,46,60,72,83,93,106,117
48,0.12883,0.13874,-0.01747,-0.01135,0.77,13,23,36,46,60,72,83,93,106,117
49,0.13765,0.14414,-0.0165,-0.00957,0.79,13,23,36,46,60,72,83,93,106,117
50,0.14727,0.16036,-0.0152,0.00296,0.8,13,23,36,46,60,72,83,93,106,117
51,0.1657,0.17838,-0.00501,0.0172,0.82,13,23,36,46,60,72,83,93,106,117
52,0.17431,0.17658,-0.00487,0.00943,0.83,13,23,36,46,60,72,83,93,106,117
53,0.18373,0.1964,-0.00032,0.02897,0.84,13,23,36,46,60,72,83,93,106,117
54,0.19235,0.2018,0.00658,0.03253,0.86,13,23,36,46,60,72,83,93,106,117
55,0.19515,0.2,0.00789,0.02922,0.87,13,23,36,46,60,72,82,93,106,117
56,0.19836,0.2,0.01018,0.02849,0.89,13,23,36,46,60,72,82,93,106,117
57,0.19655,0.1964,0.00714,0.02339,0.9,13,23,36,46,60,72,82,93,106,117
58,0.19495,0.18919,0.00457,0.014,0.92,13,23,36,46,60,71,82,93,106,117
59,0.19355,0.18378,0.00236,0.00711,0.93,13,23,36,46,60,71,82,93,106,117
60,0.19215,0.18018,0.00046,0.00251,0.95,13,23,36,46,60,71,82,93,106,117
61,0.19195,0.18018,0.00011,0.00241,0.96,13,23,36,46,60,71,82,93,106,117
62,0.19195,0.17838,6e-05,0.00011,0.98,13,23,36,46,60,71,82,93,106,117
63,0.19175,0.17838,-0.00021,0.0,0.99,13,23,36,46,60,71,82,93,106,117
64,0.19195,0.17838,0.0,0.0,1.01,13,23,36,46,60,71,82,93,106,117
65,0.19195,0.17838,0.0,0.0,1.02,13,23,36,46,60,71,82,93,106,117
66,0.19195,0.17838,0.0,0.0,1.04,13,23,36,46,60,71,82,93,106,117
67,0.19195,0.17838,0.0,0.0,1.06,13,23,36,46,60,71,82,92,106,117
68,0.19195,0.17838,0.0,0.0,1.08,13,23,36,46,60,71,82,92,106,117
69,0.19195,0.17838,0.0,0.0,1.09,13,23,36,46,60,71,82,92,106,117
70,0.19195,0.17838,0.0,0.0,1.11,13,23,36,46,60,71,82,92,106,117
71,0.19195,0.17838,0.0,0.0,1.12,13,23,36,46,59,71,82,92,106,117
72,0.19195,0.17838,0.0,0.0,1.14,13,23,36,46,59,71,82,92,106,117
73,0.19195,0.17838,0.0,0.0,1.16,13,23,36,46,59,71,82,92,106,117
74,0.19195,0.17838,0.0,0.0,1.17,13,23,36,46,59,71,82,92,106,117
75,0.19195,0.17838,0.0,0.0,1.19,13,23,36,46,59,71,82,92,106,117
76,0.19195,0.17838,0.0,0.0,1.21,13,23,36,46,59,71,82,92,106,117
77,0.19195,0.17838,0.0,0.0,1.22,13,23,36,46,59,71,82,92,106,117
78,0.19195,0.17838,0.0,0.0,1.24,13,23,36,46,59,71,82,92,106,117
79,0.19195,0.17838,0.0,0.0,1.25,13,23,36,46,59,71,82,92,106,117
80,0.19195,0.17838,0.0,0.0,1.27,13,23,36,46,59,71,82,92,106,117
81,0.19195,0.17838,0.0,0.0,1.29,13,23,36,46,59,71,82,92,106,117
82,0.19195,0.17838,0.0,0.0,1.3,13,23,36,46,59,71,82,92,106,117
83,0.19195,0.17838,0.0,0.0,1.32,13,23,36,46,59,71,82,92,106,117
84,0.19215,0.17838,0.00014,-0.00071,1.34,13,23,36,46,59,71,82,92,106,117
85,0.19395,0.18018,0.00115,0.00101,1.36,13,23,36,46,59,71,82,92,105,117
86,0.19756,0.18919,-0.00359,0.00276,1.37,13,23,37,46,59,71,81,92,105,117
87,0.2238,0.21081,0.00663,0.00796,1.39,13,23,37,46,59,71,81,92,105,117
88,0.27349,0.27748,0.02717,0.05086,1.41,13,23,37,46,59,71,81,92,105,117
89,0.31076,0.2991,0.03303,0.0348,1.42,13,23,37,46,59,71,81,92,105,117
90,0.30094,0.28649,0.0051,0.00354,1.44,13,23,37,46,59,71,82,92,105,117
91,0.29954,0.28649,0.00079,0.00055,1.45,13,23,37,46,59,71,82,92,105,117
92,0.29914,0.28649,0.0,0.0,1.47,13,23,37,46,59,71,82,92,105,117
93,0.29914,0.28649,0.0,0.0,1.49,13,23,37,46,59,70,82,92,105,117
