epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.01703,0.01441,0.0,0.0,0.06,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
1,0.01703,0.01441,0.0,0.0,0.09,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
2,0.01703,0.01441,0.0,0.0,0.13,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
3,0.01703,0.01441,0.0,0.0,0.16,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
4,0.01703,0.01441,0.0,0.0,0.19,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
5,0.01703,0.01441,0.0,0.0,0.22,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
6,0.01703,0.01441,0.0,0.0,0.26,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
7,0.01703,0.01441,0.0,0.0,0.29,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
8,0.01703,0.01441,0.0,0.0,0.32,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
9,0.01723,0.01441,9e-05,0.0,0.35,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
10,0.01943,0.01622,0.00066,0.00147,0.38,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
11,0.02684,0.02523,0.00448,0.00602,0.41,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,89,95,100,105,110,115,120,125
12,0.04207,0.03243,0.01293,0.00626,0.44,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,79,85,89,95,100,105,110,115,120,125
13,0.05789,0.05225,0.0211,0.01813,0.47,5,10,15,20,25,30,35,40,45,50,55,60,65,70,74,79,85,89,95,100,104,110,115,120,125
14,0.08033,0.07568,0.0343,0.0322,0.51,5,10,15,20,25,30,35,40,45,49,55,60,65,70,74,79,85,89,95,100,104,110,115,120,125
15,0.09896,0.0991,0.04566,0.04764,0.54,5,10,15,20,25,30,35,40,45,49,55,60,65,70,74,79,85,89,95,100,104,109,115,120,125
16,0.11318,0.11892,0.05411,0.06023,0.57,5,10,15,20,25,30,35,40,46,49,55,60,65,70,74,79,85,89,95,100,104,109,114,120,125
17,0.1256,0.14234,0.06195,0.07901,0.6,5,10,15,20,25,30,35,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,120,125
18,0.13401,0.14595,0.06739,0.08081,0.63,5,10,15,20,25,30,35,40,46,49,56,60,65,70,74,79,85,89,95,100,104,109,114,120,125
