epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.34816,0.35856,0.01169,0.03966,0.05,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
1,0.34816,0.36757,0.0152,0.05575,0.07,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
2,0.34615,0.36577,0.01792,0.05529,0.09,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
3,0.34675,0.37477,0.02452,0.07125,0.11,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
4,0.34515,0.37658,0.02898,0.07741,0.13,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
5,0.34595,0.38739,0.03617,0.09739,0.15,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
6,0.34415,0.38198,0.03933,0.09189,0.17,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
7,0.33774,0.37838,0.03585,0.09023,0.19,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
8,0.33514,0.37297,0.03653,0.08513,0.21,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
9,0.33053,0.36577,0.03457,0.07686,0.24,8,16,24,32,41,49,57,65,73,81,89,97,105,113,122
10,0.32873,0.36216,0.03503,0.07351,0.26,8,16,24,32,41,49,57,65,73,81,89,97,105,113,121
11,0.32552,0.35495,0.03254,0.06483,0.28,8,16,24,32,41,49,56,65,73,81,89,97,105,113,121
12,0.32452,0.35315,0.03301,0.06317,0.3,8,17,24,32,41,49,56,65,73,82,89,97,105,113,121
13,0.32091,0.35315,0.0297,0.06435,0.33,8,17,24,32,41,49,56,65,73,82,89,97,105,113,121
14,0.32011,0.35315,0.02981,0.06459,0.35,8,17,25,32,41,49,56,65,73,82,89,97,105,113,121
15,0.31851,0.34775,0.029,0.05725,0.37,8,17,25,32,41,49,56,65,73,82,89,97,105,113,121
16,0.31771,0.34234,0.02902,0.05016,0.39,8,17,25,32,41,49,56,65,72,82,89,97,105,113,121
17,0.3155,0.34234,0.02681,0.05064,0.41,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
18,0.3143,0.34234,0.02593,0.05124,0.43,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
19,0.3137,0.34234,0.02586,0.0516,0.46,8,17,25,32,41,48,56,66,72,82,89,97,105,113,121
20,0.3125,0.34054,0.02482,0.04936,0.48,8,17,25,32,41,48,56,66,72,82,89,97,105,113,121
21,0.3107,0.33874,0.02283,0.04737,0.5,8,17,25,32,41,48,56,66,72,82,89,97,105,113,121
22,0.30909,0.33694,0.0211,0.04489,0.52,8,17,25,32,41,48,56,66,72,82,89,97,105,113,121
23,0.30789,0.33514,0.01995,0.04242,0.54,8,17,25,32,41,48,56,66,72,82,89,97,105,113,121
24,0.30749,0.33153,0.0196,0.03759,0.57,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
25,0.30669,0.32973,0.01879,0.03512,0.59,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
26,0.30649,0.32973,0.0187,0.03512,0.61,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
27,0.30609,0.32973,0.01835,0.03536,0.64,8,17,25,32,41,49,56,66,72,82,89,97,105,113,121
28,0.30589,0.32793,0.01833,0.03302,0.66,8,17,25,32,42,49,57,66,72,82,89,97,105,113,121
29,0.30509,0.32613,0.01734,0.03055,0.68,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
30,0.30469,0.32432,0.01694,0.02808,0.7,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
31,0.30389,0.32432,0.0159,0.02832,0.72,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
32,0.30369,0.32613,0.01571,0.03103,0.74,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
33,0.30389,0.32613,0.01602,0.03103,0.77,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
34,0.30329,0.32252,0.01538,0.0261,0.79,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
35,0.30188,0.32072,0.01362,0.02363,0.81,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
36,0.30108,0.32072,0.0126,0.02375,0.83,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
37,0.30048,0.31892,0.01187,0.02141,0.85,8,17,25,32,42,49,57,66,72,82,89,96,105,113,121
38,0.30068,0.31892,0.01225,0.02141,0.87,8,17,25,31,42,49,57,66,72,82,89,96,104,113,121
39,0.30028,0.31892,0.01188,0.02141,0.9,8,17,25,31,42,49,57,66,72,82,89,96,104,113,121
40,0.29948,0.31892,0.01087,0.02166,0.92,8,17,25,31,42,49,57,66,72,82,89,96,104,113,121
41,0.29868,0.31892,0.00983,0.02166,0.94,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
42,0.29888,0.31712,0.01014,0.01919,0.96,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
43,0.29908,0.31712,0.01054,0.01919,0.98,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
44,0.29868,0.31351,0.01005,0.01426,1.0,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
45,0.29828,0.31351,0.00963,0.01426,1.02,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
46,0.29828,0.31351,0.00967,0.01426,1.04,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
47,0.29808,0.31351,0.00944,0.01439,1.06,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
48,0.29768,0.31351,0.00892,0.01439,1.08,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
49,0.29768,0.31351,0.00894,0.01439,1.11,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
50,0.29748,0.31351,0.00871,0.01426,1.13,8,17,25,31,42,49,57,66,72,83,89,96,104,113,121
51,0.29768,0.31351,0.00899,0.01426,1.15,8,17,25,31,42,49,57,67,72,83,89,96,104,113,121
52,0.29768,0.31351,0.00899,0.01426,1.17,8,17,25,31,42,49,57,67,72,83,89,96,104,113,121
53,0.29788,0.31351,0.00916,0.01414,1.19,8,17,25,31,42,49,57,67,72,83,89,96,104,113,121
54,0.29848,0.31351,0.00986,0.01414,1.21,8,17,25,31,42,49,57,67,72,83,89,96,104,113,121
