epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.01911,0.01463,-0.00277,-0.00265,0.08,8,15,23,31,38,46,53,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
1,0.01979,0.01585,-0.02721,-0.02554,0.12,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
2,0.03889,0.03415,-0.05314,-0.04038,0.15,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
3,0.08511,0.07683,-0.02943,-0.01651,0.18,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
4,0.11424,0.0939,-0.00726,-0.0054,0.22,8,15,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
5,0.12265,0.09756,-0.00052,-0.00401,0.25,8,15,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
6,0.12508,0.10244,0.00166,0.0007,0.28,8,16,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
7,0.12549,0.10366,0.00259,0.00242,0.32,8,16,23,31,38,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
8,0.12536,0.10366,0.00388,0.0041,0.35,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
9,0.12549,0.10366,0.00735,0.00614,0.38,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
10,0.12549,0.10366,0.01282,0.00995,0.41,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
11,0.12549,0.10366,0.02026,0.01515,0.44,8,16,23,31,39,46,54,61,68,76,83,92,100,106,114,122,130,137,145,152,160,168,175,183,190
12,0.12549,0.10366,0.02743,0.02064,0.47,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,122,130,137,145,152,160,168,175,183,190
13,0.12549,0.10366,0.03361,0.0255,0.5,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,137,145,152,160,168,175,183,190
14,0.12549,0.10366,0.03745,0.02916,0.53,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
15,0.12549,0.10366,0.03996,0.0311,0.56,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
16,0.12549,0.10366,0.04134,0.03189,0.59,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
17,0.12549,0.10366,0.04208,0.03291,0.62,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
18,0.12549,0.10366,0.04208,0.03269,0.65,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
19,0.12549,0.10366,0.04173,0.03235,0.68,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
20,0.12549,0.10366,0.0411,0.03155,0.71,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
21,0.12549,0.10366,0.0404,0.03087,0.75,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
22,0.12549,0.10366,0.03978,0.03064,0.77,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,146,152,159,168,175,183,190
23,0.12549,0.10366,0.03931,0.03007,0.8,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,146,152,159,168,175,183,190
24,0.12549,0.10366,0.03943,0.03053,0.83,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,175,183,190
25,0.12549,0.10366,0.04058,0.03201,0.86,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,175,183,190
26,0.12549,0.10366,0.04226,0.03303,0.89,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,175,183,190
