epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5
0,0.01703,0.01441,-0.00078,0.0,0.04,22,43,65,86,108
1,0.01703,0.01441,-0.00313,-0.00429,0.05,22,43,65,86,108
2,0.01583,0.01261,-0.00808,-0.01046,0.06,22,43,65,86,108
3,0.01382,0.01261,-0.01594,-0.01739,0.06,22,43,65,86,108
4,0.01262,0.01081,-0.02942,-0.03192,0.07,22,43,65,86,108
5,0.00881,0.00901,-0.04738,-0.04915,0.08,22,43,65,86,108
6,0.00721,0.00901,-0.06661,-0.06698,0.09,22,44,65,86,108
7,0.01042,0.01261,-0.08184,-0.08105,0.1,22,44,65,86,108
8,0.01402,0.01982,-0.09065,-0.08524,0.11,22,44,65,86,108
9,0.02364,0.02523,-0.09318,-0.09412,0.12,22,44,65,86,108
10,0.03646,0.03243,-0.0915,-0.09857,0.13,22,44,65,86,108
11,0.05629,0.05045,-0.08501,-0.09867,0.14,22,44,65,86,108
12,0.08834,0.09369,-0.07211,-0.07614,0.15,22,44,65,86,108
13,0.13802,0.15135,-0.03834,-0.03482,0.16,21,44,65,86,108
14,0.1879,0.2018,-0.00396,-0.00024,0.17,21,44,65,86,108
15,0.19932,0.20901,0.0,0.0,0.18,21,44,65,86,108
16,0.19932,0.20901,0.0,0.0,0.18,21,44,65,86,108
17,0.19932,0.20901,0.0,0.0,0.19,21,44,66,86,108
18,0.19932,0.20901,0.0,0.0,0.2,21,44,66,86,108
19,0.19932,0.20901,0.0,0.0,0.21,21,44,66,86,108
20,0.19932,0.20901,0.0,0.0,0.22,21,44,66,86,108
21,0.19932,0.20901,0.0,0.0,0.24,21,44,66,86,108
22,0.19912,0.20901,-0.00034,-0.00021,0.24,21,44,66,86,108
23,0.19912,0.20901,-0.00111,-0.00085,0.25,21,44,66,86,108
24,0.19591,0.20721,-0.00853,-0.00765,0.26,21,44,66,86,108
25,0.17949,0.17838,-0.03886,-0.05556,0.27,21,44,66,86,108
26,0.1855,0.18018,-0.07513,-0.09149,0.28,21,44,66,86,108
27,0.2486,0.21982,-0.07303,-0.09982,0.29,21,44,66,86,108
28,0.35176,0.31532,-0.00137,-0.02712,0.3,21,44,66,86,108
29,0.36098,0.32793,-0.00721,-0.0225,0.31,21,44,66,86,108
30,0.36318,0.33153,-0.01189,-0.02437,0.31,21,44,66,86,108
31,0.36558,0.33514,-0.00988,-0.02007,0.32,21,44,66,86,108
32,0.36799,0.33874,-0.00714,-0.01616,0.33,21,44,66,85,108
33,0.36939,0.33694,-0.00595,-0.0192,0.34,21,44,66,85,108
34,0.36979,0.34234,-0.00627,-0.01157,0.35,21,44,66,85,108
35,0.37079,0.34414,-0.00534,-0.00934,0.36,21,44,66,85,108
36,0.37139,0.34414,-0.00498,-0.00947,0.37,21,44,66,85,108
37,0.372,0.34414,-0.00446,-0.00988,0.38,21,44,66,85,108
38,0.3726,0.34595,-0.00369,-0.00738,0.39,21,45,66,85,108
39,0.3734,0.34775,-0.00257,-0.00488,0.4,21,45,66,85,108
40,0.3742,0.34955,-0.00151,-0.00251,0.4,21,45,66,85,108
41,0.3744,0.34955,-0.00127,-0.00251,0.41,21,45,66,85,108
42,0.3744,0.34955,-0.00133,-0.00251,0.42,21,45,66,85,108
43,0.3744,0.35135,-0.00136,0.00014,0.43,21,45,66,85,108
44,0.3748,0.35135,-0.00077,0.0,0.44,21,45,66,85,108
45,0.3748,0.35135,-0.00082,0.0,0.45,21,45,66,85,108
46,0.3754,0.35135,0.00011,0.0,0.46,21,45,66,85,108
47,0.3754,0.35135,0.00016,0.0,0.47,21,45,66,85,108
48,0.3754,0.35135,0.00027,0.00014,0.48,21,45,66,85,108
49,0.3764,0.34955,0.00218,-0.00251,0.48,21,45,66,85,108
50,0.37841,0.34955,0.00593,-0.00197,0.49,21,45,66,85,108
51,0.38281,0.35135,0.01422,0.00135,0.5,21,45,66,85,108
52,0.38962,0.36216,0.02662,0.01905,0.51,21,45,66,85,108
53,0.39824,0.36577,0.04232,0.02604,0.52,21,45,66,85,108
54,0.40585,0.37117,0.0578,0.03577,0.53,21,45,67,85,108
55,0.41206,0.38018,0.0717,0.05213,0.54,21,45,67,85,108
56,0.3726,0.35495,0.02369,0.02155,0.55,21,45,67,85,108
57,0.31971,0.34955,-0.03946,0.02207,0.56,21,45,67,85,108
58,0.30669,0.33514,-0.04843,0.00603,0.57,21,45,67,85,108
59,0.3105,0.34414,-0.03818,0.0218,0.57,21,45,67,85,108
60,0.3119,0.34595,-0.03276,0.02589,0.58,21,45,67,85,108
61,0.3111,0.34775,-0.03079,0.0301,0.59,21,45,67,85,108
62,0.3101,0.35315,-0.02909,0.04026,0.6,22,45,67,85,108
63,0.3119,0.35135,-0.02183,0.04021,0.61,22,45,67,85,108
64,0.30869,0.34775,-0.02204,0.03775,0.62,22,45,67,85,108
65,0.30769,0.32973,-0.01952,0.0141,0.63,22,45,67,85,108
66,0.30489,0.32793,-0.01876,0.01399,0.64,22,45,67,85,108
67,0.30389,0.32072,-0.01673,0.00508,0.65,22,45,67,85,108
68,0.30268,0.31712,-0.01531,0.00172,0.66,22,45,67,85,108
