epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.07955,0.08415,0.00022,0.00032,0.06,13,25,37,50,62,74,87,99,111,124,136,149,161,173,186
1,0.07955,0.08415,0.00012,0.0,0.08,13,25,37,50,62,74,87,99,111,124,136,148,161,173,186
2,0.07955,0.08415,0.00019,0.00011,0.1,13,25,37,50,62,75,87,99,111,124,136,148,161,173,186
3,0.07955,0.08415,0.00026,0.00011,0.12,13,25,37,50,62,75,87,99,111,124,136,148,161,173,186
4,0.07914,0.08415,0.00013,0.00054,0.14,13,25,37,49,62,75,86,99,111,124,136,148,161,173,186
5,0.07901,0.08415,0.00032,0.00054,0.17,13,25,37,49,62,75,86,99,111,124,136,148,161,173,186
6,0.07901,0.08293,0.00052,-0.00047,0.19,13,25,37,49,62,75,86,99,111,124,136,148,161,173,186
7,0.0786,0.08293,0.00024,-0.00037,0.21,13,25,37,49,62,75,86,99,111,124,137,148,161,173,186
8,0.07819,0.08049,-0.0001,-0.00271,0.23,13,25,37,49,62,75,86,99,111,124,137,148,161,173,186
9,0.07792,0.08049,-0.00022,-0.00249,0.25,13,25,37,49,62,75,86,99,111,124,137,148,161,173,186
10,0.07738,0.08049,-0.00051,-0.00206,0.27,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
11,0.0767,0.08049,-0.00093,-0.00185,0.29,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
12,0.07698,0.08049,-0.00069,-0.00185,0.31,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
13,0.07725,0.08049,-0.0006,-0.00217,0.34,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
14,0.07792,0.08049,-0.00019,-0.00238,0.36,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
15,0.07833,0.08049,8e-05,-0.00249,0.38,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
16,0.07833,0.08171,-7e-05,-0.00138,0.4,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
17,0.07887,0.08293,0.00026,-0.00037,0.43,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
18,0.07901,0.08415,9e-05,0.00064,0.45,13,25,37,49,62,75,86,99,111,124,137,148,161,173,185
19,0.07941,0.08415,0.00026,0.00032,0.47,13,25,37,49,62,75,86,99,110,124,137,148,161,173,185
20,0.07955,0.08415,0.00026,0.00011,0.48,13,25,37,49,62,75,86,99,110,124,137,148,161,173,185
21,0.07955,0.08415,0.00014,0.0,0.5,13,25,37,49,62,75,86,99,110,124,137,148,161,173,185
22,0.07955,0.08415,7e-05,0.0,0.52,13,25,37,49,62,75,86,99,110,124,137,148,160,173,185
23,0.07955,0.08415,0.0,0.0,0.54,13,25,37,49,62,75,86,99,110,124,137,148,160,173,185
24,0.07955,0.08415,0.0,0.0,0.56,13,25,37,49,62,75,86,99,110,124,137,148,160,173,185
25,0.07955,0.08415,0.0,0.0,0.58,13,26,36,49,62,75,86,99,110,124,136,148,160,173,185
