epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5
0,0.03822,0.03415,0.0,0.0,0.06,33,66,99,132,165
1,0.03822,0.03415,0.0,0.0,0.07,33,66,99,132,165
2,0.03822,0.03415,0.0,0.0,0.08,33,66,99,132,165
3,0.03822,0.03415,0.0,0.0,0.09,33,66,99,132,165
4,0.03822,0.03415,0.0,0.0,0.1,33,66,99,132,165
5,0.03822,0.03415,0.0,0.0,0.12,33,66,99,132,165
6,0.03822,0.03415,0.0,0.0,0.13,33,66,99,132,165
7,0.03822,0.03415,0.0,0.0,0.14,33,66,99,132,165
8,0.03822,0.03415,0.0,0.0,0.15,33,67,99,132,165
9,0.03822,0.03415,0.0,0.0,0.16,33,67,99,132,165
10,0.03822,0.03415,0.0,0.0,0.17,33,67,99,132,165
11,0.03822,0.03415,0.0,0.0,0.18,33,67,99,132,165
12,0.03822,0.03415,0.0,0.0,0.19,33,67,99,131,165
13,0.03822,0.03415,0.0,0.0,0.2,33,67,98,131,165
14,0.03822,0.03415,0.0,0.0,0.21,33,67,98,131,165
15,0.03822,0.03415,0.0,0.0,0.22,33,67,98,131,165
16,0.03822,0.03415,0.0,0.0,0.23,33,67,98,131,165
17,0.03822,0.03415,0.0,0.0,0.24,33,67,98,131,165
18,0.03822,0.03415,0.0,0.0,0.25,33,67,98,131,165
19,0.03822,0.03415,0.0,0.0,0.26,33,67,98,131,165
20,0.03822,0.03415,0.0,0.0,0.27,33,67,98,131,165
21,0.03822,0.03415,0.0,0.0,0.28,33,67,98,131,165
22,0.03822,0.03415,0.0,0.0,0.29,33,67,98,131,165
23,0.03822,0.03415,0.0,0.0,0.3,33,67,98,131,165
24,0.03822,0.03415,0.0,0.0,0.31,33,67,98,131,165
25,0.03822,0.03415,0.0,0.0,0.33,33,67,98,131,165
26,0.03822,0.03415,0.0,0.0,0.34,33,67,98,131,165
27,0.03822,0.03415,0.0,0.0,0.35,32,67,98,131,165
28,0.03822,0.03415,0.0,0.0,0.36,32,67,98,131,165
29,0.03822,0.03415,0.0,0.0,0.37,32,67,98,131,165
30,0.03822,0.03415,0.0,0.0,0.38,32,67,98,131,165
31,0.03822,0.03415,0.0,0.0,0.39,32,67,98,131,165
32,0.03822,0.03415,0.0,0.0,0.4,32,68,99,131,165
33,0.03822,0.03415,0.0,0.0,0.41,32,68,99,131,165
34,0.03822,0.03415,0.0,0.0,0.42,32,68,99,131,165
35,0.03822,0.03415,0.0,0.0,0.43,32,68,99,131,165
36,0.03822,0.03415,0.0,0.0,0.44,32,68,99,131,165
37,0.03822,0.03415,0.0,0.0,0.45,32,68,99,131,165
38,0.03835,0.03415,6e-05,0.0,0.47,32,68,99,132,165
39,0.03971,0.03659,-0.00022,0.00091,0.48,32,68,99,132,165
40,0.0416,0.04024,-0.0034,-0.00062,0.49,32,68,99,132,165
41,0.0519,0.0439,-0.00185,-0.00287,0.5,32,68,99,132,165
42,0.09757,0.06951,0.02511,0.00703,0.51,32,68,99,132,165
43,0.17292,0.14512,0.07869,0.0625,0.52,32,68,99,132,165
44,0.21968,0.18902,0.10822,0.08971,0.53,32,68,99,132,165
45,0.24109,0.20976,0.11844,0.09531,0.54,32,68,99,132,165
46,0.25125,0.22195,0.1209,0.10286,0.55,32,68,99,132,165
47,0.25776,0.22927,0.12076,0.10369,0.57,32,68,100,132,164
48,0.26237,0.23415,0.1181,0.09931,0.58,32,68,100,132,164
49,0.2644,0.23415,0.11664,0.09528,0.59,32,68,100,132,164
50,0.26535,0.23537,0.116,0.09481,0.6,32,68,100,132,164
51,0.26901,0.23902,0.11686,0.0958,0.61,32,68,100,132,164
52,0.27063,0.24268,0.11398,0.09438,0.63,32,68,100,132,164
53,0.27212,0.2439,0.11138,0.09269,0.64,32,68,100,132,164
54,0.27117,0.24634,0.10646,0.09075,0.65,32,68,100,132,164
55,0.26874,0.24512,0.0992,0.08608,0.66,32,68,100,132,164
56,0.26521,0.24268,0.08984,0.07815,0.67,32,68,100,132,164
57,0.26223,0.24024,0.08236,0.07064,0.68,32,68,100,132,164
58,0.25817,0.23537,0.07362,0.06186,0.69,32,68,100,133,164
59,0.25573,0.22927,0.06752,0.05126,0.7,32,68,100,133,164
60,0.25274,0.22805,0.05938,0.04583,0.71,32,68,100,133,164
61,0.25058,0.22561,0.04778,0.03375,0.72,32,68,100,133,164
62,0.24787,0.22195,0.03454,0.01991,0.73,32,68,100,133,164
63,0.24516,0.21951,0.0216,0.01129,0.74,32,68,101,133,164
64,0.24163,0.21829,0.00947,0.00439,0.75,32,68,101,133,164
65,0.23933,0.21707,0.00251,0.00057,0.77,32,68,101,133,164
66,0.23824,0.21707,0.00034,0.0,0.78,32,68,101,133,164
67,0.23811,0.21707,2e-05,0.0,0.79,32,68,101,133,164
68,0.23811,0.21707,2e-05,0.0,0.8,32,68,101,133,164
69,0.23811,0.21707,2e-05,0.0,0.81,32,68,101,133,164
70,0.23811,0.21707,2e-05,0.0,0.82,32,68,101,134,164
71,0.23811,0.21707,2e-05,0.0,0.84,32,68,101,134,164
72,0.23811,0.21707,2e-05,0.0,0.85,32,68,101,134,164
73,0.23811,0.21707,2e-05,0.0,0.86,32,68,101,134,164
74,0.23811,0.21707,2e-05,0.0,0.87,32,68,101,134,164
75,0.23811,0.21707,2e-05,0.0,0.88,32,68,101,134,164
76,0.23811,0.21707,2e-05,0.0,0.89,32,68,102,134,164
77,0.23811,0.21707,2e-05,0.0,0.9,32,68,102,134,164
78,0.23811,0.21707,2e-05,0.0,0.91,32,68,101,134,164
79,0.23811,0.21707,2e-05,0.0,0.92,32,68,101,134,164
80,0.23811,0.21707,2e-05,0.0,0.93,32,68,101,134,164
81,0.23811,0.21707,2e-05,0.0,0.94,32,68,101,134,164
82,0.23811,0.21707,2e-05,0.0,0.95,32,68,101,134,164
83,0.23811,0.21707,0.0,0.0,0.97,32,68,101,135,164
84,0.23811,0.21707,0.0,0.0,0.98,32,68,101,135,164
85,0.23811,0.21707,0.0,0.0,0.99,32,68,101,135,164
86,0.23811,0.21707,0.0,0.0,1.0,32,68,101,135,164
87,0.23811,0.21707,0.0,0.0,1.01,32,68,101,135,164
88,0.23811,0.21707,0.0,0.0,1.02,32,68,101,135,164
89,0.23811,0.21707,0.0,0.0,1.03,32,68,101,135,164
90,0.23811,0.21707,0.0,0.0,1.04,32,68,101,135,164
91,0.23811,0.21707,0.0,0.0,1.05,32,68,101,135,164
92,0.23811,0.21707,0.0,0.0,1.06,32,68,101,135,164
93,0.23811,0.21707,0.0,0.0,1.07,32,68,101,135,164
94,0.23811,0.21707,0.0,0.0,1.08,32,68,101,135,164
95,0.23811,0.21707,0.0,0.0,1.09,32,68,101,135,164
96,0.23811,0.21707,0.0,0.0,1.1,32,68,101,135,164
97,0.23811,0.21707,0.0,0.0,1.11,32,69,101,135,164
98,0.23811,0.21707,0.0,0.0,1.12,32,69,101,135,164
99,0.23811,0.21707,0.0,0.0,1.13,32,69,101,135,164
100,0.23811,0.21707,0.0,0.0,1.14,32,69,101,135,164
101,0.23811,0.21707,0.0,0.0,1.15,32,69,101,135,164
102,0.23811,0.21707,0.0,0.0,1.16,31,69,101,135,164
103,0.23811,0.21707,0.0,0.0,1.17,31,69,101,135,164
104,0.23811,0.21707,0.0,0.0,1.19,31,69,101,135,164
105,0.23811,0.21707,0.0,0.0,1.2,31,69,101,135,164
106,0.23811,0.21707,0.0,0.0,1.21,31,69,101,135,164
107,0.23811,0.21707,0.0,0.0,1.22,31,69,101,135,164
108,0.23811,0.21707,0.0,0.0,1.23,31,69,101,135,164
109,0.23811,0.21707,0.0,0.0,1.24,31,69,101,135,164
110,0.23811,0.21707,0.0,0.0,1.25,31,69,101,135,164
111,0.23811,0.21707,0.0,0.0,1.26,31,69,101,135,164
112,0.23811,0.21707,0.0,0.0,1.27,31,69,101,135,164
113,0.23811,0.21707,0.0,0.0,1.28,31,69,101,135,164
114,0.23811,0.21707,0.0,0.0,1.29,31,69,101,135,164
115,0.23811,0.21707,0.0,0.0,1.3,31,69,101,135,164
116,0.23811,0.21707,0.0,0.0,1.31,31,69,102,135,164
117,0.23811,0.21707,0.0,0.0,1.32,31,69,102,135,164
118,0.23811,0.21707,0.0,0.0,1.33,31,69,102,135,164
119,0.23811,0.21707,0.0,0.0,1.34,31,69,102,135,164
120,0.23811,0.21707,0.0,0.0,1.35,31,69,102,135,164
121,0.23811,0.21707,0.0,0.0,1.36,31,69,102,135,164
122,0.23811,0.21707,0.0,0.0,1.38,31,69,102,135,164
123,0.23811,0.21707,0.0,0.0,1.39,31,69,102,135,164
124,0.23811,0.21707,0.0,0.0,1.4,31,69,102,135,164
125,0.23811,0.21707,0.0,0.0,1.41,31,69,102,135,164
126,0.23811,0.21707,0.0,0.0,1.42,31,69,102,135,164
127,0.23811,0.21707,0.0,0.0,1.43,31,69,102,135,164
128,0.23811,0.21707,0.0,0.0,1.44,31,69,102,135,164
129,0.23811,0.21707,0.0,0.0,1.45,31,69,102,135,164
130,0.23811,0.21707,0.0,0.0,1.46,31,69,102,135,164
131,0.23811,0.21707,0.0,0.0,1.47,31,69,102,135,164
132,0.23811,0.21707,0.0,0.0,1.48,31,69,102,135,164
133,0.23811,0.21707,0.0,0.0,1.49,31,69,102,135,164
134,0.23811,0.21707,0.0,0.0,1.5,31,69,102,135,164
135,0.23811,0.21707,0.0,0.0,1.51,31,69,102,135,164
136,0.23811,0.21707,0.0,0.0,1.52,31,69,102,135,164
137,0.23811,0.21707,0.0,0.0,1.53,31,69,102,135,164
138,0.23811,0.21707,0.0,0.0,1.54,31,69,102,135,164
139,0.23811,0.21707,0.0,0.0,1.55,31,69,102,135,164
140,0.23811,0.21707,0.0,0.0,1.56,31,69,102,135,164
141,0.23811,0.21707,0.0,0.0,1.57,31,69,102,136,164
142,0.23811,0.21707,0.0,0.0,1.58,31,69,102,136,164
143,0.23811,0.21707,0.0,0.0,1.6,31,69,102,136,164
144,0.23811,0.21707,0.0,0.0,1.61,31,69,102,136,164
145,0.23811,0.21707,0.0,0.0,1.62,31,69,102,136,164
146,0.23811,0.21707,2e-05,0.0,1.63,31,69,102,136,164
147,0.23811,0.21707,2e-05,0.0,1.64,31,69,102,136,164
148,0.23811,0.21707,2e-05,0.0,1.65,31,69,102,136,164
149,0.23811,0.21707,2e-05,0.0,1.66,31,69,102,136,164
150,0.23811,0.21707,2e-05,0.0,1.67,31,69,102,136,164
151,0.23811,0.21707,2e-05,0.0,1.68,31,69,102,136,164
152,0.23811,0.21707,2e-05,0.0,1.69,31,69,102,136,164
153,0.23824,0.21707,0.00022,0.0,1.7,31,69,102,136,164
154,0.23824,0.21707,0.00022,0.0,1.71,31,69,102,136,164
155,0.23824,0.21707,0.00022,0.0,1.72,31,69,102,136,164
156,0.23824,0.21707,0.00024,0.0,1.73,31,69,102,136,164
157,0.23838,0.21829,0.00044,0.00173,1.74,31,69,102,136,164
158,0.23879,0.21829,0.00103,0.00173,1.75,31,69,102,136,164
159,0.23973,0.21829,0.00241,0.00173,1.76,31,69,102,136,164
160,0.24177,0.21951,0.00538,0.00347,1.77,31,69,102,136,164
161,0.24475,0.22073,0.00989,0.0052,1.79,31,69,102,136,164
162,0.24895,0.22561,0.01606,0.0123,1.8,31,69,102,136,164
163,0.2541,0.23171,0.02367,0.02094,1.81,31,69,102,136,164
164,0.26101,0.23537,0.03385,0.02612,1.82,31,69,102,136,164
165,0.26941,0.2439,0.04634,0.03835,1.83,31,69,102,136,164
166,0.27863,0.25,0.06002,0.04711,1.84,31,69,102,136,164
167,0.28988,0.25976,0.07671,0.06099,1.85,31,69,102,136,164
168,0.30153,0.26707,0.09381,0.07173,1.86,31,69,102,137,164
169,0.31197,0.26951,0.10959,0.07628,1.87,31,69,102,137,164
170,0.31915,0.27927,0.12029,0.09068,1.88,31,69,102,137,164
171,0.32498,0.28415,0.12911,0.09825,1.89,31,69,102,137,164
172,0.33311,0.29024,0.1411,0.10671,1.9,31,69,102,137,164
173,0.33893,0.29634,0.14973,0.11623,1.91,31,69,102,137,164
174,0.34422,0.3,0.15762,0.1219,1.92,31,69,102,137,164
175,0.34923,0.3061,0.16494,0.1312,1.94,31,68,102,137,164
176,0.35181,0.31098,0.16886,0.13865,1.95,31,68,102,137,164
177,0.35452,0.3122,0.17292,0.14048,1.96,31,68,102,137,164
178,0.35696,0.3122,0.17653,0.14048,1.97,31,68,102,137,164
179,0.35859,0.31463,0.17914,0.14397,1.98,31,68,102,137,164
180,0.35967,0.31585,0.18088,0.14623,1.99,31,68,102,138,164
181,0.36021,0.31707,0.18183,0.1479,2.0,31,68,102,138,164
182,0.36157,0.31707,0.18417,0.14804,2.01,31,68,102,138,164
183,0.36211,0.31829,0.18524,0.15001,2.02,31,68,102,138,164
184,0.36252,0.31829,0.18619,0.15044,2.03,31,68,102,138,164
185,0.36252,0.31829,0.18669,0.15088,2.04,31,68,102,138,164
186,0.36224,0.31829,0.18679,0.15103,2.05,31,68,102,138,164
187,0.36062,0.31707,0.18506,0.14985,2.06,31,68,102,138,164
188,0.35682,0.31585,0.18078,0.14866,2.08,31,68,102,138,164
189,0.35384,0.31341,0.17739,0.14615,2.09,31,68,102,138,164
190,0.34869,0.31098,0.17162,0.14364,2.1,31,68,102,139,164
191,0.34544,0.30854,0.16802,0.14099,2.11,31,68,102,139,164
192,0.34314,0.30732,0.16546,0.13996,2.12,31,68,102,139,164
193,0.34368,0.30732,0.16667,0.14055,2.13,31,68,102,139,164
194,0.34734,0.30854,0.17148,0.14231,2.14,31,68,102,139,164
195,0.3514,0.31341,0.17664,0.14883,2.15,31,68,102,139,164
196,0.35466,0.31341,0.18083,0.14941,2.16,31,68,102,139,164
197,0.35994,0.31707,0.18738,0.15396,2.17,31,68,102,139,164
198,0.36211,0.31829,0.19035,0.15587,2.18,31,68,102,139,164
199,0.36292,0.31951,0.19162,0.15748,2.19,31,68,102,139,164
200,0.36319,0.31951,0.19225,0.15763,2.2,31,68,102,139,164
201,0.36319,0.31951,0.19244,0.15777,2.22,31,68,102,139,164
202,0.36333,0.31951,0.19286,0.15792,2.23,31,68,102,139,164
203,0.36333,0.31951,0.19309,0.15806,2.24,31,68,102,139,164
204,0.36333,0.31951,0.19334,0.1582,2.25,31,68,102,139,164
205,0.36333,0.31951,0.19364,0.15849,2.26,31,68,102,139,164
206,0.36333,0.32073,0.19383,0.16029,2.27,31,68,102,139,164
207,0.36333,0.32073,0.19408,0.16057,2.28,31,68,102,139,164
208,0.36333,0.32073,0.19443,0.161,2.29,31,68,102,139,164
209,0.36333,0.32073,0.19476,0.16115,2.3,31,68,102,139,164
210,0.36319,0.32073,0.19505,0.16129,2.31,31,68,102,139,164
211,0.36319,0.32073,0.19533,0.16143,2.32,31,68,102,139,164
212,0.36306,0.32073,0.19538,0.16186,2.33,31,68,102,139,164
213,0.36306,0.32073,0.1956,0.16201,2.34,31,68,102,139,164
214,0.36306,0.32073,0.19578,0.16229,2.36,31,68,102,139,164
215,0.36306,0.32073,0.19603,0.16258,2.37,31,68,102,139,164
216,0.36306,0.32073,0.19617,0.16258,2.38,31,68,102,139,164
217,0.36306,0.32073,0.19631,0.16301,2.39,31,68,102,139,164
218,0.36306,0.32073,0.19648,0.16301,2.4,31,68,102,139,164
219,0.36306,0.32073,0.19668,0.16329,2.41,31,68,102,140,164
220,0.36306,0.32073,0.19688,0.16329,2.42,31,68,102,140,164
221,0.36292,0.32073,0.19691,0.16358,2.43,31,68,101,140,164
222,0.36292,0.32073,0.19705,0.16386,2.44,31,68,101,140,164
223,0.36279,0.32073,0.197,0.16386,2.45,31,68,101,140,164
224,0.36279,0.32073,0.19708,0.164,2.46,31,68,101,140,164
225,0.36279,0.32073,0.19716,0.164,2.48,31,68,101,140,164
226,0.36265,0.32073,0.19708,0.164,2.49,31,68,101,140,164
227,0.36252,0.32073,0.19705,0.164,2.5,31,68,101,140,164
228,0.36238,0.32073,0.19695,0.16429,2.51,31,68,101,140,164
229,0.36238,0.32073,0.19702,0.16457,2.52,31,68,101,140,164
230,0.36224,0.32073,0.19694,0.16486,2.53,31,68,101,140,164
231,0.36224,0.32073,0.19706,0.16486,2.54,31,68,101,140,164
232,0.36224,0.32073,0.19711,0.16486,2.55,31,68,101,140,164
233,0.36224,0.32073,0.19719,0.165,2.56,31,68,101,140,164
234,0.36224,0.32073,0.19723,0.165,2.57,31,68,101,140,164
235,0.36224,0.32073,0.19732,0.165,2.58,31,68,101,140,164
236,0.36224,0.32073,0.1974,0.165,2.59,31,68,101,140,164
237,0.36224,0.32073,0.1974,0.16514,2.61,31,68,101,140,164
238,0.36224,0.32073,0.19746,0.16557,2.62,31,68,101,140,164
239,0.36224,0.32073,0.19749,0.16557,2.63,31,68,101,140,164
240,0.36224,0.32073,0.19751,0.16571,2.64,31,68,101,140,164
241,0.36224,0.32073,0.19757,0.16571,2.65,31,68,101,140,164
242,0.36224,0.32073,0.19757,0.16557,2.66,31,68,101,140,164
243,0.36224,0.32073,0.19754,0.16557,2.67,31,68,101,140,164
244,0.36224,0.32073,0.19756,0.16571,2.68,31,68,101,140,164
245,0.36224,0.32073,0.19756,0.16557,2.69,31,68,101,140,164
246,0.36224,0.32073,0.19754,0.16557,2.7,31,68,101,140,164
247,0.36224,0.32073,0.19756,0.16557,2.72,31,68,101,140,164
248,0.36224,0.32073,0.19756,0.16557,2.73,31,68,101,140,164
249,0.36224,0.32073,0.19757,0.16557,2.74,31,68,101,140,164
250,0.36224,0.32073,0.19757,0.16571,2.75,31,68,101,140,164
251,0.36224,0.31951,0.19759,0.16435,2.76,31,68,101,140,164
252,0.36224,0.31951,0.1976,0.16435,2.77,31,68,101,140,164
253,0.36224,0.31951,0.19766,0.16435,2.78,31,68,101,140,164
254,0.36224,0.31951,0.19771,0.16435,2.79,31,68,101,140,164
255,0.36224,0.31951,0.19772,0.16435,2.8,31,68,101,140,164
256,0.36224,0.31951,0.19776,0.16449,2.82,31,68,101,141,164
257,0.36224,0.31951,0.19782,0.16449,2.83,31,68,101,141,164
258,0.36224,0.31951,0.19786,0.16449,2.84,31,68,101,141,164
259,0.36224,0.31951,0.19789,0.16449,2.85,31,68,101,141,164
260,0.36224,0.31951,0.19794,0.16449,2.86,31,68,101,141,164
261,0.36224,0.31951,0.19799,0.16449,2.87,31,68,101,141,164
262,0.36224,0.31951,0.19803,0.16449,2.88,31,68,101,141,164
263,0.36224,0.31951,0.19808,0.16449,2.89,31,68,101,141,164
264,0.36224,0.31951,0.19817,0.16449,2.91,31,68,101,141,164
265,0.36224,0.31951,0.19819,0.16464,2.92,31,68,101,141,164
266,0.36224,0.31951,0.19823,0.16478,2.93,31,68,101,141,164
267,0.36224,0.31951,0.19828,0.16478,2.94,31,68,101,141,164
268,0.36224,0.31951,0.19829,0.16478,2.95,31,68,101,141,164
269,0.36224,0.31951,0.19831,0.16492,2.96,31,68,101,141,164
270,0.36224,0.31951,0.19831,0.16492,2.97,31,68,101,141,164
271,0.36224,0.31951,0.19834,0.16492,2.98,31,68,101,141,164
272,0.36224,0.31951,0.19834,0.16492,2.99,31,68,101,141,164
273,0.36224,0.31951,0.19836,0.16492,3.0,31,68,101,141,164
274,0.36224,0.31951,0.19836,0.16492,3.02,31,68,101,141,164
275,0.36224,0.31951,0.19836,0.16492,3.03,31,68,101,141,164
276,0.36224,0.31951,0.19837,0.16492,3.04,31,68,101,141,164
277,0.36224,0.31951,0.19839,0.16492,3.05,31,68,101,141,164
278,0.36224,0.31951,0.19839,0.16492,3.06,31,68,101,141,164
279,0.36224,0.31951,0.19839,0.16492,3.07,31,68,101,141,164
280,0.36224,0.31951,0.19837,0.16492,3.08,31,68,101,141,164
281,0.36224,0.31951,0.19837,0.16492,3.09,31,68,101,141,164
282,0.36224,0.31951,0.1984,0.16492,3.1,31,68,101,141,164
283,0.36224,0.31951,0.1984,0.16492,3.11,31,68,101,141,164
284,0.36224,0.31951,0.1984,0.16506,3.12,31,68,101,141,164
285,0.36224,0.31951,0.1984,0.16506,3.13,31,68,101,141,164
286,0.36224,0.31951,0.1984,0.16506,3.15,31,68,101,141,164
287,0.36224,0.31951,0.1984,0.16506,3.16,31,68,101,141,164
288,0.36224,0.31951,0.1984,0.16506,3.17,31,68,101,141,164
289,0.36224,0.31951,0.19839,0.16506,3.18,31,68,101,141,164
290,0.36224,0.31951,0.19839,0.16506,3.19,31,68,101,141,164
291,0.36224,0.31951,0.19839,0.16506,3.2,31,68,101,141,164
292,0.36224,0.31951,0.19839,0.16506,3.21,31,68,101,141,164
293,0.36224,0.31951,0.19839,0.16506,3.22,31,68,101,141,164
294,0.36224,0.31951,0.19837,0.16506,3.23,31,68,101,141,164
295,0.36224,0.31951,0.19836,0.16506,3.24,31,68,101,141,164
296,0.36224,0.31951,0.19836,0.16506,3.25,31,68,101,141,164
297,0.36224,0.31951,0.19839,0.16506,3.26,31,68,101,141,164
298,0.36279,0.31951,0.19918,0.1651,3.27,31,68,101,141,164
299,0.36306,0.31951,0.19958,0.16518,3.28,31,68,101,141,164
300,0.36346,0.31951,0.20016,0.16526,3.29,31,68,101,141,164
301,0.3636,0.31951,0.2004,0.16526,3.3,31,68,101,141,164
302,0.36387,0.31951,0.20083,0.1653,3.32,31,68,101,141,164
303,0.36441,0.31951,0.20157,0.1653,3.33,31,68,101,141,164
304,0.36509,0.31951,0.20254,0.16534,3.34,31,68,101,141,164
305,0.36563,0.32073,0.20332,0.16687,3.35,31,68,101,141,164
306,0.36577,0.32073,0.20355,0.16705,3.36,31,68,101,141,164
307,0.36631,0.32195,0.20436,0.16863,3.37,31,68,101,140,164
308,0.36631,0.32195,0.20443,0.16863,3.38,31,68,101,140,164
309,0.36645,0.32195,0.20467,0.16881,3.39,31,68,101,140,164
310,0.36658,0.32195,0.20488,0.16885,3.4,31,68,101,140,164
311,0.36685,0.32195,0.20528,0.16889,3.41,31,68,101,140,164
312,0.36699,0.32195,0.20556,0.16889,3.42,31,68,101,140,164
313,0.36699,0.32195,0.20565,0.16893,3.43,31,68,101,140,164
