epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.1901,0.19459,0.0,0.0,0.06,6,12,19,25,31,37,43,49,56,62,68,74,80,86,93,99,105,111,117,124
1,0.1901,0.19459,0.0,0.0,0.09,6,12,19,25,31,37,43,49,56,62,68,74,80,86,93,99,105,111,117,124
2,0.1901,0.19459,0.0,0.0,0.12,6,12,19,25,31,37,43,49,56,62,68,74,80,86,93,99,105,111,117,123
3,0.1901,0.19459,0.0,0.0,0.15,6,12,19,25,31,37,43,49,56,62,68,74,80,86,93,99,105,111,117,123
4,0.1901,0.19459,0.0,0.0,0.18,6,12,19,25,31,37,43,49,55,62,68,74,80,86,93,99,105,111,117,123
5,0.1901,0.19459,0.0,0.0,0.21,6,12,19,25,31,37,43,49,55,62,68,74,81,86,93,99,105,111,117,123
6,0.1901,0.19459,0.0,0.0,0.23,6,12,19,25,31,37,43,49,55,62,68,74,81,86,93,99,105,111,117,123
7,0.1901,0.19459,0.0,0.0,0.26,6,12,19,25,31,37,43,49,55,62,68,74,81,86,93,99,105,111,117,123
8,0.1901,0.19459,0.0,0.0,0.29,6,12,19,25,31,37,43,49,55,62,68,74,81,86,93,99,105,111,117,123
9,0.1901,0.19459,0.0,0.0,0.31,6,12,19,25,31,37,43,49,55,62,68,74,81,86,93,99,105,111,117,123
10,0.1901,0.19459,0.0,0.0,0.34,6,12,19,25,31,37,43,49,55,62,68,75,81,86,93,99,105,111,117,123
11,0.1901,0.19459,0.0,0.0,0.36,6,12,19,25,31,37,43,49,55,62,68,75,81,86,93,99,105,111,117,123
12,0.1901,0.19459,0.0,0.0,0.39,6,12,19,25,31,37,43,49,55,62,68,75,81,86,93,99,105,111,117,123
13,0.1901,0.19459,0.0,0.0,0.41,6,12,19,25,31,37,43,49,55,62,68,75,81,86,93,99,105,111,117,123
14,0.1901,0.19459,0.0,0.0,0.44,6,12,19,25,31,37,43,49,55,62,68,75,81,86,93,98,105,111,117,123
15,0.1901,0.19459,0.0,0.0,0.47,6,12,19,25,31,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
16,0.1901,0.19459,0.0,0.0,0.49,6,12,19,24,31,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
17,0.1901,0.19459,0.0,0.0,0.52,6,12,19,24,31,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
18,0.1901,0.19459,0.0,0.0,0.55,6,12,19,24,31,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
19,0.1901,0.19459,0.0,0.0,0.57,6,12,19,24,30,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
20,0.1901,0.19459,0.0,0.0,0.6,6,12,19,24,30,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
21,0.1901,0.19459,0.0,0.0,0.63,6,12,19,24,30,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
22,0.1901,0.19459,0.0,0.0,0.65,6,12,19,24,30,37,43,49,55,62,67,75,81,86,93,98,105,111,117,123
23,0.1901,0.19459,0.0,0.0,0.68,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
24,0.1901,0.19459,0.0,0.0,0.71,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
25,0.1901,0.19459,0.0,0.0,0.73,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
26,0.1901,0.19459,0.0,0.0,0.76,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
27,0.1901,0.19459,0.0,0.0,0.79,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
28,0.1901,0.19459,0.0,0.0,0.81,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
29,0.1901,0.19459,0.0,0.0,0.84,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
30,0.1901,0.19459,0.0,0.0,0.86,6,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
31,0.1901,0.19459,0.0,0.0,0.89,7,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
32,0.1901,0.19459,0.0,0.0,0.92,7,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
33,0.1901,0.19459,0.0,0.0,0.94,7,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
34,0.1901,0.19459,0.0,0.0,0.97,7,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
35,0.1901,0.19459,0.0,0.0,0.99,7,12,19,24,30,36,43,49,55,62,67,75,81,86,93,98,104,111,117,123
36,0.1901,0.19459,0.0,0.0,1.02,7,12,19,24,30,36,43,49,55,62,67,75,82,86,93,98,104,111,117,123
37,0.1901,0.19459,0.0,0.0,1.04,7,12,19,24,30,36,43,49,55,62,67,75,82,86,93,98,104,111,117,123
38,0.1903,0.1964,0.0002,0.0019,1.07,7,12,19,24,30,36,43,49,55,62,67,75,82,86,93,98,104,111,117,123
39,0.1905,0.1964,0.00026,0.00156,1.1,7,12,19,24,30,36,43,49,55,62,67,75,82,86,93,98,104,111,117,123
40,0.19111,0.1964,0.00063,0.00122,1.12,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
41,0.19131,0.1964,0.0006,0.00122,1.15,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
42,0.19151,0.1964,-9e-05,0.00088,1.18,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
43,0.1901,0.1982,-0.00484,0.00109,1.21,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
44,0.18289,0.19099,-0.02161,-0.01374,1.24,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
45,0.17248,0.18018,-0.04521,-0.03543,1.27,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
46,0.16526,0.17838,-0.066,-0.04781,1.29,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
47,0.16466,0.16577,-0.08189,-0.07429,1.32,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
48,0.15765,0.17117,-0.10749,-0.07717,1.35,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
49,0.15164,0.17297,-0.13208,-0.09264,1.38,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
50,0.15064,0.16036,-0.15229,-0.12306,1.41,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
51,0.14704,0.14775,-0.17678,-0.15895,1.43,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
52,0.14924,0.14955,-0.20104,-0.17436,1.46,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
53,0.16847,0.16937,-0.20271,-0.17441,1.49,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
54,0.20773,0.20901,-0.17475,-0.14387,1.52,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
55,0.25441,0.25045,-0.1335,-0.10264,1.55,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
56,0.30889,0.28829,-0.07716,-0.06188,1.57,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
57,0.34575,0.31171,-0.03735,-0.03706,1.6,7,12,19,24,30,36,43,49,55,63,67,75,82,86,93,98,104,111,117,123
58,0.36378,0.32252,-0.01665,-0.02626,1.63,7,12,19,24,30,36,43,49,55,63,66,75,82,86,93,97,104,111,117,123
59,0.36879,0.33514,-0.01207,-0.01091,1.66,7,12,19,24,30,36,43,49,55,63,66,75,82,86,93,97,104,111,117,123
60,0.3724,0.34234,-0.00795,-0.00203,1.69,7,12,19,24,30,36,43,49,55,63,66,75,82,86,93,97,104,111,117,123
61,0.3738,0.34775,-0.00653,0.00414,1.71,7,12,19,24,30,36,43,49,55,63,66,75,82,86,93,97,104,111,117,123
62,0.3752,0.34595,-0.00501,0.00014,1.74,7,12,19,24,30,36,43,49,55,63,66,75,82,86,93,97,104,111,117,123
63,0.3766,0.34595,-0.00318,0.00014,1.77,7,12,19,24,30,36,43,49,55,63,66,75,82,86,93,97,104,111,117,123
64,0.3774,0.34595,-0.00205,0.00014,1.8,7,12,19,24,30,36,43,49,55,63,66,75,82,86,93,97,104,111,117,123
65,0.3778,0.34595,-0.00153,0.00014,1.83,7,12,19,24,30,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
66,0.37821,0.34775,-0.00098,0.00296,1.85,7,12,19,24,30,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
67,0.37861,0.34775,-0.00037,0.00296,1.88,7,12,19,24,30,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
68,0.37861,0.34775,-0.0004,0.00296,1.91,7,12,19,24,30,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
69,0.37901,0.34775,0.00021,0.00296,1.94,7,12,19,24,31,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
70,0.37921,0.34775,0.00047,0.00296,1.97,7,12,20,24,31,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
71,0.37921,0.34775,0.00047,0.00296,1.99,7,12,20,24,31,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
72,0.37961,0.34775,0.00108,0.00296,2.02,7,12,20,24,31,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
73,0.37981,0.34775,0.00134,0.00296,2.04,7,12,20,24,31,36,43,49,55,63,66,75,83,86,93,97,104,111,117,123
74,0.37981,0.34775,0.00134,0.00296,2.07,7,12,20,24,31,36,43,49,55,63,66,74,83,86,93,97,104,111,117,123
75,0.37981,0.34775,0.00134,0.00296,2.09,7,12,20,24,31,36,43,49,55,63,66,74,83,86,93,97,104,111,117,123
76,0.37981,0.34775,0.00134,0.00296,2.12,7,12,20,24,31,36,43,49,55,63,66,74,83,86,92,97,104,111,117,123
77,0.38001,0.34775,0.00169,0.00296,2.14,7,12,20,24,31,36,43,49,55,63,66,74,83,86,92,97,104,111,117,123
78,0.38001,0.34775,0.00169,0.00296,2.17,7,12,20,24,31,36,43,49,55,63,66,74,83,86,92,97,104,111,117,123
79,0.38001,0.34775,0.00169,0.00296,2.19,7,12,20,24,31,36,43,49,55,63,66,74,83,86,92,97,104,111,117,123
80,0.38001,0.34775,0.00169,0.00296,2.22,7,12,20,24,31,36,43,49,55,63,65,74,83,86,92,97,104,111,117,123
81,0.38001,0.34775,0.00169,0.00296,2.24,7,12,20,24,31,36,43,49,55,63,65,74,83,86,92,97,104,111,117,123
82,0.38041,0.34775,0.00239,0.00296,2.27,7,12,20,24,31,36,43,49,55,63,65,74,83,87,92,97,104,111,117,123
83,0.38041,0.34775,0.00239,0.00296,2.3,7,12,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
84,0.38041,0.34775,0.00239,0.00296,2.32,7,12,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
85,0.38041,0.34775,0.00239,0.00296,2.35,7,12,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
86,0.38041,0.34775,0.00239,0.00296,2.37,7,12,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
87,0.38061,0.34955,0.00274,0.00579,2.4,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
88,0.38081,0.34955,0.00309,0.00579,2.42,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
89,0.38081,0.34955,0.00309,0.00579,2.45,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
90,0.38081,0.34955,0.00312,0.00579,2.48,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
91,0.38081,0.34955,0.00312,0.00579,2.5,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
92,0.38081,0.34955,0.00317,0.00579,2.53,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
93,0.38081,0.34955,0.00322,0.00579,2.55,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
94,0.38101,0.34955,0.00362,0.00579,2.58,7,11,20,24,31,36,43,49,55,64,65,74,83,87,92,97,104,111,117,123
95,0.38061,0.34955,0.00311,0.00579,2.6,7,11,20,24,31,36,42,49,55,64,65,74,83,87,92,97,104,111,117,123
96,0.38061,0.34955,0.00319,0.00586,2.63,7,11,20,24,31,36,42,49,55,64,65,74,83,87,92,97,104,111,117,123
97,0.38061,0.34955,0.00335,0.00586,2.66,7,11,20,24,31,36,42,49,55,64,65,74,84,87,92,97,104,111,117,123
98,0.38081,0.34955,0.00381,0.00586,2.68,7,11,20,24,31,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
99,0.38101,0.34955,0.00432,0.00586,2.71,7,11,20,24,32,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
100,0.38121,0.34955,0.00485,0.00592,2.73,7,11,20,24,32,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
101,0.38161,0.34775,0.00566,0.00324,2.76,7,11,20,24,32,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
102,0.38221,0.34595,0.00683,0.00056,2.78,7,11,20,24,32,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
103,0.38241,0.34595,0.00734,0.00063,2.81,7,11,20,24,32,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
104,0.38261,0.34414,0.0078,-0.00199,2.83,7,11,20,24,32,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
105,0.38261,0.34414,0.00801,-0.00199,2.86,7,11,20,24,32,36,42,49,55,64,64,74,84,87,92,97,104,111,117,123
106,0.38241,0.34595,0.00787,0.0009,2.88,7,11,20,24,32,36,42,49,56,64,64,74,84,87,92,97,104,111,117,123
107,0.38261,0.34595,0.0084,0.0009,2.91,7,11,20,24,32,36,42,49,56,64,64,74,84,87,92,96,104,111,117,123
108,0.38321,0.34595,0.00963,0.00097,2.94,7,11,20,24,32,36,42,49,56,64,64,74,84,87,92,96,104,111,117,123
109,0.38421,0.34595,0.01151,0.00097,2.96,7,11,20,24,32,36,42,49,56,64,64,74,84,87,92,96,104,111,117,123
110,0.38462,0.34595,0.01244,0.00097,2.99,7,11,20,24,32,37,42,49,56,64,64,74,84,87,92,96,104,111,117,123
111,0.38442,0.34775,0.0123,0.00386,3.02,7,11,20,24,32,37,42,49,56,64,64,74,84,87,92,96,104,111,117,123
112,0.38421,0.34775,0.01206,0.00386,3.04,7,11,20,24,32,37,42,49,56,64,64,73,84,87,92,96,104,111,117,123
113,0.38462,0.34955,0.01304,0.00668,3.07,7,11,20,24,32,37,42,49,56,64,64,73,84,87,92,96,104,111,117,123
114,0.38502,0.35135,0.014,0.0095,3.09,7,11,20,24,32,37,42,49,56,64,64,73,84,87,92,96,104,111,117,123
115,0.38542,0.35135,0.01491,0.0095,3.12,7,11,20,24,32,37,42,49,56,64,64,73,84,87,92,96,104,111,117,123
116,0.38522,0.35135,0.0148,0.00957,3.14,7,11,20,24,32,37,42,49,56,64,63,73,84,87,92,96,104,110,117,123
117,0.38562,0.35135,0.01557,0.00957,3.17,7,11,20,24,32,37,42,49,56,64,63,73,84,87,92,96,104,110,117,123
118,0.38602,0.35135,0.01642,0.00978,3.2,7,11,20,24,32,37,42,49,56,64,63,73,84,87,92,96,104,110,117,123
119,0.38582,0.35135,0.01618,0.00985,3.22,7,11,20,24,32,37,42,49,56,64,63,73,84,87,92,96,104,110,117,122
120,0.38602,0.35135,0.01668,0.00985,3.25,7,11,20,24,32,37,42,49,56,64,64,73,84,88,92,96,104,110,117,122
121,0.38602,0.35135,0.01673,0.00992,3.28,7,11,20,24,32,37,42,49,56,64,64,73,84,88,92,96,104,110,117,122
122,0.38642,0.35135,0.01753,0.00992,3.3,7,11,20,24,32,37,42,49,56,64,64,73,84,88,92,96,104,110,117,122
123,0.38682,0.35135,0.01841,0.00998,3.33,7,11,20,24,32,37,42,49,56,64,64,73,84,88,92,96,104,110,117,122
124,0.38722,0.35135,0.01934,0.00998,3.36,7,11,20,24,32,37,42,49,56,64,64,73,84,88,92,96,104,110,117,122
125,0.38722,0.35135,0.01944,0.00998,3.38,7,11,21,24,32,37,42,49,56,64,64,73,84,88,92,96,104,110,117,122
126,0.38722,0.35135,0.01957,0.00998,3.41,7,11,21,24,32,37,42,49,56,64,64,73,84,87,92,96,104,110,117,122
127,0.38762,0.35135,0.02034,0.00998,3.43,7,11,21,24,32,37,42,49,56,64,64,73,84,87,92,96,104,110,117,122
128,0.38842,0.35135,0.02181,0.00998,3.46,7,11,21,24,32,37,42,49,56,64,64,73,84,87,92,96,104,110,117,122
129,0.38842,0.35135,0.02196,0.01005,3.49,7,11,21,24,32,37,42,49,56,64,64,73,84,87,92,96,104,110,117,122
130,0.38882,0.35135,0.02284,0.01012,3.51,7,11,21,24,32,37,42,49,56,64,64,73,84,87,92,96,104,110,117,122
131,0.38882,0.35135,0.02299,0.01019,3.54,7,11,21,24,32,37,42,49,56,64,64,73,84,87,92,96,104,110,117,122
132,0.38922,0.35135,0.02387,0.01019,3.57,7,11,21,24,32,37,42,49,57,64,64,73,84,87,92,96,104,110,117,122
133,0.39002,0.35135,0.02543,0.01019,3.59,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
134,0.39022,0.35315,0.02598,0.01315,3.62,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
135,0.39083,0.35315,0.0272,0.01315,3.64,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
136,0.39083,0.35315,0.02725,0.01315,3.67,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
137,0.39103,0.35315,0.02773,0.01335,3.7,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
138,0.39123,0.35315,0.02813,0.01342,3.72,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
139,0.39163,0.35315,0.02895,0.01342,3.75,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
140,0.39123,0.35315,0.02851,0.01342,3.77,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
141,0.39143,0.35315,0.02896,0.01342,3.8,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
142,0.39143,0.35315,0.02904,0.01349,3.82,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
143,0.39143,0.35315,0.02909,0.01349,3.85,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
144,0.39163,0.35315,0.02959,0.01356,3.88,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
145,0.39143,0.35315,0.02935,0.01356,3.9,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
146,0.39143,0.35315,0.02942,0.01356,3.93,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
147,0.39143,0.35315,0.02953,0.01362,3.95,7,11,21,24,32,38,42,49,57,64,64,73,84,87,92,96,104,110,117,122
148,0.39123,0.35495,0.02941,0.01651,3.98,7,11,21,24,32,38,42,49,57,64,64,73,84,87,91,96,104,110,117,122
149,0.39103,0.35676,0.0292,0.01932,4.01,7,11,21,24,32,38,42,49,57,64,64,73,84,87,91,96,104,110,117,122
150,0.39103,0.35676,0.02925,0.01932,4.03,7,11,21,24,32,38,42,49,57,64,64,73,84,87,91,96,104,110,117,122
151,0.39143,0.35676,0.02994,0.01932,4.06,7,11,21,24,32,38,42,49,57,64,64,73,85,87,91,96,104,110,117,122
152,0.39163,0.35676,0.03031,0.01932,4.08,7,11,21,24,32,38,42,49,57,64,64,73,85,87,91,96,104,110,117,122
153,0.39163,0.35676,0.03036,0.01932,4.11,7,11,21,24,32,38,42,49,57,64,64,73,85,87,91,96,104,110,116,122
154,0.39163,0.35676,0.03054,0.01939,4.14,7,11,21,24,32,38,42,49,57,64,64,73,85,87,91,96,104,110,116,122
155,0.39183,0.35676,0.03091,0.01939,4.16,7,11,22,24,32,38,42,49,57,64,64,73,85,87,91,96,104,110,116,122
156,0.39183,0.35676,0.03101,0.01939,4.19,7,11,22,24,32,38,42,49,57,64,63,73,85,87,91,96,104,110,116,122
157,0.39223,0.35495,0.03178,0.01678,4.21,7,11,22,24,32,38,42,49,57,64,63,73,85,87,91,95,104,110,116,122
158,0.39203,0.35495,0.03164,0.01685,4.24,7,11,22,24,32,38,42,49,57,64,63,73,85,87,91,95,104,110,116,122
159,0.39203,0.35495,0.03174,0.01685,4.27,7,11,22,24,32,38,42,49,58,64,63,73,85,87,91,95,104,110,116,122
160,0.39143,0.35676,0.0312,0.01966,4.29,7,11,22,24,32,38,42,49,58,64,63,73,85,87,91,95,104,110,116,122
161,0.39103,0.35495,0.03089,0.01698,4.32,7,11,22,24,32,38,42,49,58,64,63,73,85,87,91,95,104,110,116,123
162,0.39123,0.35315,0.03176,0.01513,4.35,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
163,0.39223,0.35315,0.03467,0.01553,4.37,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
164,0.39463,0.35495,0.04035,0.02017,4.4,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
165,0.39704,0.35495,0.04709,0.02173,4.42,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
166,0.40264,0.35495,0.05978,0.02365,4.45,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
167,0.40565,0.35135,0.06806,0.02228,4.48,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
168,0.41026,0.34955,0.07904,0.02154,4.5,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
169,0.41506,0.35495,0.09012,0.03383,4.53,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
170,0.41587,0.36216,0.0946,0.04696,4.56,7,11,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
171,0.42228,0.36396,0.10827,0.05114,4.58,7,12,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
172,0.42388,0.36577,0.11374,0.05427,4.61,7,12,22,24,32,38,42,49,58,64,63,73,85,86,91,95,104,110,116,123
173,0.42668,0.37297,0.12123,0.06824,4.64,7,12,22,24,32,38,42,49,59,64,63,73,85,86,91,95,104,110,116,123
174,0.42829,0.37658,0.12588,0.07606,4.66,7,12,22,24,32,38,42,49,59,64,63,73,85,86,91,95,104,110,116,123
175,0.43089,0.38198,0.13205,0.08617,4.69,7,12,22,24,32,38,42,49,59,64,63,72,85,86,90,95,104,110,116,123
176,0.43289,0.38378,0.13793,0.09097,4.71,7,12,23,24,32,38,42,49,59,64,63,72,85,86,90,95,104,110,116,123
177,0.4351,0.38739,0.14338,0.09731,4.74,7,12,23,24,32,38,42,49,59,64,63,72,85,86,90,95,104,110,116,123
178,0.4365,0.39279,0.1483,0.10778,4.77,7,12,23,24,32,38,42,48,59,64,63,72,85,86,90,95,104,110,116,123
179,0.4379,0.3982,0.15266,0.11811,4.79,7,12,23,24,33,38,42,48,59,64,63,72,85,86,90,95,104,110,116,123
180,0.4375,0.4018,0.15435,0.12582,4.82,7,12,23,24,33,38,42,48,59,64,63,72,85,86,90,95,104,110,116,123
181,0.4377,0.4036,0.15647,0.13143,4.85,7,12,23,24,33,38,42,48,59,64,63,72,85,86,90,95,104,110,116,123
182,0.4403,0.41081,0.16233,0.14274,4.88,7,12,23,24,33,38,42,48,59,64,62,72,85,86,90,95,104,110,116,123
183,0.44191,0.41261,0.16618,0.14586,4.9,7,12,23,24,33,38,42,48,59,64,62,72,85,86,90,95,104,110,116,123
184,0.44291,0.41261,0.16918,0.14687,4.93,7,12,23,24,33,38,42,48,59,64,62,72,85,86,90,95,104,110,116,123
185,0.44471,0.41261,0.17363,0.1485,4.96,7,12,23,24,33,38,42,48,59,64,62,72,85,86,90,95,104,110,116,123
186,0.44531,0.41261,0.17517,0.15055,4.98,7,12,23,24,33,38,42,48,60,64,62,72,85,86,90,94,104,110,115,123
187,0.44491,0.41081,0.17563,0.14851,5.01,7,12,23,24,33,38,42,48,60,64,62,72,85,86,90,94,104,110,115,123
188,0.44732,0.40721,0.18008,0.14358,5.03,7,12,23,24,33,38,42,48,60,64,62,72,85,86,90,94,104,110,115,123
189,0.44772,0.40901,0.18207,0.14747,5.06,7,12,23,24,33,38,42,48,60,64,62,72,85,85,89,94,104,110,115,123
190,0.44832,0.41081,0.18355,0.15135,5.08,7,12,23,24,33,38,42,48,60,64,62,72,85,85,89,94,104,110,115,123
191,0.44932,0.41261,0.18573,0.15455,5.11,7,12,23,24,33,38,42,48,60,64,62,72,85,85,89,94,104,110,115,123
192,0.45172,0.41261,0.18975,0.15528,5.14,7,12,23,24,33,38,42,48,60,64,62,72,85,85,89,94,104,110,115,123
193,0.45172,0.41441,0.18998,0.15871,5.16,7,12,23,24,33,38,42,48,60,64,62,72,85,85,89,94,105,110,115,123
194,0.45132,0.41982,0.18969,0.16751,5.19,7,12,23,24,33,38,42,48,60,64,62,72,85,85,89,94,105,110,115,123
195,0.45112,0.42342,0.18981,0.17338,5.21,7,12,23,24,33,38,42,48,60,64,62,72,85,85,89,94,105,110,115,123
