epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.28986,0.3027,0.0,0.0,0.07,4,8,13,17,21,25,29,34,38,42,46,50,54,59,63,67,71,75,80,84,88,92,96,100,105,109,113,117,121,126
1,0.28986,0.3027,0.0,0.0,0.11,4,9,13,17,21,25,29,34,38,42,46,50,54,59,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,126
2,0.28986,0.3027,0.0,0.0,0.15,4,9,13,17,21,25,29,33,38,42,46,50,54,59,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
3,0.28546,0.2973,-0.00679,-0.00813,0.18,4,9,13,17,21,25,29,33,38,42,46,50,54,59,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
4,0.27504,0.28108,-0.02292,-0.0327,0.21,4,9,13,17,21,25,30,33,38,42,46,50,54,58,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
5,0.26022,0.26126,-0.04601,-0.06277,0.25,4,9,13,17,21,25,30,33,38,42,46,50,54,58,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
6,0.2472,0.25946,-0.06652,-0.06577,0.28,4,9,13,17,21,25,30,33,38,42,46,50,54,58,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
7,0.23958,0.25405,-0.0794,-0.07558,0.32,4,9,13,17,21,25,30,33,38,42,46,50,54,58,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
8,0.23478,0.23964,-0.09009,-0.09831,0.35,4,9,13,17,21,25,30,33,38,42,46,50,54,58,63,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
9,0.24219,0.26126,-0.0859,-0.07047,0.38,4,9,13,17,21,25,30,33,38,42,46,50,54,58,62,67,71,75,79,84,88,92,96,100,105,109,113,117,121,125
10,0.26262,0.26847,-0.06499,-0.06544,0.41,4,9,13,17,21,25,30,33,38,42,46,50,54,58,62,67,72,75,79,84,88,92,96,100,105,109,113,117,121,125
11,0.28185,0.28649,-0.04724,-0.0448,0.45,4,9,13,17,21,25,30,33,38,42,46,50,54,58,62,67,72,75,79,84,88,92,96,100,105,109,113,117,121,125
12,0.29688,0.27207,-0.03765,-0.07209,0.48,4,9,13,17,21,25,30,33,38,42,46,50,54,58,62,67,72,75,79,84,88,92,96,100,105,109,113,117,121,125
13,0.30148,0.27207,-0.04576,-0.08018,0.51,4,9,13,17,21,25,30,33,38,42,47,50,54,58,62,67,72,75,79,84,88,92,96,100,105,109,113,117,121,125
14,0.3117,0.28649,-0.046,-0.06782,0.55,4,9,13,17,21,25,30,33,38,42,47,50,54,58,62,67,72,75,79,84,88,92,96,100,105,109,113,117,121,125
15,0.31971,0.27027,-0.04675,-0.09886,0.58,4,9,13,17,21,25,30,33,38,42,47,50,54,58,62,67,72,75,79,84,88,92,96,100,105,109,113,117,121,125
16,0.32973,0.27387,-0.0408,-0.0988,0.62,4,9,13,17,21,25,30,33,38,42,47,50,54,58,62,66,72,75,79,84,88,92,96,100,105,109,113,117,121,125
17,0.33734,0.28649,-0.03654,-0.08475,0.65,4,9,13,17,21,25,30,33,38,42,47,50,54,58,62,66,72,75,79,84,88,92,96,100,105,109,113,117,121,125
18,0.34275,0.2955,-0.03342,-0.07507,0.68,4,9,12,17,21,25,30,33,38,42,47,50,54,58,62,66,72,75,79,84,88,92,96,100,105,109,113,117,121,125
19,0.34916,0.30811,-0.02761,-0.05809,0.72,4,9,12,17,21,25,30,33,38,42,47,50,54,58,62,66,72,75,79,84,88,92,96,100,105,109,113,117,121,125
20,0.35317,0.31171,-0.02517,-0.0547,0.75,4,9,12,17,21,25,30,33,38,43,47,50,54,58,62,66,72,75,79,84,88,92,96,100,105,109,113,117,121,125
21,0.35737,0.31892,-0.02133,-0.04548,0.79,4,9,12,17,21,25,30,33,38,43,47,50,54,58,62,66,72,75,79,84,88,92,96,100,105,109,113,117,121,125
22,0.36118,0.32973,-0.01786,-0.03013,0.82,4,9,12,17,21,25,30,33,38,43,47,50,54,58,62,66,72,75,79,84,88,92,96,100,105,109,113,117,121,125
23,0.36498,0.32793,-0.0132,-0.03346,0.85,4,9,12,17,21,25,30,33,38,43,47,50,54,58,62,66,72,75,79,84,88,91,96,100,105,109,113,117,121,125
24,0.36639,0.33514,-0.01207,-0.02334,0.89,4,9,12,17,21,25,30,33,38,43,47,49,54,58,62,66,72,75,79,84,88,91,96,100,105,109,113,117,121,125
25,0.36799,0.34234,-0.01026,-0.01293,0.92,4,9,12,17,21,25,30,33,38,43,47,49,54,58,62,66,72,74,79,85,88,91,96,100,105,109,113,117,121,125
26,0.37039,0.34414,-0.00694,-0.01029,0.95,4,9,12,17,21,25,30,33,38,43,47,49,54,58,62,66,72,74,79,85,88,91,96,100,105,109,113,117,121,125
27,0.37139,0.34775,-0.00559,-0.00515,0.99,4,9,12,17,21,25,30,33,38,43,47,49,54,58,62,66,72,74,79,85,88,91,96,100,105,108,113,117,121,125
28,0.3726,0.34775,-0.00383,-0.00515,1.02,4,9,12,17,21,25,30,33,38,43,47,49,54,58,62,66,72,74,79,85,88,91,96,100,105,108,113,117,121,125
29,0.373,0.34775,-0.0033,-0.00515,1.05,4,9,12,17,21,25,30,33,38,43,47,49,54,58,62,66,72,74,79,85,88,91,96,100,105,108,113,117,121,125
30,0.3736,0.34775,-0.00253,-0.00528,1.09,4,9,12,17,21,25,30,33,38,43,47,49,54,58,62,66,72,74,79,85,88,91,96,100,105,108,113,117,121,125
31,0.3746,0.34955,-0.00109,-0.00264,1.12,4,9,12,17,21,25,30,33,38,43,47,49,53,58,62,66,72,74,79,85,88,91,96,100,105,108,113,117,121,125
32,0.3746,0.35135,-0.00115,0.0,1.15,4,9,13,17,21,25,30,33,38,43,46,49,53,58,62,66,72,74,79,85,88,91,96,100,105,108,113,117,121,125
33,0.3746,0.35135,-0.00115,0.0,1.19,4,9,13,17,21,25,30,33,38,43,46,49,53,57,62,66,72,74,79,85,88,91,95,100,105,108,113,117,121,125
34,0.3748,0.35135,-0.00085,0.0,1.22,4,9,13,17,21,25,30,33,38,43,46,49,53,57,62,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
35,0.3748,0.35135,-0.00085,0.0,1.25,4,9,13,17,21,25,30,33,38,43,46,49,53,57,61,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
36,0.375,0.35135,-0.00056,0.0,1.29,4,9,13,17,21,25,30,33,38,43,46,49,53,57,61,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
37,0.375,0.35135,-0.00056,0.0,1.32,4,9,13,17,21,25,30,33,38,43,46,49,53,57,61,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
38,0.3752,0.35135,-0.00027,0.0,1.35,4,9,13,17,21,25,30,33,38,43,46,49,53,57,61,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
39,0.3752,0.35135,-0.00027,0.0,1.39,4,9,13,17,21,24,30,33,38,43,46,49,53,57,61,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
40,0.3752,0.35135,-0.00027,0.0,1.42,4,9,13,17,21,24,30,33,38,43,46,49,53,57,61,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
41,0.3752,0.35135,-0.00027,0.0,1.45,4,9,13,17,21,24,30,33,38,43,47,49,53,57,61,66,72,74,79,85,88,91,95,100,105,108,112,117,121,125
42,0.3752,0.35135,-0.00029,0.0,1.49,4,9,13,17,21,24,31,33,38,43,47,49,53,57,61,66,73,74,79,85,88,91,95,100,105,108,112,117,121,125
43,0.3752,0.35135,-0.00029,0.0,1.52,4,9,13,17,21,24,31,33,38,43,47,49,53,57,61,66,73,74,79,85,88,91,95,100,105,108,112,117,121,125
44,0.3752,0.35135,-0.00029,0.0,1.55,4,9,13,18,21,24,31,33,38,43,47,49,53,57,61,66,73,74,79,85,88,91,95,99,105,108,112,117,121,125
45,0.3752,0.35135,-0.00029,0.0,1.59,4,9,13,18,21,24,31,33,38,42,47,49,53,57,61,66,73,74,79,85,88,91,95,99,105,108,112,117,121,125
46,0.3752,0.35135,-0.00029,0.0,1.62,5,9,13,18,21,24,31,33,38,42,47,49,53,57,61,65,73,74,79,85,88,91,95,99,105,108,112,117,121,125
