epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0.01992,0.01829,-0.00013,-5e-05,0.06,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
1,0.02114,0.01829,0.00022,-0.00119,0.09,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
2,0.02466,0.02073,0.00278,0.00022,0.12,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
3,0.02737,0.02195,0.00472,0.00069,0.14,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
4,0.02887,0.02317,0.00577,0.00132,0.16,10,19,28,38,47,57,66,76,85,94,104,113,123,132,142,151,160,170,179,189
5,0.03117,0.02805,0.0072,0.00538,0.19,10,19,29,38,47,57,66,76,85,94,104,113,123,132,142,151,161,170,179,189
6,0.03537,0.02927,0.00964,0.00539,0.21,10,19,29,38,47,57,66,76,85,94,103,113,123,132,142,151,161,170,179,189
7,0.03944,0.03293,0.0112,0.0062,0.24,10,19,29,38,47,57,66,76,85,94,103,113,123,132,142,151,161,170,179,189
8,0.04215,0.03659,0.01144,0.00733,0.27,10,19,29,38,47,57,66,76,85,94,103,113,123,132,142,151,161,170,179,188
9,0.04472,0.0378,0.01154,0.0059,0.29,10,19,29,38,47,57,66,76,85,94,103,113,123,133,142,151,161,170,179,188
10,0.04608,0.04024,0.01094,0.00608,0.32,10,19,29,38,47,57,66,76,85,94,103,113,123,133,142,150,161,170,179,188
11,0.04946,0.04512,0.01245,0.0089,0.34,10,19,29,38,47,57,66,76,84,94,103,113,123,133,142,150,161,170,179,188
12,0.05475,0.05122,0.01594,0.01269,0.37,10,19,29,38,47,57,66,76,84,94,103,113,123,133,142,150,161,170,179,188
13,0.05827,0.05854,0.01811,0.01855,0.39,10,19,29,38,47,57,66,76,84,94,103,113,123,133,142,150,161,170,179,188
14,0.06153,0.0622,0.02031,0.02045,0.42,10,19,28,38,47,57,65,76,84,94,103,112,123,133,142,150,161,170,179,188
15,0.06478,0.06341,0.02265,0.021,0.44,10,19,28,38,47,57,65,76,84,94,103,112,123,133,142,150,161,170,179,188
16,0.0664,0.06707,0.0237,0.02364,0.47,10,19,28,38,47,57,65,76,84,94,103,112,123,133,142,150,161,170,179,188
17,0.06735,0.06829,0.02425,0.02461,0.49,10,19,28,38,47,57,65,76,84,94,103,112,123,133,142,150,161,170,179,188
18,0.06871,0.06829,0.0255,0.02455,0.52,10,19,28,38,47,57,65,76,84,93,103,112,124,133,142,150,161,170,179,188
19,0.06952,0.06951,0.02623,0.02557,0.54,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
20,0.06979,0.06951,0.02646,0.02542,0.57,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
21,0.07033,0.06951,0.02689,0.02532,0.59,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
22,0.07128,0.07073,0.02774,0.02639,0.62,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
23,0.08158,0.07927,0.03733,0.03434,0.64,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
24,0.10869,0.11098,0.06072,0.06322,0.67,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
25,0.12115,0.11707,0.06533,0.06296,0.69,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
26,0.15029,0.14634,0.07757,0.07729,0.72,10,19,28,38,47,58,65,76,84,93,103,112,124,133,142,150,161,170,179,188
27,0.16195,0.1561,0.07882,0.07718,0.74,10,19,28,38,47,58,65,76,85,93,103,112,124,133,142,150,161,170,179,188
28,0.16086,0.15122,0.07145,0.06603,0.77,10,19,28,38,47,58,65,76,85,93,103,112,124,133,142,150,161,170,179,188
29,0.16086,0.14878,0.06777,0.06033,0.79,10,19,28,38,47,58,65,76,85,93,103,112,124,134,142,150,161,170,179,188
30,0.16046,0.15,0.06548,0.05907,0.82,10,19,29,38,47,58,65,76,85,93,103,112,124,134,142,150,161,170,179,188
31,0.15964,0.14878,0.06319,0.05663,0.84,10,19,29,38,47,58,65,76,85,93,103,112,124,134,142,150,161,170,179,188
32,0.15883,0.14878,0.06129,0.05605,0.87,10,19,29,38,47,58,65,76,85,93,103,113,124,134,142,150,161,170,179,188
33,0.15869,0.15,0.06022,0.05624,0.89,10,19,29,38,47,58,65,76,85,93,103,113,124,134,142,150,161,170,179,188
34,0.15869,0.15,0.0595,0.05537,0.92,10,19,29,38,47,58,65,76,85,93,103,113,124,134,142,149,161,170,179,188
35,0.15883,0.15,0.05886,0.05479,0.94,10,19,29,38,47,58,64,76,85,93,103,113,124,134,142,149,161,170,179,188
36,0.15896,0.15,0.05857,0.05392,0.97,10,19,29,38,46,58,64,76,85,93,103,113,124,134,142,149,161,170,180,188
37,0.16154,0.15244,0.0605,0.05538,0.99,10,19,29,38,46,58,64,76,85,93,103,113,124,134,142,149,161,170,180,188
38,0.16832,0.16098,0.06631,0.06287,1.02,10,19,29,38,46,58,64,76,85,93,103,113,124,134,142,149,161,170,180,188
39,0.19162,0.17927,0.08722,0.07812,1.04,10,19,29,39,46,58,64,76,85,93,103,113,124,134,142,149,161,170,180,188
40,0.24068,0.22195,0.13416,0.11914,1.07,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,170,180,188
41,0.26792,0.24146,0.15928,0.13664,1.09,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,170,180,188
42,0.27985,0.25488,0.16903,0.14847,1.12,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,170,180,188
43,0.27578,0.25366,0.16308,0.14606,1.14,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,170,180,188
44,0.26453,0.2439,0.14875,0.13398,1.17,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,170,180,188
45,0.26399,0.24268,0.14804,0.13236,1.19,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,170,180,188
46,0.26399,0.24268,0.14803,0.13236,1.22,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,171,180,188
47,0.26399,0.24268,0.14801,0.13233,1.24,10,19,29,39,46,58,64,76,85,93,103,113,125,134,142,149,161,171,180,188
48,0.26399,0.24268,0.14796,0.13231,1.27,10,19,29,39,46,58,64,76,85,93,103,113,125,135,142,149,161,171,180,188
49,0.26386,0.24268,0.14776,0.13228,1.29,10,19,29,39,46,58,64,76,85,93,103,113,125,135,142,149,161,171,180,188
50,0.26386,0.24268,0.14772,0.13228,1.32,10,19,28,39,46,58,64,76,85,93,103,112,125,135,142,149,161,171,180,188
