epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.01979,0.01829,-0.00271,-0.00254,0.07,8,15,23,31,38,46,53,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
1,0.01992,0.01585,-0.028,-0.0289,0.11,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
2,0.0416,0.03537,-0.05226,-0.04621,0.14,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
3,0.09012,0.07683,-0.02552,-0.02319,0.17,8,15,23,31,38,46,54,61,69,76,84,92,99,107,114,122,130,137,145,152,160,168,175,183,190
4,0.11641,0.1,-0.00549,-0.00671,0.2,8,15,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
5,0.12319,0.10732,-0.00028,-0.00195,0.23,8,15,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
6,0.12468,0.11098,0.00106,0.00152,0.26,8,16,23,31,38,46,54,61,69,76,84,92,99,106,114,122,130,137,145,152,160,168,175,183,190
7,0.12522,0.11098,0.00231,0.0019,0.3,8,16,23,31,38,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
8,0.12522,0.11098,0.00377,0.00418,0.33,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
9,0.12508,0.11098,0.00718,0.00644,0.36,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
10,0.12522,0.11098,0.0129,0.01106,0.39,8,16,23,31,39,46,54,61,68,76,83,92,99,106,114,122,130,137,145,152,160,168,175,183,190
11,0.12522,0.11098,0.02092,0.01638,0.42,8,16,23,31,39,46,54,61,68,76,83,92,100,106,114,122,130,137,145,152,160,168,175,183,190
12,0.12522,0.11098,0.02828,0.02419,0.45,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,122,130,137,145,152,160,168,175,183,190
13,0.12522,0.11098,0.03454,0.02949,0.48,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,137,145,152,160,168,175,183,190
14,0.12522,0.11098,0.03846,0.03343,0.51,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
15,0.12522,0.11098,0.04118,0.03662,0.55,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
16,0.12522,0.11098,0.04296,0.0378,0.58,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
17,0.12522,0.11098,0.04371,0.03815,0.61,8,16,23,31,39,46,54,62,68,76,83,92,100,106,114,123,130,136,145,152,159,168,175,183,190
18,0.12522,0.11098,0.04392,0.03851,0.64,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
19,0.12522,0.11098,0.0438,0.03815,0.67,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
20,0.12522,0.11098,0.04325,0.03721,0.69,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
21,0.12522,0.11098,0.04249,0.03662,0.72,8,16,23,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
22,0.12522,0.11098,0.0419,0.03568,0.75,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,152,159,168,175,183,190
23,0.12522,0.11098,0.04093,0.03497,0.78,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,153,159,168,175,183,190
24,0.12522,0.11098,0.04042,0.03461,0.81,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,153,159,168,175,183,190
25,0.12522,0.11098,0.04075,0.03473,0.84,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,145,153,159,168,175,183,190
26,0.12522,0.11098,0.04156,0.03556,0.87,8,16,24,31,39,46,54,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,175,183,190
27,0.12522,0.11098,0.04301,0.03674,0.9,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,175,183,190
28,0.12522,0.11098,0.04444,0.03733,0.93,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,174,183,190
29,0.12522,0.11098,0.04651,0.03933,0.96,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,174,183,190
30,0.12522,0.11098,0.04806,0.0405,0.99,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,174,183,190
31,0.12522,0.11098,0.04933,0.04167,1.02,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,174,183,190
32,0.12522,0.11098,0.04936,0.04167,1.04,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,168,174,183,190
33,0.12522,0.11098,0.04386,0.03709,1.08,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,169,174,183,190
34,0.12522,0.11098,0.03324,0.02817,1.1,8,16,24,31,39,46,55,62,68,77,83,92,100,106,115,123,130,136,146,153,159,169,174,183,190
35,0.12536,0.11098,0.02181,0.01798,1.13,8,16,24,32,39,46,55,62,68,77,84,92,100,106,116,124,130,136,146,153,159,169,174,183,190
36,0.12536,0.11098,0.01138,0.00975,1.16,8,16,24,32,39,46,55,62,68,76,84,92,100,106,116,124,130,136,146,153,159,169,174,183,190
37,0.13796,0.12683,0.01005,0.01118,1.19,8,16,24,32,39,46,55,62,68,76,84,92,100,106,116,124,130,136,146,153,159,169,174,183,190
38,0.1713,0.15488,0.03365,0.03176,1.22,8,16,24,32,39,46,55,62,68,76,84,92,100,106,116,124,130,136,146,153,159,169,174,183,190
39,0.22822,0.20854,0.08677,0.07909,1.25,8,16,24,32,39,46,55,62,67,76,84,92,100,106,116,124,130,136,146,153,159,169,174,183,190
40,0.27931,0.24634,0.1356,0.11178,1.28,8,16,24,32,39,46,55,62,67,76,84,92,100,106,116,124,130,136,146,153,159,169,174,183,190
41,0.31237,0.28659,0.16415,0.14631,1.32,8,16,24,32,39,45,55,62,67,76,84,92,100,106,116,124,130,136,146,153,160,169,174,183,190
42,0.32633,0.30366,0.17324,0.15882,1.35,8,16,24,32,39,45,55,62,67,76,84,92,100,106,116,124,130,136,146,153,160,169,174,183,190
43,0.33907,0.31098,0.18241,0.15996,1.37,8,16,24,32,39,45,55,62,67,76,84,92,100,106,116,124,130,136,146,153,160,169,174,183,190
44,0.34747,0.31585,0.18819,0.16084,1.4,8,16,24,32,39,45,55,62,67,76,84,92,100,106,116,124,130,136,146,153,160,169,174,183,190
45,0.35208,0.32439,0.1907,0.16879,1.44,8,16,24,32,39,45,55,62,67,76,84,92,100,106,116,124,131,136,146,153,160,169,174,182,190
46,0.35574,0.32927,0.19318,0.17197,1.47,8,16,24,32,39,45,55,62,67,76,83,92,99,106,116,124,131,136,146,153,160,169,174,182,190
47,0.35953,0.33659,0.19584,0.17789,1.5,8,16,24,32,39,45,55,62,67,76,83,92,99,106,116,124,131,136,146,153,160,169,174,182,190
48,0.36333,0.34024,0.1988,0.18095,1.53,8,16,24,32,39,45,55,62,67,76,83,92,99,106,116,124,131,136,147,153,160,169,174,182,190
49,0.36455,0.34146,0.19837,0.18039,1.56,8,16,24,32,39,45,55,62,67,76,83,92,99,106,116,124,131,136,147,153,160,169,174,182,190
50,0.36319,0.34024,0.19442,0.17648,1.6,8,16,24,32,39,45,55,62,67,76,83,92,99,106,116,124,131,136,147,153,160,169,174,182,190
51,0.35859,0.33415,0.1858,0.16568,1.63,8,16,24,32,39,45,55,62,67,76,83,92,99,106,116,124,131,136,147,153,160,169,174,182,190
52,0.35262,0.33049,0.17341,0.15585,1.66,8,16,24,32,39,45,55,62,67,76,83,92,99,106,116,124,131,136,147,153,160,169,174,182,190
53,0.34151,0.31829,0.15304,0.13443,1.69,8,16,24,32,39,45,55,62,67,76,83,92,99,106,117,124,131,136,147,153,160,169,174,182,190
54,0.32335,0.30244,0.1239,0.1072,1.72,8,16,24,32,39,45,55,62,67,76,83,92,99,106,117,124,131,136,147,153,160,169,174,182,190
55,0.29963,0.27927,0.08827,0.07218,1.75,8,16,24,32,39,45,55,62,66,76,83,92,99,105,117,124,131,136,147,153,160,169,174,182,190
56,0.27836,0.26585,0.05682,0.05224,1.78,8,16,24,32,39,45,55,62,66,76,83,92,99,105,117,124,131,136,147,153,160,169,174,182,190
57,0.26101,0.25366,0.03104,0.03414,1.81,8,16,24,32,39,45,55,62,66,76,83,92,99,105,117,124,130,136,147,153,160,169,174,182,190
58,0.248,0.2378,0.01168,0.01082,1.84,8,16,24,32,39,45,55,62,66,76,83,92,99,105,117,124,130,136,147,153,160,169,174,182,190
59,0.2419,0.23171,0.00245,0.00196,1.87,8,16,25,32,39,45,55,62,66,76,83,92,99,105,117,124,130,136,147,153,160,169,174,182,190
60,0.24055,0.23049,0.00034,0.00019,1.9,8,16,25,32,39,45,55,62,66,76,83,92,99,105,117,125,130,136,147,153,160,169,174,182,190
61,0.24041,0.23049,0.0001,0.00019,1.94,8,16,25,32,39,45,55,62,66,76,84,92,99,105,117,125,130,136,147,153,160,169,174,182,190
62,0.24041,0.23049,8e-05,0.0,1.97,8,16,25,32,39,45,55,62,66,76,84,92,99,105,117,125,130,136,147,153,160,169,174,182,190
63,0.24041,0.23049,8e-05,0.0,2.0,8,16,25,32,39,45,55,62,66,76,84,92,99,106,117,125,130,136,147,153,160,169,174,182,190
64,0.24041,0.23049,8e-05,0.0,2.03,8,16,25,32,39,45,55,62,66,76,84,92,99,106,117,125,130,136,147,153,160,169,174,182,190
65,0.24041,0.23049,8e-05,0.0,2.07,8,16,25,32,39,45,55,62,66,76,84,92,99,106,117,125,130,136,147,153,160,169,174,182,190
66,0.24041,0.23049,6e-05,0.0,2.1,8,16,25,32,39,45,55,62,66,76,84,92,99,106,117,125,131,136,147,153,160,169,174,182,190
67,0.24041,0.23049,6e-05,0.0,2.13,8,16,25,32,39,45,55,62,66,76,84,92,99,106,117,125,131,136,147,153,160,169,174,182,190
68,0.24041,0.23049,4e-05,0.0,2.16,8,16,25,32,39,45,55,62,65,76,84,92,99,106,117,125,131,136,147,153,160,169,174,182,190
69,0.24041,0.23049,4e-05,0.0,2.19,8,16,25,32,39,45,55,62,65,76,84,92,99,106,117,125,131,136,147,153,160,169,174,182,190
70,0.24041,0.23049,4e-05,0.0,2.22,8,16,25,32,39,45,55,62,65,76,84,92,99,106,117,125,131,136,147,153,160,169,174,182,190
71,0.24041,0.23049,4e-05,0.0,2.25,8,16,25,32,39,45,55,62,65,76,84,92,99,106,117,125,131,136,147,153,160,169,174,182,190
72,0.24041,0.23049,4e-05,0.0,2.29,8,16,25,32,39,45,55,62,65,76,84,92,99,106,117,125,131,136,147,153,160,169,174,182,190
73,0.24041,0.23049,4e-05,0.0,2.32,8,16,25,32,39,45,55,62,65,76,84,92,99,106,117,125,131,135,147,153,160,169,174,182,190
74,0.24041,0.23049,4e-05,0.0,2.35,8,17,25,32,39,45,55,62,65,76,84,92,99,105,117,125,131,135,147,153,160,169,174,182,190
75,0.24041,0.23049,4e-05,0.0,2.38,8,17,25,32,39,45,55,62,65,76,84,92,99,105,117,125,131,135,147,153,160,169,174,182,190
76,0.24041,0.23049,4e-05,0.0,2.41,8,17,25,32,39,45,55,62,65,76,84,92,99,105,117,125,131,135,147,153,160,169,174,182,190
77,0.24041,0.23049,4e-05,0.0,2.44,8,17,25,32,39,45,55,62,65,76,84,92,99,105,116,125,131,135,147,153,160,169,174,182,190
78,0.24041,0.23049,4e-05,0.0,2.48,8,17,25,32,40,45,55,62,65,76,84,93,99,105,116,125,131,135,147,153,160,169,174,182,190
79,0.24041,0.23049,4e-05,0.0,2.51,9,17,25,32,40,45,55,62,65,76,84,93,99,105,116,125,131,135,147,153,160,169,174,182,190
80,0.24041,0.23049,4e-05,0.0,2.54,9,17,25,32,40,45,55,62,65,76,84,93,99,106,116,125,131,135,147,153,160,169,174,182,190
81,0.24041,0.23049,4e-05,0.0,2.57,9,17,25,32,40,45,55,62,65,76,84,93,99,106,116,125,131,135,147,153,160,169,174,182,190
82,0.24041,0.23049,4e-05,0.0,2.6,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,125,131,135,147,153,160,169,174,182,190
83,0.24041,0.23049,4e-05,0.0,2.63,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,125,131,135,147,153,160,169,174,182,190
84,0.24041,0.23049,4e-05,0.0,2.67,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,125,131,135,147,153,160,169,174,182,190
85,0.24041,0.23049,4e-05,0.0,2.7,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,125,131,135,147,153,160,169,174,182,191
86,0.24041,0.23049,4e-05,0.0,2.73,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,125,131,135,147,153,160,169,174,182,191
87,0.24041,0.23049,4e-05,0.0,2.76,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,124,131,135,147,153,160,169,174,182,191
88,0.24041,0.23049,4e-05,0.0,2.79,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,124,131,135,147,153,160,169,174,182,191
89,0.24041,0.23049,4e-05,0.0,2.82,9,17,25,32,40,45,55,62,64,76,84,93,99,106,116,124,131,135,147,153,160,169,174,182,191
90,0.24041,0.23049,4e-05,0.0,2.86,9,17,26,31,40,46,55,62,64,76,84,93,99,106,116,124,131,135,147,153,160,169,174,182,191
91,0.24041,0.23049,4e-05,0.0,2.89,9,17,26,31,40,46,55,62,64,76,85,93,99,106,116,124,131,135,147,153,160,169,174,182,191
92,0.24041,0.23049,4e-05,0.0,2.92,9,17,26,31,40,46,55,62,64,76,85,93,99,106,116,124,131,135,147,153,160,169,174,182,191
93,0.24041,0.23049,4e-05,0.0,2.95,9,17,26,31,40,46,55,62,64,76,85,93,99,106,115,124,131,135,147,153,160,169,174,182,191
94,0.24041,0.23049,4e-05,0.0,2.98,9,17,26,31,40,46,55,62,64,76,85,93,100,106,115,124,131,135,147,153,160,169,174,182,191
95,0.24041,0.23049,4e-05,0.0,3.01,9,17,26,31,40,46,55,62,64,76,85,94,100,106,115,124,131,135,147,153,160,169,174,182,191
96,0.24041,0.23049,4e-05,0.0,3.05,9,17,26,31,40,46,55,62,64,76,85,94,100,106,115,124,131,135,147,153,160,169,174,182,191
97,0.24041,0.23049,4e-05,0.0,3.08,9,17,26,31,40,46,55,62,64,76,85,94,100,106,115,124,131,135,147,153,160,169,174,182,191
98,0.24041,0.23049,4e-05,0.0,3.11,9,17,26,31,40,46,55,62,64,76,85,94,100,106,115,124,131,135,148,153,160,169,174,182,191
99,0.24041,0.23049,4e-05,0.0,3.14,9,17,26,31,40,46,55,62,64,76,85,94,100,106,115,124,131,135,148,153,160,169,174,182,191
100,0.24041,0.23049,4e-05,0.0,3.17,9,17,26,31,39,46,55,62,64,76,85,93,100,106,115,124,131,135,148,153,160,169,174,182,191
101,0.24041,0.23049,4e-05,0.0,3.2,9,17,26,31,39,46,55,62,64,75,85,93,100,106,115,124,131,135,148,153,160,169,174,182,191
102,0.24041,0.23049,4e-05,0.0,3.24,9,17,26,31,39,46,55,62,64,75,85,93,100,106,115,124,131,135,148,153,160,169,174,183,191
103,0.24041,0.23049,4e-05,0.0,3.27,9,17,26,31,39,46,55,62,64,75,85,93,100,106,115,124,131,136,148,153,160,169,174,183,191
104,0.24041,0.23049,4e-05,0.0,3.3,9,17,26,31,39,46,55,62,64,75,85,93,100,106,114,124,131,136,148,153,160,169,174,183,191
105,0.24041,0.23049,4e-05,0.0,3.33,9,17,26,31,39,46,55,62,64,75,85,93,100,106,114,124,131,136,148,153,160,169,174,183,191
106,0.24041,0.23049,4e-05,0.0,3.37,9,17,26,31,39,46,55,62,64,75,85,93,101,106,114,124,131,136,148,153,160,169,174,183,191
107,0.24055,0.23049,0.00024,0.0,3.4,9,17,26,31,39,46,55,62,64,75,85,93,101,106,114,124,131,136,148,153,160,169,174,183,191
108,0.2415,0.23049,0.00165,0.0,3.44,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,124,131,136,148,153,160,169,174,183,191
109,0.24624,0.23415,0.00871,0.00532,3.48,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,124,131,136,148,153,160,169,174,183,191
110,0.26128,0.24878,0.03088,0.02654,3.51,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,124,131,136,148,153,160,169,174,183,191
111,0.29719,0.27927,0.08353,0.07078,3.55,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,124,131,136,148,153,160,169,174,183,191
112,0.33419,0.30488,0.13794,0.10982,3.59,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,124,131,136,148,153,160,169,174,183,191
113,0.35289,0.32073,0.16635,0.13449,3.62,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,124,131,136,148,153,160,169,174,183,191
114,0.35913,0.33171,0.17587,0.15147,3.66,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,124,132,136,148,153,160,169,174,183,191
115,0.3613,0.33902,0.17912,0.16231,3.69,9,17,26,31,39,46,55,62,64,75,84,93,101,106,114,123,132,136,148,153,160,169,174,183,191
116,0.36224,0.34024,0.18067,0.16432,3.73,9,18,26,31,39,46,55,62,64,75,84,93,101,106,114,123,132,136,148,153,160,169,174,183,191
117,0.36306,0.34024,0.18204,0.16432,3.76,9,18,26,31,39,46,55,62,64,75,85,93,101,106,114,123,132,136,148,153,160,169,174,183,191
118,0.3636,0.34024,0.18298,0.16447,3.8,9,18,26,31,39,46,55,62,64,75,85,93,101,106,113,123,132,136,148,153,160,169,174,183,191
