epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.08252017829177208,0.0780065005417118,-0.0033034684029809025,-0.019301867767801406,0.01,18,36,54,72,90,108,126,144,162,180
1,0.08974822310564992,0.08234019501625135,0.0028679981153768574,-0.015829022646858926,0.02,18,36,54,72,90,108,126,144,162,180
2,0.09601252861101073,0.10184182015167931,0.00829417461005455,0.004620674134501623,0.03,18,36,54,72,90,108,126,144,162,180
3,0.09480785447536441,0.10075839653304441,0.006117360241086334,0.002662292435574476,0.03,18,36,54,72,90,108,126,144,162,180
4,0.09336224551258884,0.10509209100758396,0.004040809164275294,0.007117155013329213,0.04,18,36,54,72,90,108,126,144,162,180
5,0.09408504999397663,0.10509209100758396,0.004536471132156827,0.006858478264551104,0.05,18,36,54,72,90,108,126,144,162,180
6,0.09444645223467052,0.10184182015167931,0.0047232352303117064,0.003064419252161832,0.06,18,36,54,72,90,108,126,144,162,180
7,0.09384411516684736,0.10184182015167931,0.0038610836901349366,0.0029916751687051324,0.07,18,36,54,72,90,108,126,144,162,180
8,0.09384411516684736,0.10184182015167931,0.0036638578414285305,0.002773379208778959,0.07,18,36,54,72,90,109,126,144,162,180
9,0.09384411516684736,0.10184182015167931,0.0034755239368015056,0.002669395149990539,0.08,18,36,54,72,90,109,126,144,162,180
10,0.093964582580412,0.10184182015167931,0.0034106529276820563,0.002523781030709049,0.09,18,36,54,72,90,109,126,144,162,180
11,0.093964582580412,0.10184182015167931,0.003232669794314136,0.0023469067117619646,0.1,18,36,55,72,90,109,126,144,162,180
12,0.093964582580412,0.10184182015167931,0.0030546230767743987,0.002242833689969803,0.1,18,36,55,72,90,109,125,144,162,180
13,0.093964582580412,0.10184182015167931,0.0029304015731997923,0.0021387389525657774,0.11,18,36,55,71,90,109,125,144,162,180
14,0.093964582580412,0.10184182015167931,0.0028390865135244914,0.0020554475228335978,0.12,18,36,55,71,90,109,125,143,162,180
15,0.093964582580412,0.10184182015167931,0.002759733618905469,0.001992969825028279,0.13,18,36,55,71,90,109,125,143,162,180
16,0.093964582580412,0.10184182015167931,0.0026728801278597114,0.001961728042406685,0.13,18,36,55,71,90,109,125,143,162,180
17,0.093964582580412,0.10184182015167931,0.0025800200094857617,0.0019304843037277752,0.14,18,36,55,71,90,109,125,143,161,180
18,0.093964582580412,0.10184182015167931,0.002478153542654682,0.0018784070586362889,0.15,19,36,55,71,90,109,125,143,161,180
19,0.093964582580412,0.10184182015167931,0.002362779626096767,0.0018054897847631368,0.16,19,36,55,71,89,109,125,143,161,180
20,0.093964582580412,0.10184182015167931,0.002164933665402602,0.0016908839696111455,0.16,19,36,55,71,89,109,125,143,161,180
21,0.093964582580412,0.10184182015167931,0.001983505920568618,0.001544983956437651,0.17,19,36,55,71,89,109,125,143,161,180
22,0.093964582580412,0.10184182015167931,0.0018530170954423886,0.0014824423237284057,0.18,19,36,55,71,89,109,125,143,161,180
23,0.093964582580412,0.10184182015167931,0.001725495054480053,0.0013886151826277837,0.19,19,36,55,71,89,109,125,143,161,180
24,0.093964582580412,0.10184182015167931,0.0015574162505345157,0.0012217678301741364,0.2,19,36,55,71,89,109,125,143,161,180
25,0.093964582580412,0.10184182015167931,0.0013982895281789975,0.0011070279302625163,0.21,19,36,55,71,89,109,125,143,161,180
26,0.093964582580412,0.10184182015167931,0.001281163881909353,0.0010026960512313776,0.21,19,36,55,71,89,109,125,143,161,180
27,0.093964582580412,0.10184182015167931,0.0011580021637264126,0.000940086461840961,0.22,19,36,55,71,89,109,125,143,161,180
28,0.093964582580412,0.10184182015167931,0.0009852241815458962,0.0008148437367376804,0.23,19,36,55,71,89,109,125,143,161,180
29,0.093964582580412,0.10184182015167931,0.0007913412124418429,0.0005747073890389753,0.23,19,36,55,71,89,109,125,143,161,180
30,0.093964582580412,0.10184182015167931,0.0006304664483270939,0.0004180345322650769,0.24,19,36,55,71,89,109,125,143,161,180
31,0.093964582580412,0.10184182015167931,0.00043343707676657406,0.00024041256887352702,0.25,19,36,55,71,89,109,125,143,161,180
32,0.093964582580412,0.10184182015167931,0.00024987419417232815,0.00015680391800720894,0.26,19,36,55,71,89,109,125,143,161,180
33,0.093964582580412,0.10184182015167931,0.00010086786887331112,4.1819186904268335e-05,0.26,19,36,55,71,89,109,125,143,161,180
34,0.093964582580412,0.10184182015167931,2.5595266535005656e-05,2.0910030672283142e-05,0.27,19,36,55,71,89,109,125,143,161,180
35,0.093964582580412,0.10184182015167931,3.011275834352567e-06,0.0,0.28,19,36,56,71,89,109,125,143,161,180
36,0.093964582580412,0.10184182015167931,0.0,0.0,0.28,19,36,56,71,89,109,125,142,161,180
37,0.093964582580412,0.10184182015167931,0.0,0.0,0.29,19,36,56,71,89,109,125,142,161,180
38,0.093964582580412,0.10184182015167931,0.0,0.0,0.3,19,36,56,71,89,109,125,142,161,180
39,0.093964582580412,0.10184182015167931,0.0,0.0,0.31,19,36,56,71,89,109,125,142,161,180
40,0.093964582580412,0.10184182015167931,0.0,0.0,0.31,19,36,56,70,89,109,125,142,161,180
41,0.093964582580412,0.10184182015167931,0.0,0.0,0.32,19,36,56,70,89,109,125,142,161,180
42,0.093964582580412,0.10184182015167931,0.0,0.0,0.33,19,36,56,70,89,109,125,142,161,180
43,0.093964582580412,0.10184182015167931,0.0,0.0,0.34,19,36,56,70,89,109,125,142,161,180
44,0.093964582580412,0.10184182015167931,0.0,0.0,0.34,19,36,56,70,89,109,125,142,161,180
45,0.093964582580412,0.10184182015167931,0.0,0.0,0.35,19,36,56,70,89,109,125,142,161,180
46,0.093964582580412,0.10184182015167931,0.0,0.0,0.36,19,36,56,70,89,109,125,142,161,180
47,0.093964582580412,0.10184182015167931,0.0,0.0,0.36,19,36,56,70,89,109,125,142,161,180
48,0.093964582580412,0.10184182015167931,0.0,0.0,0.37,19,36,56,70,89,109,125,142,161,180
49,0.093964582580412,0.10184182015167931,0.0,0.0,0.38,19,36,56,70,89,109,125,142,161,180
50,0.093964582580412,0.10184182015167931,0.0,0.0,0.38,19,36,56,70,89,109,125,142,161,180
51,0.093964582580412,0.10184182015167931,0.0,0.0,0.39,19,36,56,70,89,109,125,142,161,180
52,0.093964582580412,0.10184182015167931,0.0,0.0,0.4,19,36,56,70,89,109,125,142,161,180
53,0.093964582580412,0.10184182015167931,0.0,0.0,0.41,19,36,56,70,89,109,125,142,161,180
54,0.093964582580412,0.10184182015167931,0.0,0.0,0.41,19,36,56,70,89,109,125,142,161,180
55,0.093964582580412,0.10184182015167931,0.0,0.0,0.42,19,36,56,70,89,109,125,142,161,180
56,0.093964582580412,0.10184182015167931,0.0,0.0,0.43,19,35,56,70,89,109,125,142,161,180
57,0.093964582580412,0.10184182015167931,0.0,0.0,0.43,19,35,56,70,89,109,125,142,161,180
58,0.093964582580412,0.10184182015167931,0.0,0.0,0.44,19,35,56,70,89,109,125,142,161,180
59,0.093964582580412,0.10184182015167931,0.0,0.0,0.45,19,35,56,70,89,110,125,142,161,180
60,0.093964582580412,0.10184182015167931,0.0,0.0,0.46,19,35,56,70,89,110,125,142,161,180
61,0.093964582580412,0.10184182015167931,0.0,0.0,0.46,19,35,56,70,89,110,125,142,161,180
62,0.093964582580412,0.10184182015167931,0.0,0.0,0.47,19,35,56,70,89,110,125,142,161,180
63,0.093964582580412,0.10184182015167931,0.0,0.0,0.48,19,35,56,70,89,110,125,142,161,180
64,0.093964582580412,0.10184182015167931,0.0,0.0,0.48,19,35,56,70,89,110,125,142,161,180
65,0.093964582580412,0.10184182015167931,0.0,0.0,0.49,19,35,56,70,89,110,125,142,161,180
66,0.09408504999397663,0.10184182015167931,0.00011359811753886007,0.0,0.5,19,35,56,70,88,110,125,142,161,180
67,0.09408504999397663,0.10184182015167931,0.00011359811753886007,0.0,0.51,19,35,56,70,88,110,125,142,161,180
68,0.09408504999397663,0.10184182015167931,5.550484297778269e-05,-0.00047070698882190065,0.51,19,35,56,70,88,110,125,142,161,180
