epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.11716524216524217,0.11858974358974358,0.0,0.0,0.01,8,16,24,32,41,49,57,65,73,81,89,97,105,114,122
1,0.11716524216524217,0.11858974358974358,0.0,0.0,0.02,8,16,24,32,41,49,57,65,73,81,89,97,105,114,122
2,0.11716524216524217,0.11858974358974358,0.0,0.0,0.03,8,16,24,32,41,49,57,65,73,81,89,97,105,114,122
3,0.11716524216524217,0.11858974358974358,0.0,0.0,0.03,8,16,25,32,41,49,57,65,73,81,89,97,105,114,122
4,0.11716524216524217,0.11858974358974358,0.0,0.0,0.04,8,16,25,32,41,49,57,65,73,81,89,97,105,114,122
5,0.11716524216524217,0.11858974358974358,0.0,0.0,0.05,8,16,25,32,41,49,57,65,73,81,89,97,105,114,122
6,0.11716524216524217,0.11858974358974358,0.0,0.0,0.06,8,16,25,32,41,49,57,65,73,81,89,97,105,114,122
7,0.11734330484330484,0.11858974358974358,0.00018614627117563565,0.0,0.06,8,16,25,32,41,48,57,65,73,81,89,97,105,114,122
8,0.11609686609686609,0.11698717948717949,-0.0013970363518256423,-0.001975835358710265,0.07,8,16,25,32,41,48,57,65,73,81,89,97,105,114,122
9,0.1103988603988604,0.11858974358974358,-0.0098787121295969,-0.002523836231071108,0.08,8,16,25,32,41,48,56,65,73,81,89,97,105,114,122
10,0.12446581196581197,0.13782051282051283,-0.0009296357413353107,0.011081850156418493,0.09,8,16,25,32,41,48,56,65,73,81,90,97,105,114,121
11,0.14725783475783477,0.14583333333333334,0.014594323189031422,0.007004281389391465,0.09,8,16,25,32,41,48,56,65,73,81,90,97,105,114,121
12,0.1590099715099715,0.16346153846153846,0.02143710688227407,0.020549551662547128,0.1,8,16,25,32,41,48,56,65,73,82,90,97,105,114,121
13,0.16363960113960113,0.16826923076923078,0.021226536911341243,0.020642187963058167,0.11,8,16,25,32,41,48,56,65,73,82,90,97,105,114,121
14,0.16809116809116809,0.17147435897435898,0.021930703674767127,0.019291451084346156,0.11,8,16,25,32,41,48,56,65,73,82,90,97,105,114,121
15,0.17592592592592593,0.18269230769230768,0.0268007119138024,0.026235106207200487,0.12,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
16,0.18126780626780628,0.1891025641025641,0.028619942605054183,0.029250625657170737,0.13,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
17,0.18892450142450143,0.1955128205128205,0.032376521041947215,0.02935052057511156,0.14,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
18,0.19284188034188035,0.20192307692307693,0.029147064991544513,0.030106305282804335,0.15,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
19,0.19693732193732194,0.20673076923076922,0.02180184753459935,0.0221045899791682,0.16,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
20,0.1971153846153846,0.21153846153846154,0.010719024845100567,0.01557720302950627,0.17,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
21,0.19693732193732194,0.21153846153846154,0.004092051699752575,0.00888429752066111,0.18,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
22,0.1972934472934473,0.20993589743589744,0.0032153355896525904,0.005482853152640632,0.19,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
23,0.1987179487179487,0.20993589743589744,0.004705672185209786,0.005482853152640632,0.2,8,16,25,32,41,48,56,65,74,82,90,97,105,114,121
