epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0.11787749287749288,0.1201923076923077,0.0,0.0,0.01,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
1,0.11787749287749288,0.1201923076923077,0.0,0.0,0.03,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
2,0.11787749287749288,0.1201923076923077,0.0,0.0,0.04,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
3,0.11787749287749288,0.1201923076923077,0.0,0.0,0.05,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
4,0.11787749287749288,0.1201923076923077,0.0,0.0,0.06,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
5,0.11787749287749288,0.1201923076923077,0.0,0.0,0.06,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
6,0.11787749287749288,0.1201923076923077,0.0,0.0,0.07,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
7,0.11787749287749288,0.1201923076923077,0.0,0.0,0.08,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
8,0.11787749287749288,0.1201923076923077,0.0,0.0,0.09,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
9,0.11787749287749288,0.1201923076923077,0.0,0.0,0.1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
10,0.11787749287749288,0.1201923076923077,0.0,0.0,0.11,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
11,0.11787749287749288,0.1201923076923077,0.0,0.0,0.12,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125
12,0.11787749287749288,0.1201923076923077,0.0,0.0,0.13,5,10,15,20,25,30,35,40,45,50,55,60,64,69,75,80,85,89,94,100,105,110,115,120,125
13,0.11787749287749288,0.1201923076923077,0.0,0.0,0.13,5,10,15,20,25,30,35,40,45,50,54,59,64,69,75,80,85,89,94,100,105,110,115,120,125
14,0.11787749287749288,0.1201923076923077,0.0,0.0,0.14,5,10,15,20,25,30,35,40,45,50,54,59,64,69,75,80,85,89,94,100,105,110,115,120,125
15,0.11787749287749288,0.1201923076923077,0.0,0.0,0.15,5,10,15,20,25,30,35,40,45,50,54,59,64,69,75,80,85,89,94,100,105,110,115,120,125
16,0.11787749287749288,0.1201923076923077,0.0,0.0,0.16,5,10,15,20,25,30,35,40,45,50,54,59,64,69,75,80,85,89,94,100,105,110,114,120,125
17,0.11787749287749288,0.1201923076923077,0.0,0.0,0.17,5,10,15,20,25,30,35,39,46,51,54,59,64,69,75,80,85,89,94,100,105,110,114,120,125
18,0.11787749287749288,0.1201923076923077,0.0,0.0,0.18,5,10,15,20,25,30,35,39,46,51,54,59,64,69,75,80,85,89,94,100,105,110,114,120,125
19,0.11787749287749288,0.1201923076923077,0.0,0.0,0.19,5,10,15,20,25,30,35,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,120,125
20,0.11787749287749288,0.1201923076923077,0.0,0.0,0.2,5,10,15,20,25,30,35,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
21,0.11787749287749288,0.1201923076923077,-1.484476740465368e-05,-0.00013429480629456592,0.21,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
22,0.11787749287749288,0.1201923076923077,-7.422824462710587e-05,-0.000268625687623425,0.22,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
23,0.11787749287749288,0.1201923076923077,-0.00022271779778360035,-0.0005373957335452761,0.23,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
24,0.11787749287749288,0.1201923076923077,-0.00031183269717383055,-0.0005373957335452761,0.24,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
25,0.1176994301994302,0.1201923076923077,-0.0006326212876830439,-0.0005373957335452761,0.24,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
26,0.1176994301994302,0.12179487179487179,-0.0007663821833943096,0.001150882440571821,0.25,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
27,0.1168091168091168,0.12179487179487179,-0.0022526015234041186,0.0006137443667034725,0.26,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
28,0.11627492877492877,0.11698717948717949,-0.004037481528812892,-0.006345563959069711,0.26,5,10,15,20,25,30,34,39,46,51,54,59,64,69,75,81,85,89,94,100,105,110,114,119,125
29,0.11182336182336182,0.12179487179487179,-0.011261574861677559,-0.003975360982742204,0.27,5,10,15,20,25,30,34,39,46,51,54,59,65,69,75,81,85,89,94,100,105,110,114,119,125
30,0.11075498575498575,0.11858974358974358,-0.015141794544636822,-0.01009506430820828,0.28,5,10,15,20,25,30,34,39,46,51,54,59,65,69,75,81,85,89,94,100,105,110,114,119,125
31,0.11217948717948718,0.125,-0.01579332262618882,-0.005334970020301144,0.28,5,10,15,20,25,30,34,39,46,51,54,59,65,69,75,81,85,89,94,100,105,110,114,119,125
32,0.11235754985754985,0.1201923076923077,-0.01799939150779184,-0.013334595406841121,0.29,5,10,15,20,25,30,34,39,46,51,54,59,65,69,75,81,85,89,94,100,105,110,114,119,125
33,0.11413817663817664,0.1201923076923077,-0.018480992226115545,-0.014853567640907395,0.3,5,10,15,20,25,30,34,39,46,51,54,59,65,69,75,81,85,89,94,100,105,110,114,119,125
34,0.11752136752136752,0.125,-0.016979785656267454,-0.011513362982667807,0.3,5,10,15,20,25,30,34,39,46,51,54,59,65,69,75,81,85,89,94,100,105,110,114,119,125
35,0.11876780626780627,0.13782051282051283,-0.017801167218694847,0.0012613941975865295,0.31,5,10,15,20,25,30,34,39,46,51,54,59,65,69,75,81,85,89,94,101,105,110,114,119,125
36,0.12482193732193732,0.13942307692307693,-0.012846137333937468,0.0002446519676579939,0.32,5,10,15,20,25,30,34,39,46,51,55,59,65,69,75,81,85,89,94,101,105,110,114,119,124
37,0.13051994301994302,0.14262820512820512,-0.007733177218739451,0.002050662728756314,0.32,5,10,15,20,25,30,34,39,46,51,55,59,65,69,75,81,85,89,94,101,105,110,114,119,124
38,0.13354700854700854,0.15384615384615385,-0.006072338806905719,0.012936277300098942,0.33,5,10,15,20,25,30,34,39,46,51,55,59,65,69,75,81,85,89,94,101,105,110,114,119,124
39,0.13782051282051283,0.15544871794871795,-0.0027721214260945093,0.012628582752346351,0.34,5,10,15,20,25,30,34,39,46,51,55,59,65,69,75,81,85,89,94,101,105,110,114,119,124
40,0.14351851851851852,0.15865384615384615,0.0021072771175060234,0.014742768464550693,0.34,5,10,15,20,25,30,34,39,46,51,55,59,65,68,75,81,85,89,94,101,105,110,114,119,124
41,0.14707977207977208,0.16185897435897437,0.004920532402937661,0.01727253017272512,0.35,5,10,15,20,25,30,34,39,46,51,55,59,65,68,75,81,85,89,94,101,105,110,114,119,124
42,0.1525997150997151,0.17307692307692307,0.008058663417616962,0.026615233926260973,0.36,5,10,15,20,25,30,34,39,46,51,55,59,65,68,75,81,85,89,94,101,105,110,114,119,124
43,0.16684472934472935,0.19391025641025642,0.00392059465308936,0.02618580754051969,0.36,5,10,15,20,25,30,34,39,46,51,55,59,65,68,75,81,86,89,94,101,105,110,114,119,124
44,0.19693732193732194,0.22275641025641027,-0.009361361000106205,0.018817029995720436,0.37,5,10,15,19,25,30,34,39,46,51,55,59,65,68,75,81,86,89,94,101,105,110,114,119,124
45,0.24554843304843305,0.27724358974358976,0.008096345954100914,0.055978960927436594,0.38,5,10,15,19,25,30,34,39,46,51,55,59,65,68,75,81,86,89,94,101,105,110,114,119,124
