epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5
0,0.023732080472232263,0.018418201516793065,0.0,0.0,0.02,33,66,99,132,165
1,0.023732080472232263,0.018418201516793065,0.0,0.0,0.03,33,66,99,132,165
2,0.023732080472232263,0.018418201516793065,0.0,0.0,0.04,33,66,99,132,165
3,0.023732080472232263,0.018418201516793065,0.0,0.0,0.05,33,66,99,132,165
4,0.023732080472232263,0.018418201516793065,0.0,0.0,0.05,33,66,99,132,165
5,0.023250210817973738,0.01733477789815818,-0.0004924233606500295,-0.001103752759381793,0.06,33,66,99,132,165
6,0.017829177207565352,0.010834236186348862,-0.005857475139795287,-0.007726269315673218,0.07,33,66,99,132,165
7,0.013492350319238646,0.00866738894907909,-0.009645136714257596,-0.009933774834437026,0.08,33,66,99,132,165
8,0.00951692567160583,0.00866738894907909,-0.01278723078992794,-0.009933774834437026,0.09,33,67,100,132,165
9,0.007107577400313215,0.00866738894907909,-0.0148381315573054,-0.009933774834437026,0.09,33,67,100,132,165
10,0.006505240332490061,0.007583965330444204,-0.015272975098828079,-0.011037527593819041,0.1,33,67,100,132,165
11,0.003975424647632815,0.004333694474539545,-0.017730133046693464,-0.014348785871964642,0.11,33,67,100,132,165
12,0.003614022406938923,0.004333694474539545,-0.01800987833684342,-0.014348785871964864,0.12,33,67,100,132,165
13,0.0022888808577279846,0.0021668472372697724,-0.01926351905659418,-0.016569663500461074,0.12,33,67,100,132,165
14,0.0012046741356463078,0.0,-0.0202848038242347,-0.01877719805746536,0.13,33,67,100,132,165
15,0.0013251415492109384,0.0,-0.020076424696041872,-0.01877719805746536,0.14,33,67,100,133,165
16,0.0016865437899048308,0.0,-0.019651806653048887,-0.01877719805746536,0.15,33,67,100,133,165
17,0.002650283098421877,0.0032502708559046588,-0.018587402744949078,-0.01546589622195893,0.16,33,67,100,133,165
18,0.0093964582580412,0.010834236186348862,-0.0115413819916379,-0.00772626931567344,0.17,33,67,100,133,165
19,0.018190579448259248,0.015167930660888408,-0.0023447106976712817,-0.0033112582781456013,0.17,33,67,100,133,165
20,0.019877123238164075,0.016251354279523293,-0.00047931562569525354,-0.002207505518763808,0.18,33,67,100,133,165
21,0.020238525478857967,0.018418201516793065,-3.694292742850713e-05,1.1102230246251565e-16,0.19,33,67,100,133,165
22,0.020238525478857967,0.018418201516793065,-1.116850415461279e-05,0.0,0.2,33,67,100,133,165
23,0.020238525478857967,0.018418201516793065,-4.725105927638751e-06,0.0,0.21,33,67,100,133,165
24,0.020238525478857967,0.018418201516793065,-1.7182151708095006e-06,0.0,0.22,33,67,100,133,165
25,0.020238525478857967,0.018418201516793065,-1.7182151708095006e-06,0.0,0.23,32,67,100,133,165
26,0.020238525478857967,0.018418201516793065,-1.7182151708095006e-06,0.0,0.24,32,67,100,133,165
27,0.020238525478857967,0.018418201516793065,-1.2886608244944142e-06,0.0,0.25,32,67,100,133,165
28,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.25,32,67,100,133,165
29,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.26,32,67,100,133,165
30,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.27,32,67,100,133,165
31,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.28,32,67,100,133,165
32,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.29,32,67,100,133,165
33,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.3,32,67,100,133,165
34,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.3,32,67,100,133,164
35,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.31,32,67,100,134,164
36,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.32,32,67,100,134,164
37,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.33,32,68,100,134,164
38,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.33,32,68,100,134,164
39,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.34,32,68,100,134,164
40,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.35,32,68,100,134,164
41,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.35,32,68,100,134,164
42,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.36,32,68,100,134,164
43,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.37,32,68,100,134,164
44,0.020238525478857967,0.018418201516793065,-8.591068474395058e-07,0.0,0.38,32,68,100,134,164
45,0.020238525478857967,0.018418201516793065,-4.295532392006862e-07,0.0,0.38,32,68,100,134,164
46,0.020238525478857967,0.018418201516793065,0.0,0.0,0.39,32,68,100,134,164
47,0.10745693289965065,0.10725893824485373,0.055426341968908055,0.05466414594341307,0.4,32,68,99,134,164
48,0.15672810504758464,0.1635969664138678,0.05334288304606616,0.053333333333333344,0.41,32,68,99,134,164
49,0.13673051439585593,0.14517876489707476,9.752773741300569e-05,0.0,0.41,32,68,99,134,164
50,0.13673051439585593,0.14517876489707476,6.50206053794955e-05,0.0,0.42,32,68,99,134,164
51,0.13673051439585593,0.14517876489707476,3.2511359643883075e-05,0.0,0.43,32,68,99,134,164
