epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.023250210817973738,0.021668472372697724,-0.016708415638272633,-0.0167442722902178,0.01,18,36,54,72,90,108,126,144,162,180
1,0.023370678231538367,0.021668472372697724,-0.017418675432179676,-0.01724809205491762,0.02,18,36,54,72,90,108,126,144,162,180
2,0.023491145645103,0.021668472372697724,-0.01768873382151237,-0.017570997598516547,0.03,18,36,54,72,90,108,126,144,162,180
3,0.023370678231538367,0.021668472372697724,-0.017868008686578785,-0.01743187469558305,0.04,18,36,54,72,90,108,126,144,162,180
4,0.023732080472232263,0.021668472372697724,-0.017520464288900417,-0.017501431391483635,0.04,18,36,54,72,90,108,126,144,162,180
5,0.024093482712926155,0.021668472372697724,-0.0171801775415501,-0.017501431391483635,0.05,18,36,54,72,90,108,126,144,162,180
6,0.024093482712926155,0.021668472372697724,-0.017325750267971785,-0.01764057331863289,0.06,18,36,54,72,90,108,126,144,162,180
7,0.02493675460787857,0.02275189599133261,-0.016592176967969552,-0.016652643944565337,0.07,18,36,54,72,90,108,126,144,162,180
8,0.025659559089266353,0.02275189599133261,-0.016034917520895142,-0.01658312626302716,0.08,18,36,54,73,90,108,126,144,162,180
9,0.026020961329960245,0.024918743228602384,-0.015767114523236314,-0.014745385272205036,0.09,18,36,54,73,90,108,126,144,162,180
10,0.02674376581134803,0.027085590465872156,-0.015296765452230465,-0.012906135088532,0.09,18,36,54,73,90,108,126,144,162,180
11,0.027225635465606555,0.028169014084507043,-0.015070295172883164,-0.01205521783614838,0.1,18,36,54,73,90,107,126,144,162,180
12,0.02843030960125286,0.028169014084507043,-0.014147393529737595,-0.012471063293275408,0.11,18,36,54,73,89,107,125,144,162,180
13,0.028912179255511383,0.030335861321776816,-0.014087640286683634,-0.01118307262754481,0.12,18,36,54,73,89,107,125,144,162,180
14,0.029514516323334537,0.0314192849404117,-0.01402560266629882,-0.010815439287643613,0.13,18,36,54,73,89,107,125,143,162,180
15,0.030116853391157692,0.030335861321776816,-0.014167279952570278,-0.012640771391061012,0.14,18,36,53,73,89,107,125,143,162,180
16,0.030719190458980847,0.02925243770314193,-0.01427773463742299,-0.014677717181259764,0.15,18,36,53,73,89,107,125,143,161,180
17,0.13179135043970605,0.13217768147345613,0.052736714694661235,0.05346180485762664,0.15,18,36,53,73,89,107,125,143,161,180
18,0.1886519696422118,0.19068255687973998,0.0823170776746791,0.07940439361186513,0.16,18,36,53,73,89,107,125,143,161,180
19,0.23876641368509818,0.25460455037919827,0.08832396728228908,0.09299518805712648,0.17,18,36,53,73,89,107,125,143,161,180
20,0.23153836887122034,0.24918743228602383,0.06451588910819828,0.07036106335140868,0.18,18,36,53,73,89,107,125,143,161,180
