epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0.18767806267806267,0.21153846153846154,0.0,0.0,0.01,4,8,13,17,21,25,29,34,38,42,46,50,54,59,63,67,71,75,80,84,88,92,96,100,105,109,113,117,121,126
1,0.18767806267806267,0.21153846153846154,0.0,0.0,0.02,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,80,84,88,92,96,100,105,109,113,117,121,126
2,0.18767806267806267,0.21153846153846154,0.0,0.0,0.03,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,80,84,88,92,96,101,105,109,113,117,121,125
3,0.18767806267806267,0.21153846153846154,0.0,0.0,0.04,4,9,13,17,21,25,29,34,38,42,46,50,55,59,63,67,71,75,80,84,88,92,96,101,105,109,113,117,121,125
4,0.18767806267806267,0.21153846153846154,0.0,0.0,0.05,4,9,13,17,21,25,29,34,38,42,46,50,55,58,63,67,71,76,80,84,88,92,96,101,105,109,113,117,121,125
5,0.18767806267806267,0.21153846153846154,0.0,0.0,0.06,4,9,13,17,21,25,30,34,38,42,46,50,55,58,63,67,71,76,80,84,88,92,96,101,105,109,113,117,121,125
6,0.18767806267806267,0.21153846153846154,0.0,0.0,0.07,4,9,13,17,21,25,30,34,38,42,46,50,55,58,63,67,71,76,80,84,88,92,96,101,105,109,113,117,121,125
7,0.18767806267806267,0.21153846153846154,0.0,0.0,0.07,4,9,13,17,21,25,30,34,38,42,46,50,55,58,63,67,71,76,80,83,88,92,96,101,105,109,113,117,121,125
8,0.18767806267806267,0.21153846153846154,0.0,0.0,0.08,4,9,13,17,21,25,30,34,38,42,46,50,55,58,63,67,71,76,80,83,88,92,96,101,105,109,113,117,121,125
9,0.18767806267806267,0.21153846153846154,0.0,0.0,0.09,4,9,13,17,21,25,30,34,38,42,46,50,55,58,63,67,72,76,80,83,88,92,96,101,105,109,113,117,121,125
