algorithm,rows,columns,time,target_size,final_size,r2_train,r2_test,rmse_train,rmse_test,selected_features
fsdr,62,2151,11.54,2,2,0.42,0.17,0.12,0.02,956;1376
fsdr,62,2151,15.42,5,5,0.99,0.35,0.02,0.02,433;899;1064;1434;1774
fsdr,62,2151,24.75,10,10,0.97,0.42,0.03,0.01,291;531;571;958;976;1196;1237;1553;1568;1819
fsdr,62,2151,49.31,20,19,0.99,0.32,0.02,0.02,241;385;598;651;843;867;987;1017;1064;1080;1089;1138;1161;1295;1389;1411;1550;1702;1896
