epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20
0,0,0,0.35646,0.31959,1.33,104,205,306,408,509,610,712,813,914,1016,1116,1218,1319,1420,1521,1623,1724,1825,1927,2028
1,0,0,0.35497,0.31804,1.38,104,205,306,408,509,611,712,814,914,1016,1115,1219,1318,1419,1521,1622,1724,1825,1926,2028
2,0,0,0.35349,0.31652,1.42,104,205,305,408,510,611,713,814,914,1017,1115,1219,1318,1419,1520,1622,1723,1825,1926,2028
3,0,0,0.35204,0.31504,1.47,104,205,305,409,510,611,713,815,914,1017,1114,1219,1317,1418,1520,1621,1723,1825,1926,2028
4,0,0,0.35063,0.31359,1.52,104,206,305,409,511,611,713,815,914,1018,1114,1219,1317,1418,1520,1621,1723,1824,1926,2028
5,0,0,0.34913,0.31208,1.58,104,206,305,409,511,611,714,816,915,1018,1113,1219,1316,1418,1519,1621,1722,1824,1926,2027
6,0,0,0.3474,0.31031,1.63,104,206,305,410,511,611,714,816,915,1019,1113,1220,1316,1417,1519,1620,1722,1824,1925,2027
7,0,0,0.34551,0.30848,1.67,104,206,305,410,512,611,715,817,915,1019,1112,1220,1315,1417,1518,1620,1722,1824,1925,2027
8,0,0,0.34349,0.30664,1.72,104,206,305,410,512,611,715,817,915,1020,1112,1219,1315,1416,1518,1619,1722,1823,1925,2027
9,0,0,0.34138,0.30478,1.76,104,206,305,411,513,611,716,818,916,1020,1111,1219,1314,1416,1517,1619,1722,1823,1925,2027
10,0,0,0.33919,0.30291,1.81,105,206,305,411,513,610,716,818,916,1021,1111,1219,1314,1415,1517,1619,1722,1823,1925,2027
11,0,0,0.33693,0.30094,1.87,105,206,305,411,513,610,716,819,916,1021,1110,1219,1313,1415,1516,1618,1721,1822,1925,2027
12,0,0,0.33466,0.29889,1.94,105,206,305,412,514,610,717,819,917,1022,1110,1219,1313,1414,1516,1618,1721,1822,1924,2027
13,0,0,0.33239,0.29677,1.98,105,206,305,412,514,610,717,819,917,1022,1109,1218,1313,1414,1516,1617,1721,1822,1924,2027
