epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.20476785531224775,0.19605634188139287,0.01,164,324,484,644,804,964,1122,1283,1441,1603,1763,1920,2082,2242,2402,2561,2721,2879,3039,3199,3360,3520,3678,3838,3998
1,0,0,0.1938898919742084,0.18524772219473745,0.01,164,324,484,644,804,964,1121,1284,1440,1604,1764,1919,2083,2243,2403,2561,2722,2878,3038,3198,3360,3520,3678,3838,3998
2,0,0,0.18340604398673274,0.1749350046049366,0.02,164,325,485,645,804,965,1120,1285,1439,1605,1764,1918,2083,2244,2404,2560,2722,2877,3037,3197,3360,3521,3677,3837,3998
3,0,0,0.17351745854404746,0.16524479249260127,0.02,165,325,485,645,804,966,1119,1286,1438,1606,1764,1917,2084,2245,2405,2560,2722,2877,3036,3197,3360,3521,3677,3837,3997
4,0,0,0.16438887126941834,0.15631617694398175,0.03,165,325,486,646,804,966,1119,1286,1438,1607,1764,1916,2085,2245,2406,2559,2723,2876,3036,3196,3360,3522,3676,3837,3997
5,0,0,0.15622148849710538,0.1484809548366346,0.03,165,325,486,647,804,967,1118,1287,1437,1607,1764,1916,2085,2245,2407,2559,2723,2875,3035,3195,3360,3522,3676,3837,3997
6,0,0,0.14923478260090461,0.14185068643716145,0.03,165,326,486,647,805,968,1117,1288,1436,1608,1764,1915,2086,2244,2407,2560,2723,2874,3034,3195,3360,3523,3676,3836,3997
7,0,0,0.14359356879138824,0.13669249418734505,0.04,165,326,487,648,805,969,1117,1289,1435,1609,1764,1914,2087,2244,2408,2560,2723,2874,3033,3194,3360,3523,3675,3836,3997
8,0,0,0.139409507747605,0.13313396901600488,0.04,165,326,487,648,805,969,1116,1289,1434,1610,1764,1913,2087,2244,2409,2560,2723,2873,3032,3193,3359,3524,3675,3836,3997
9,0,0,0.13673031621782308,0.131161831294607,0.05,166,327,488,649,805,970,1115,1290,1433,1611,1763,1912,2088,2244,2410,2561,2723,2873,3031,3193,3359,3524,3675,3835,3996
10,0,0,0.1354068827456937,0.1305985912521949,0.05,166,327,488,649,806,971,1115,1291,1433,1612,1763,1912,2088,2244,2411,2561,2723,2872,3030,3192,3359,3524,3674,3835,3996
11,0,0,0.13514348973142126,0.13114782113964196,0.05,166,327,489,650,806,972,1115,1291,1432,1612,1763,1911,2088,2243,2411,2561,2723,2872,3030,3192,3359,3524,3674,3835,3996
12,0,0,0.13560525587840722,0.13238911603303805,0.06,166,327,489,650,806,972,1114,1292,1431,1613,1763,1911,2088,2243,2412,2560,2723,2871,3029,3191,3358,3524,3674,3834,3996
13,0,0,0.1364533368559695,0.13393543756573006,0.06,166,328,490,651,807,973,1114,1292,1431,1614,1763,1910,2088,2243,2412,2560,2723,2871,3028,3191,3358,3524,3674,3834,3996
14,0,0,0.1374015921956475,0.13546228710188454,0.07,166,328,490,652,807,974,1114,1293,1430,1614,1763,1910,2088,2243,2413,2560,2723,2871,3027,3190,3357,3524,3673,3834,3996
15,0,0,0.13822218689644106,0.13674235140220672,0.07,166,328,490,652,808,975,1114,1293,1430,1614,1763,1909,2088,2243,2413,2559,2723,2870,3026,3189,3357,3524,3673,3834,3995
16,0,0,0.1387637398227381,0.13761321115934597,0.07,167,328,491,653,808,976,1114,1294,1430,1615,1762,1909,2088,2242,2413,2559,2723,2870,3025,3189,3356,3523,3673,3833,3995
17,0,0,0.13895720020539462,0.13802946411594236,0.08,167,328,491,653,809,976,1114,1294,1430,1615,1762,1909,2088,2242,2414,2558,2722,2870,3024,3188,3356,3523,3673,3833,3995
18,0,0,0.13878838923060416,0.1379801799774496,0.08,167,328,492,654,809,977,1115,1295,1430,1616,1762,1909,2087,2242,2414,2557,2722,2870,3023,3187,3355,3523,3673,3833,3995
19,0,0,0.13829019566065168,0.1375019122120799,0.09,167,328,492,654,810,978,1115,1295,1430,1616,1761,1909,2087,2241,2414,2556,2722,2869,3022,3187,3354,3522,3673,3833,3995
20,0,0,0.13752217601632483,0.13666431842095908,0.09,167,328,493,655,811,979,1115,1295,1430,1616,1761,1908,2086,2241,2414,2556,2722,2869,3021,3186,3354,3522,3672,3832,3995
21,0,0,0.13655763397014822,0.13557174328068958,0.09,167,328,493,656,811,980,1116,1296,1430,1616,1761,1908,2086,2240,2414,2555,2722,2869,3020,3185,3353,3521,3672,3832,3995
22,0,0,0.13547450367985697,0.13429720644995957,0.1,168,328,493,656,812,981,1116,1296,1430,1617,1761,1908,2085,2240,2414,2554,2722,2869,3019,3185,3353,3521,3672,3832,3994
23,0,0,0.13435251386043537,0.13294032200892447,0.1,168,327,494,657,813,981,1117,1296,1430,1617,1761,1908,2085,2240,2413,2553,2722,2869,3018,3184,3352,3520,3672,3831,3994
24,0,0,0.1332476303836406,0.13158976565688318,0.1,168,327,494,657,813,982,1117,1297,1431,1617,1761,1908,2084,2239,2413,2552,2722,2868,3018,3183,3351,3520,3672,3831,3994
25,0,0,0.13221368008492948,0.13029859434348168,0.11,168,327,495,658,814,983,1118,1297,1431,1618,1761,1908,2083,2239,2413,2551,2721,2868,3017,3182,3351,3519,3672,3831,3994
26,0,0,0.13129036657292367,0.12910855197886545,0.11,168,327,495,659,815,984,1119,1297,1431,1618,1761,1908,2083,2239,2413,2550,2721,2868,3016,3182,3350,3518,3672,3831,3994
27,0,0,0.13050156397677073,0.12805521972165831,0.12,168,327,496,659,815,985,1119,1297,1432,1618,1761,1908,2082,2239,2413,2549,2721,2868,3015,3181,3349,3518,3672,3830,3994
28,0,0,0.1298498958092581,0.12715575846091662,0.12,168,327,496,660,816,986,1120,1298,1432,1618,1762,1908,2081,2239,2413,2548,2721,2868,3014,3180,3349,3517,3672,3830,3994
29,0,0,0.1293212251121128,0.1264139536972714,0.12,169,326,497,660,816,986,1121,1298,1432,1618,1762,1908,2081,2239,2412,2547,2721,2868,3013,3180,3348,3517,3672,3830,3993
30,0,0,0.128899740285941,0.12583021046250725,0.13,169,326,497,661,817,987,1121,1298,1432,1619,1762,1908,2080,2239,2412,2546,2721,2868,3012,3179,3347,3516,3672,3830,3993
31,0,0,0.12855411608234868,0.12536133011005707,0.13,169,326,497,662,818,988,1122,1299,1433,1619,1762,1908,2079,2239,2412,2546,2720,2868,3012,3178,3346,3516,3671,3829,3993
32,0,0,0.1282701765965947,0.12498483714883704,0.14,169,326,498,662,818,989,1123,1299,1433,1619,1762,1908,2078,2239,2412,2545,2720,2868,3011,3178,3346,3515,3671,3829,3993
33,0,0,0.12803699273732658,0.12469068642658235,0.14,169,326,498,663,819,990,1123,1299,1433,1619,1762,1908,2078,2239,2412,2544,2720,2868,3010,3177,3345,3515,3671,3829,3993
34,0,0,0.1278186855241761,0.12444100709482273,0.15,169,326,499,663,819,990,1124,1300,1434,1620,1763,1908,2077,2239,2412,2544,2720,2868,3009,3176,3344,3514,3671,3829,3993
35,0,0,0.1275965451540029,0.12422901671945552,0.15,170,326,499,664,820,991,1125,1300,1434,1620,1763,1908,2076,2239,2412,2543,2720,2868,3009,3176,3344,3514,3671,3828,3993
36,0,0,0.12735878615745727,0.12403022567314513,0.15,170,326,500,665,820,992,1126,1300,1434,1620,1763,1908,2076,2239,2411,2542,2720,2868,3008,3175,3343,3513,3671,3828,3992
37,0,0.0005498856259208429,0.1271058777513843,0.12382884416461616,0.16,170,326,500,665,821,993,1126,1301,1434,1620,1763,1908,2075,2239,2411,2542,2720,2868,3007,3175,3342,3513,3671,3828,3992
38,0,0.0036985658115801234,0.12684029186635196,0.12363363193403117,0.16,170,326,500,666,821,993,1127,1301,1434,1620,1764,1908,2074,2239,2411,2541,2719,2868,3007,3174,3341,3512,3671,3827,3992
39,0,0.006579724921127461,0.12656999877802275,0.12345473872299552,0.17,170,326,501,666,822,994,1128,1301,1434,1621,1764,1908,2074,2239,2411,2541,2719,2868,3006,3174,3341,3512,3671,3827,3992
40,0,0.009019460626678577,0.12630470918763867,0.12330304455383145,0.17,170,326,501,667,822,995,1129,1302,1435,1621,1764,1908,2073,2239,2411,2540,2719,2868,3006,3173,3340,3511,3671,3827,3992
41,0.003332539002236401,0.010915250113124442,0.12605219795693226,0.12318504991906071,0.18,170,326,502,668,823,995,1130,1302,1435,1621,1765,1908,2073,2239,2411,2539,2719,2868,3005,3173,3339,3511,3671,3827,3992
42,0.006927782262704518,0.01229103685310895,0.125824644469542,0.12309933860945493,0.18,171,326,502,668,823,996,1130,1303,1435,1621,1765,1908,2072,2239,2411,2539,2719,2868,3004,3172,3339,3510,3671,3826,3991
43,0.010066031271179887,0.0131965861607517,0.12562567614615378,0.12304290129285102,0.18,171,326,503,669,824,997,1131,1303,1435,1621,1765,1908,2071,2239,2411,2538,2719,2868,3004,3172,3338,3510,3671,3826,3991
44,0.012764585696773523,0.013737389065308858,0.1254543303045635,0.12300919531090075,0.19,171,326,503,669,824,997,1132,1304,1435,1622,1766,1908,2071,2239,2411,2538,2718,2868,3003,3171,3337,3510,3671,3826,3991
45,0.015117379087809968,0.01409657592110758,0.12530474469927827,0.12298677505629804,0.19,171,326,503,670,825,998,1133,1304,1435,1622,1766,1908,2070,2239,2411,2537,2718,2868,3003,3171,3337,3509,3671,3825,3991
46,0.017263644036594084,0.014530845875614706,0.12516814337284501,0.12295969266265594,0.2,171,327,504,671,825,999,1134,1304,1435,1622,1766,1908,2070,2240,2411,2537,2718,2868,3003,3170,3336,3509,3671,3825,3991
