epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.2504224337460135,0.2407854551533549,0.01,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
1,0,0,0.24415247316221095,0.2343771378101761,0.01,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
2,0,0,0.23826595945232862,0.22835382618591754,0.02,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
3,0,0,0.23298221648994832,0.22294581975029343,0.03,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
4,0,0,0.22827548263230574,0.21812613967881964,0.03,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
5,0,0,0.22386356592452292,0.21358578602218153,0.04,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
6,0,0,0.21965962556000146,0.2092560134676488,0.04,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
7,0,0,0.21560635900775832,0.20506723465841092,0.05,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
8,0,0,0.21166042671774185,0.2009878983929079,0.05,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
9,0,0,0.20779475193673067,0.19699136156298191,0.06,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
10,0,0,0.20399428473208234,0.19306382798367663,0.06,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
11,0,0,0.2002565243809463,0.1891974070298745,0.07,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
12,0,0,0.19658980413420535,0.18539890613217783,0.08,3,5,8,10,13,15,17,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
13,0,0,0.19300564285846916,0.18168121827718525,0.08,3,5,8,10,13,15,17,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
14,0,0,0.1895163617336393,0.17805694819398551,0.09,3,5,8,10,13,15,17,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
15,0,0,0.18613691375473077,0.17454494593336903,0.09,3,5,8,10,13,15,17,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
16,0,0,0.18288220845328493,0.1711616723133435,0.1,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,48,50,53,55,58,60,63
17,0,0,0.17976665826440022,0.16792683300139816,0.11,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,48,50,53,55,58,60,63
18,0,0,0.1768040570204912,0.16485138667528285,0.11,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,48,50,53,55,58,60,63
19,0,0,0.17401188342166932,0.16195596766978873,0.12,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,48,50,53,55,58,60,63
20,0,0,0.17141448445392288,0.1592662727910141,0.12,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
21,0,0,0.16902773285449169,0.15679929264791567,0.13,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
22,0,0,0.16685349577673095,0.15455564697813157,0.14,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
23,0,0,0.1648879516241699,0.15253293077597518,0.14,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
24,0,0,0.1631268604124975,0.1507265377101009,0.15,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
25,0,0,0.16157026730613286,0.14914036909134393,0.15,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
26,0,0,0.16021713402150609,0.14777164693095976,0.16,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
27,0,0,0.15906285169746173,0.1466188004724575,0.17,3,5,8,10,13,15,17,20,23,25,28,30,33,36,38,40,43,45,47,50,53,55,58,60,63
28,0,0,0.1580992463591563,0.14566996838889962,0.17,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
29,0,0,0.1573143352716729,0.14490611846692447,0.18,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
30,0,0,0.15669353238481284,0.14431683642371937,0.18,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
31,0,0,0.15622513692451212,0.14389314780300447,0.19,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
32,0,0,0.1559043458484737,0.14363137616644617,0.19,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
33,0,0,0.15572923064363456,0.1435221356185483,0.2,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
34,0,0,0.15568639913282306,0.14355168371885632,0.2,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
35,0,0,0.15573769865510934,0.14367974601496752,0.21,3,5,8,10,13,15,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
36,0,0,0.15583845418809433,0.1438573190482719,0.22,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
37,0,0,0.15594751762557538,0.1440327074954215,0.22,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
38,0,0,0.15603192727996076,0.1441686825207067,0.23,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
39,0,0,0.15606870862781455,0.14424064778922133,0.23,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,40,43,45,47,50,53,55,58,60,63
40,0,0,0.15604511179089725,0.14423648959669705,0.24,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
41,0,0,0.15596035695217547,0.14415800382678945,0.24,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
42,0,0,0.15582527609852237,0.14401791888166332,0.25,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
43,0,0,0.1556605725154429,0.1438375657239999,0.25,3,5,8,10,13,16,17,20,23,25,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
44,0,0,0.15548441007711686,0.14363883919063788,0.26,3,5,8,10,13,16,17,21,23,25,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
45,0,0,0.15530175124838716,0.1434290978831877,0.26,3,5,8,10,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
46,0,0,0.1551065687907733,0.14320565955566797,0.27,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
47,0,0,0.15489342810677353,0.14296097499780838,0.28,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
48,0,0,0.1546616588066032,0.14269345987967227,0.28,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
49,0,0,0.1544134629071708,0.14240659559591756,0.29,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
50,0,0,0.15415284520666922,0.14210569811065074,0.29,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
51,0,0,0.1538842696261157,0.1417951707238378,0.3,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
52,0,0,0.15361212034568897,0.14148068365824673,0.3,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
53,0,0,0.15334165023732757,0.14117032518364722,0.31,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
54,0,0,0.15307763203923805,0.14087056865001382,0.31,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
55,0,0,0.15282682099159944,0.1405908821362051,0.32,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
56,0,0,0.1525922911963103,0.14033019768798569,0.32,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
57,0,0,0.1523735249595034,0.14008461917475784,0.33,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
58,0,0,0.15216514314503865,0.13985042369624573,0.34,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
59,0,0,0.15195874323914707,0.139619837680007,0.34,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,43,45,47,50,53,55,58,60,63
60,0,0,0.15174579646433234,0.1393818344484726,0.35,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,58,60,63
61,0,0,0.1515180820090026,0.13912924707704438,0.35,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,58,60,63
62,0,0,0.15126892715244822,0.13885269330834407,0.36,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,58,60,63
63,0,0,0.150990244453968,0.13854790236725767,0.36,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,58,60,63
64,0,0,0.15067745698112664,0.13820801643785302,0.37,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,58,60,63
65,0,0,0.15032653557682865,0.13782956632918508,0.37,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,57,60,63
66,0,0,0.14994019393957522,0.13740348327424473,0.38,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,57,60,63
67,0,0,0.14952565059123296,0.13694591723035496,0.38,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,57,60,63
68,0,0,0.14909437673441395,0.13647265765546648,0.39,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,57,60,63
69,0,0,0.14865579364779538,0.13599225892534986,0.4,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,57,60,63
70,0,0,0.14822362248267512,0.13551723584915812,0.4,3,5,8,11,13,16,17,21,23,26,28,31,33,36,38,39,42,45,47,50,53,55,57,60,63
71,0,0,0.1477969175718379,0.13504007285581252,0.41,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
72,0,0,0.1473628216654776,0.13455772257960372,0.41,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
73,0,0,0.14689343240410863,0.13404944760910584,0.42,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
74,0,0,0.1463746359166635,0.13349271238407684,0.42,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
75,0,0,0.14583108820776478,0.13292415217270373,0.43,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
76,0,0,0.1453034162245778,0.13237312511074523,0.43,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
77,0,0,0.14480677324042696,0.13185669064538344,0.44,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
78,0,0,0.14432489639401083,0.13137570333428675,0.44,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
79,0,0,0.14383110370690708,0.13089158956931188,0.45,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
80,0,0,0.14334256855835598,0.13042416010475236,0.46,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
81,0,0,0.14288897138486575,0.13000333543313272,0.46,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
82,0,0,0.1424896932731134,0.12964351379203087,0.47,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
83,0,0,0.1421397930849305,0.12933262477723473,0.47,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
84,0,0,0.1418142037535196,0.1290362020952572,0.48,3,5,8,11,13,16,17,21,23,26,28,31,32,36,38,39,42,45,47,50,53,55,57,60,63
85,0,0,0.14148310606506984,0.12871800752014895,0.48,3,5,8,11,13,16,17,21,23,26,29,31,32,36,38,39,42,45,47,50,53,55,57,60,63
86,0,0,0.14112728537794622,0.12835639666899856,0.49,3,5,8,11,13,16,17,21,23,26,29,31,32,36,38,39,42,45,47,50,53,55,57,60,63
87,0,0,0.14074480066512451,0.12795087769873667,0.49,3,5,8,11,13,16,17,21,23,26,29,31,32,36,38,39,42,45,47,50,53,55,57,60,63
88,0,0,0.14035070344198589,0.12751899929464441,0.5,3,5,8,11,13,16,17,21,23,26,29,31,32,36,38,39,42,45,47,50,53,55,57,60,63
89,0,0,0.1399654910757257,0.1270855872809015,0.51,3,5,8,11,13,16,17,21,23,26,29,31,32,36,38,39,42,45,47,50,53,55,57,60,63
90,0,0,0.13960380774713096,0.12667983055988882,0.51,3,5,8,11,13,16,17,21,23,26,29,31,32,36,37,39,42,45,47,50,53,55,57,60,63
91,0,0,0.13926788978442817,0.12630568987491744,0.52,3,5,8,11,13,16,17,21,23,26,29,31,32,36,37,39,42,45,47,50,53,55,57,60,63
92,0,0,0.13894525632516638,0.12596053383751943,0.52,3,5,8,11,13,16,17,21,23,26,29,31,32,36,37,39,42,45,47,50,53,55,57,60,63
93,0,0,0.13861987656867766,0.12562264399905088,0.53,3,6,8,11,13,16,17,21,23,26,29,31,32,36,37,39,42,45,47,50,53,55,57,60,63
94,0,0,0.1382806187954737,0.12527907035018204,0.53,3,6,8,11,13,16,17,21,23,26,29,31,32,36,37,39,42,45,47,50,53,55,57,60,63
95,0,0,0.13792636775513542,0.12492915843202493,0.54,3,6,8,11,13,16,17,21,23,26,29,31,32,36,37,39,42,45,47,50,53,55,57,60,63
96,0,0,0.13756614741230538,0.12458262948753834,0.54,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,45,47,50,53,55,57,60,63
97,0,0.0007554144368376869,0.1372117418451207,0.12424877676539167,0.55,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,45,47,50,53,55,57,60,63
98,0.004387799114097701,0.005874957391426516,0.136871429749525,0.12393007744450805,0.55,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
99,0.009156719211861453,0.01084210411600317,0.13654322937798785,0.12362007946355649,0.56,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
100,0.013856906449076445,0.015848402635510683,0.13621898999272886,0.12330685126707014,0.57,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
101,0.018611604102522272,0.021063489528315493,0.13589020761436954,0.12297971724422435,0.57,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
102,0.02346435185635043,0.026545563155732976,0.13555381933007588,0.12263488674602861,0.58,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
103,0.028347692465923946,0.03219546095247905,0.13521445900667944,0.12227848612993213,0.58,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
104,0.03315335568615596,0.037822513775830235,0.13487966522203887,0.12192248739743604,0.59,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
105,0.03781453704975901,0.04326792716590422,0.13455414418838033,0.1215769908427075,0.59,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
106,0.04235307564241175,0.048508795283721096,0.13423643009058867,0.12124353804525301,0.6,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
107,0.046860522861686404,0.05359590103777878,0.13392014590508936,0.12091899767872143,0.6,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
108,0.05140752709571428,0.05858888312157351,0.1336003246139606,0.12059960370339691,0.61,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
109,0.05599224196113117,0.0634913284297125,0.13327708051091966,0.12028518032174945,0.62,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
110,0.060547568347398606,0.06826028820320262,0.1329551239517938,0.11997852618212718,0.62,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,55,57,60,63
111,0.06500463578992233,0.0728690630773351,0.1326393653853858,0.11968142466028604,0.63,3,6,8,11,13,16,17,21,23,26,29,30,32,36,37,39,42,44,47,50,53,54,57,60,63
112,0.06934709668411665,0.07735984081748626,0.13233098227469733,0.11939122859256587,0.63,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
113,0.07362170323520145,0.08183715367137534,0.13202673210224253,0.11910118169276389,0.64,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
114,0.07787809422764413,0.08639018839359502,0.13172306597868705,0.11880551565140904,0.64,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
115,0.08212405020200875,0.09102743514655187,0.13141945645559763,0.11850361470225182,0.65,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
116,0.0863184898836874,0.09567202783092998,0.13111884455510833,0.11820046991062833,0.65,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
117,0.09041446156297228,0.10022573083271524,0.13082461108859364,0.1179024977674642,0.66,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
118,0.09440776972256393,0.10462454570455804,0.1305371202423349,0.11761394237170453,0.66,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
119,0.09833501963382985,0.10886430080792553,0.1302537568652483,0.11733515100299986,0.67,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
120,0.10222500212738916,0.11295765049647521,0.12997249146020162,0.11706535808732088,0.68,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
121,0.10607426874847459,0.11690662395542972,0.1296935531053845,0.11680449043121054,0.68,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
122,0.10985083144663543,0.12070820720243791,0.1294193100146034,0.11655280373311147,0.69,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
123,0.11353204340610001,0.12438234921441305,0.12915142181504013,0.11630904440227999,0.69,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
124,0.117125363893967,0.12798683457682714,0.12888940787830333,0.11606940297832577,0.7,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
125,0.12065415839007276,0.13157988810860188,0.1286315592158266,0.11583002959944196,0.7,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
126,0.12412891756248834,0.13518185472936273,0.12837716096045435,0.11558956025180907,0.71,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
127,0.12753277242219696,0.1387522023660558,0.1281274766217428,0.11535071303238593,0.71,3,6,8,11,13,16,17,21,23,26,29,30,32,35,37,39,42,44,47,50,53,54,57,60,63
