epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.2840319114893084,0.28437334521304736,0.01,2,4,6,8,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
1,0,0,0.27773136936712867,0.2780783421245014,0.02,2,4,6,8,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
2,0,0,0.271196583309355,0.27157002751372844,0.02,2,4,6,8,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
3,0,0,0.2645107910752903,0.26492109716509893,0.03,2,4,6,8,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
4,0,0,0.2577472372970742,0.2581880464060941,0.03,2,4,6,8,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
5,0,0,0.2509675376842859,0.25145885867801665,0.04,2,4,6,8,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
6,0,0,0.2442375067172759,0.24479610949738886,0.05,2,4,6,8,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
7,0,0,0.23766679961084666,0.23826319203975474,0.05,2,4,6,8,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
8,0,0,0.23134485309878378,0.2319704689024889,0.06,2,4,6,9,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
9,0,0,0.22516827913192133,0.2258222011532714,0.06,2,4,6,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
10,0,0,0.21903889176498492,0.21970192665167748,0.07,2,4,6,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
11,0,0,0.21294628080755354,0.213626150926109,0.08,2,4,6,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
12,0,0,0.20691750658772262,0.20760978082631695,0.08,2,4,6,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
13,0,0,0.2009830792615206,0.20170290773205526,0.09,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
14,0,0,0.19516318335636149,0.1959211497960799,0.09,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
15,0,0,0.1894720304042514,0.19028512407037546,0.1,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
16,0,0,0.1839544830822969,0.18483032601852137,0.1,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
17,0,0,0.1787030890570562,0.1796211037077176,0.11,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
18,0,0,0.1738484885042946,0.17480470881115662,0.12,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
19,0,0,0.1695327578534693,0.1705407732362627,0.12,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
20,0,0,0.16582151172145887,0.16688177574524646,0.13,2,4,6,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,44,46,48,51,53,55,57,59,61,63
