epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25
0,0,0,0.2500795446449129,0.24043670910545786,0.01,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
1,0,0,0.24381310428602193,0.23403096380023977,0.02,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
2,0,0,0.23796166422583395,0.2280440069150898,0.02,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
3,0,0,0.23267928863164336,0.22263894934113682,0.03,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
4,0,0,0.22793794631705117,0.21777785942480635,0.03,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
5,0,0,0.22349806644949555,0.21320452864741546,0.04,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
6,0,0,0.21928154703244906,0.20885681109446785,0.04,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
7,0,0,0.21522746931791506,0.20466591415444257,0.05,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
8,0,0,0.2112868824058389,0.20059010725135357,0.05,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
9,0,0,0.20742879342360637,0.19660048192131063,0.06,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
10,0,0,0.20363831766378962,0.19268369624590095,0.06,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
11,0,0,0.19991172615697686,0.18882827357900675,0.07,3,5,8,10,13,15,18,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
12,0,0,0.19625704300142172,0.18504391815856144,0.07,3,5,8,10,13,15,17,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
13,0,0,0.19268621927826213,0.18133992767710036,0.08,3,5,8,10,13,15,17,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
14,0,0,0.18921311896944237,0.1777332850831537,0.08,3,5,8,10,13,15,17,20,23,25,28,30,33,35,38,40,43,45,48,50,53,55,58,60,63
