epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
0,0,0,0.18119159694775497,0.1739232628033302,0.01,2,4,6,8,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
1,0,0,0.1775761308570663,0.17008699418520687,0.02,2,4,6,8,11,13,15,17,19,21,23,25,27,30,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
2,0,0,0.1739665401877542,0.16624353136299005,0.02,2,4,6,8,11,13,15,17,19,21,23,25,27,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
3,0,0,0.1703750880318832,0.16240565674522786,0.03,2,4,6,8,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
4,0,0,0.16682679088959798,0.15860131861098267,0.03,2,4,6,8,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
5,0,0,0.16334831238646405,0.15485827406737368,0.04,2,4,6,8,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
6,0,0,0.1599609184032238,0.15119656821948446,0.05,2,4,6,8,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
7,0,0,0.1566912262537775,0.1476447368351629,0.05,2,4,6,8,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,46,49,51,53,55,57,59,61,63
8,0,0,0.15368197845695283,0.14435753176854602,0.06,2,4,6,8,11,13,15,17,19,21,23,25,28,29,32,34,36,38,40,42,44,47,49,50,53,55,57,59,61,63
9,0,0,0.1511859793576696,0.14160281213669368,0.06,2,4,6,8,11,13,15,17,19,21,23,25,28,29,31,34,36,38,40,42,44,47,49,50,53,55,57,59,61,63
10,0,0,0.14911794303158626,0.13930354176740564,0.07,2,4,6,8,11,13,15,17,19,21,23,25,28,29,31,34,36,38,40,42,44,47,49,50,53,55,57,59,61,63
11,0,0,0.14725668447458018,0.13722978179308856,0.07,2,4,6,9,11,13,15,17,19,21,23,25,28,29,31,34,36,38,40,42,44,47,49,50,53,55,57,59,61,63
12,0,0,0.14549479330306506,0.13526551510124593,0.08,2,4,6,9,11,13,15,17,19,21,23,26,28,29,31,34,36,38,40,42,44,47,49,50,53,55,57,59,61,63
13,0,0,0.14381236351053125,0.13338127779866724,0.09,2,4,6,9,11,13,15,17,19,21,23,26,28,29,31,34,36,38,40,42,44,47,49,50,53,55,57,59,61,63
