epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,band_1,band_2,band_3,band_4,band_5
0,0,0,0.26264,0.38318,2.02,696,1390,2082,2772,3465
1,0,0,0.26011,0.38091,2.03,695,1389,2083,2772,3465
2,0,0,0.25762,0.37867,2.04,695,1389,2083,2772,3464
3,0,0,0.25515,0.37647,2.06,694,1388,2083,2772,3463
4,0,0,0.25272,0.37429,2.07,694,1388,2083,2773,3463
5,0,0,0.25032,0.37213,2.08,693,1387,2083,2773,3462
6,0,0,0.24795,0.37002,2.1,693,1387,2083,2773,3462
7,0,0,0.24562,0.36793,2.11,692,1387,2083,2772,3461
8,0,0,0.24332,0.36588,2.12,691,1386,2083,2772,3461
9,0,0,0.24106,0.36386,2.14,691,1386,2084,2772,3460
10,0,0,0.23884,0.36186,2.15,690,1386,2083,2772,3461
11,0,0,0.23665,0.35989,2.16,690,1386,2083,2773,3461
12,0,0,0.2345,0.35794,2.18,689,1386,2083,2773,3461
13,0,0,0.23239,0.35603,2.2,689,1385,2083,2773,3461
14,0,0,0.23032,0.35415,2.21,688,1385,2083,2772,3461
15,0,0,0.22829,0.3523,2.22,688,1385,2083,2772,3462
16,0,0,0.22629,0.35048,2.24,687,1385,2083,2772,3461
17,0,0,0.22434,0.3487,2.25,687,1385,2083,2772,3461
18,0,0,0.22243,0.34694,2.26,686,1385,2083,2772,3461
19,0,0,0.22055,0.34522,2.28,686,1385,2083,2773,3461
20,0,0,0.21872,0.34353,2.29,685,1385,2083,2773,3461
21,0,0,0.21693,0.34187,2.3,685,1385,2083,2773,3461
22,0,0,0.21517,0.34024,2.32,684,1385,2083,2772,3461
23,0,0,0.21345,0.33865,2.33,684,1385,2083,2772,3461
24,0,0,0.21178,0.33708,2.34,683,1386,2083,2772,3461
25,0,0,0.21014,0.33553,2.36,683,1386,2083,2772,3461
26,0,0,0.20854,0.33402,2.37,682,1386,2083,2773,3461
27,0,0,0.20698,0.33255,2.38,682,1386,2083,2773,3461
28,0,0,0.20546,0.3311,2.4,682,1387,2083,2773,3461
29,0,0,0.20398,0.32968,2.41,681,1387,2083,2773,3461
30,0,0,0.20253,0.32828,2.42,681,1388,2083,2772,3461
31,0,0,0.20113,0.32691,2.44,680,1388,2083,2772,3461
32,0,0,0.19976,0.32556,2.45,680,1389,2083,2772,3461
33,0,0,0.19842,0.32424,2.46,680,1389,2083,2773,3461
34,0,0,0.19713,0.32294,2.48,679,1390,2083,2773,3461
35,0,0,0.19587,0.32168,2.49,679,1391,2083,2773,3461
36,0,0,0.19464,0.32044,2.5,678,1391,2083,2773,3461
37,0,0,0.19345,0.31923,2.52,678,1392,2083,2772,3461
38,0,0,0.1923,0.31805,2.53,678,1393,2083,2772,3461
39,0,0,0.19118,0.31689,2.54,677,1394,2083,2772,3461
40,0,0,0.19009,0.31576,2.56,677,1394,2083,2772,3461
41,0,0,0.18904,0.31466,2.57,677,1395,2083,2773,3461
42,0,0,0.18802,0.31358,2.58,676,1396,2083,2773,3461
43,0,0,0.18703,0.31253,2.6,676,1397,2083,2773,3461
44,0,0,0.18607,0.31149,2.61,676,1397,2083,2773,3461
45,0,0,0.18514,0.31047,2.62,675,1398,2083,2772,3461
46,0,0,0.18421,0.3094,2.64,675,1399,2083,2772,3461
47,0,0,0.18329,0.3083,2.65,675,1399,2083,2772,3461
48,0,0,0.18238,0.30719,2.66,675,1400,2083,2772,3461
49,0,0,0.18148,0.30606,2.68,674,1401,2083,2773,3461
50,0,0,0.18061,0.30492,2.69,674,1402,2083,2773,3461
51,0,0,0.17975,0.30377,2.7,674,1403,2083,2773,3460
52,0,0,0.17889,0.30262,2.72,674,1404,2083,2772,3460
53,0,0,0.17805,0.30148,2.73,673,1405,2083,2772,3460
54,0,0,0.1772,0.30034,2.74,673,1406,2083,2772,3460
55,0,0,0.17637,0.29922,2.76,673,1406,2083,2772,3460
56,0,0,0.17556,0.29811,2.77,673,1407,2083,2772,3460
57,0,0,0.17478,0.29701,2.78,672,1408,2083,2772,3460
58,0,0,0.174,0.29593,2.8,672,1409,2083,2772,3459
59,0,0,0.17325,0.29487,2.81,672,1409,2083,2772,3459
60,0,0,0.17253,0.29383,2.82,672,1410,2083,2772,3459
61,0,0,0.17186,0.29282,2.84,671,1411,2083,2772,3458
62,0,0,0.17123,0.29183,2.85,671,1411,2083,2772,3458
63,0,0,0.17064,0.29088,2.86,671,1412,2083,2772,3458
64,0,0,0.17009,0.28994,2.88,671,1412,2083,2772,3457
65,0,0,0.16957,0.28904,2.89,671,1413,2083,2772,3457
66,0,0,0.16909,0.28817,2.9,671,1413,2083,2772,3456
67,0,0,0.16864,0.28732,2.92,671,1414,2082,2772,3456
68,0,0,0.16823,0.28651,2.93,671,1414,2081,2772,3455
69,0,0,0.16786,0.28572,2.94,671,1415,2080,2772,3455
70,0,0,0.16751,0.28497,2.96,670,1415,2079,2772,3454
71,0,0,0.1672,0.28424,2.97,670,1416,2077,2772,3454
72,0,0,0.16691,0.28354,2.98,670,1417,2076,2772,3453
73,0,0,0.16665,0.28287,3.0,670,1417,2074,2772,3453
74,0,0,0.16641,0.28222,3.01,670,1418,2072,2772,3452
75,0,0,0.16619,0.2816,3.02,670,1418,2071,2772,3452
76,0,0,0.16599,0.28101,3.04,670,1418,2069,2772,3451
77,0,0,0.1658,0.28044,3.05,670,1419,2067,2773,3451
78,0,0,0.16563,0.27989,3.06,670,1419,2065,2773,3450
79,0,0,0.16547,0.27936,3.08,670,1420,2063,2773,3450
80,0,0,0.16531,0.27885,3.09,670,1420,2061,2773,3449
81,0,0,0.16517,0.27836,3.1,670,1421,2059,2773,3449
82,0,0,0.16502,0.27789,3.12,670,1421,2057,2773,3448
83,0,0,0.16488,0.27744,3.13,670,1422,2055,2773,3448
84,0,0,0.16474,0.27699,3.14,670,1422,2053,2772,3447
85,0,0,0.16459,0.27656,3.16,671,1422,2051,2772,3447
86,0,0,0.16445,0.27614,3.17,671,1423,2049,2772,3446
87,0,0,0.16432,0.27574,3.19,671,1423,2046,2772,3445
88,0,0,0.16419,0.27534,3.2,671,1424,2044,2772,3445
89,0,0,0.16405,0.27496,3.22,671,1424,2042,2772,3444
90,0,0,0.16391,0.27459,3.23,671,1425,2040,2772,3444
91,0,0,0.16376,0.27423,3.25,671,1425,2038,2772,3443
92,0,0,0.16362,0.27388,3.27,671,1425,2036,2772,3443
93,0,0,0.16347,0.27354,3.28,671,1426,2034,2773,3442
94,0,0,0.16333,0.2732,3.29,671,1426,2032,2773,3442
95,0,0,0.1632,0.27288,3.31,671,1427,2029,2773,3441
96,0,0,0.16306,0.27256,3.32,672,1427,2027,2772,3441
97,0,0,0.16293,0.27225,3.33,672,1427,2026,2772,3440
98,0,0,0.1628,0.27193,3.35,672,1428,2024,2772,3440
99,0,0,0.16267,0.27163,3.36,672,1428,2022,2772,3439
100,0,0,0.16253,0.27132,3.38,672,1429,2020,2772,3439
101,0.00158,0,0.1624,0.27103,3.39,672,1429,2019,2772,3438
102,0.00316,0,0.16227,0.27073,3.4,673,1429,2018,2772,3437
103,0.00469,0,0.16215,0.27043,3.42,673,1430,2016,2772,3437
104,0.00622,0,0.16203,0.27013,3.43,673,1430,2015,2772,3436
105,0.00773,0,0.1619,0.26983,3.44,673,1431,2014,2771,3436
106,0.00924,0,0.16178,0.26953,3.46,674,1431,2013,2771,3435
107,0.01074,0,0.16166,0.26923,3.47,674,1431,2013,2771,3435
108,0.01221,0,0.16154,0.26891,3.48,674,1432,2012,2770,3435
109,0.01365,0,0.16142,0.26862,3.5,675,1432,2011,2770,3434
110,0.01507,0,0.1613,0.26832,3.51,675,1432,2011,2770,3434
111,0.01646,0,0.16119,0.26801,3.52,675,1433,2010,2769,3433
